Influent Substrate,HRT,Baffles Active,Substrate Removal,Mean Substrate,Standard Deviation Substrate,Mean Current Density,Standard Deviation Current Density,Biomass,Standard Deviation Biomass,Length
250,24,13,66.6190028671429,113.93754952350696,66.06176668019607,0.5219292036227822,0.7195983877611559,6852.8078590381065,430.76164877500145,90
250,24,14,68.93142882606634,111.40464981995203,67.79871450940865,0.5038780713700681,0.7079372602464057,6819.406294920157,473.3017002070383,90
250,24,15,72.10348364859443,109.27592919338026,69.36474220025977,0.4882542432438944,0.6979641461416767,6784.242661483666,517.1497985278621,90
250,24,16,73.88529744766625,107.71485227369686,70.62398498946156,0.47233054876020963,0.6869863270665993,6743.369153826698,559.1297553349527,90
250,24,17,77.21963297505943,106.55151223267899,71.65787816770057,0.45705868098047703,0.676792802822429,6692.224558058128,613.0381203284165,90
250,24,18,77.83179602261924,105.9911590388392,72.22197941170081,0.44187910914157513,0.665929839176808,6637.559805059419,661.0829385696854,90
250,24,2,17.435929594161202,204.5506489543597,29.80525347660477,0.89045679639818,0.8830364934331149,6965.835287692529,245.3628344442231,90
250,24,3,23.559174685050436,189.83254721169158,35.62647533193793,0.8014793557897163,0.8567281334822776,6963.598400962716,256.4469967077428,90
250,24,4,29.480931069624294,176.2301069293725,39.86476818878215,0.7528933592317814,0.8367000208576805,6959.830266111971,275.2090452737781,90
250,24,5,35.215979847666404,164.1532786562456,43.77360611584632,0.7187907333779178,0.8228469286487696,6960.2454341594585,272.98698954394575,90
250,24,6,39.976198076189334,154.3218545516698,47.25419497981726,0.6806623980325514,0.805337708866227,6955.4349504746315,295.63501138156306,90
250,24,7,44.845619903778434,145.3947397749708,50.589738595305,0.6536712042005284,0.7931386202620435,6954.774801348843,296.1759494075289,90
250,24,8,49.15833855836045,137.69365126522726,53.66980990106304,0.6279110710001007,0.7794705449373462,6951.94171003777,308.74703434093834,90
250,24,9,53.45032249203362,131.0007931189327,56.64471505714229,0.605765165000447,0.7682713360314001,6943.281373094393,313.55006105833235,90
500,24,1,6.420241150494769,466.0139385646022,36.07778693069248,1.309396393136938,0.5081194713226176,6999.990053994528,0.19047183926059888,90
500,24,10,51.89668372748583,278.7314537114398,112.42146076729122,1.0611021819950859,0.7195850387192712,6981.760167306538,168.24700713803824,90
500,24,11,55.83872731550189,268.6910040590147,118.49243837065893,1.0345949280305804,0.7340966517622496,6980.631185853264,174.22029585406983,90
500,24,12,59.047653036052296,260.28805422956185,123.94152614931654,1.0067295975472892,0.7456599985046096,6978.402990937269,188.22456452274415,90
500,24,13,62.41457944617191,253.52770905556108,128.76765994758867,0.9776245371608523,0.7546216203054502,6976.8478220786055,197.25680962989128,90
500,24,14,64.92571068863506,248.03368838164135,132.9615825861935,0.9495903772157362,0.7605171607539196,6974.614428351897,210.57632101579335,90
500,24,15,68.36425017089596,243.4188494497339,136.71821342119247,0.9251581225063268,0.7653045610873433,6973.563515236105,216.01191657396112,90
500,24,16,70.31504532935398,240.0031548834915,139.76445076605444,0.8993317850670144,0.7677847805865847,6971.386460983353,227.90252561925516,90
500,24,17,73.97897270193681,237.45321775361273,142.26523743384323,0.8736973859522414,0.7692491217218832,6969.794773545667,235.6510901257969,90
500,24,18,74.62946673341408,236.22566784252223,143.63308338567455,0.8477031379576233,0.768548823398586,6969.740079668771,229.86298227795697,90
500,24,2,12.847307160799994,433.1760719342005,45.97771956238149,1.3122709626282638,0.5053357334730932,6999.489721909546,6.638002566136072,90
