COD removal (%/100)
0.508939213
0.297973778
0.536352801
0.529797378
0.617401669
1
0.900476758
0.770560191
0.719308701
0.887276314
0.875722136
0.788706403
0.809189887
0.797379793
0.836888675
0.820305677
0.828820961
0.814956332
0.850436681
0.841266376
0.853165939
0.859825328
0.87849345
0.870633188
0.881659389
0.869868996
0.876528384
0.860371179
0.860371179
0.912554585
0.883842795
0.904257642
0.879366812
0.895747752
0.892528034
0.881314533
0.886310647
0.884867325
0.884867325
0.884867325
0.884867325
0.884867325
0.884867325
0.884867325
0.89896747
0.89896747
0.899522594
0.899522594
0.89874542
0.89874542
0.835461308
0.835461308
0.848562229
0.848562229
0.907627401
0.907627401
0.937493061
0.937493061
0.945486844
0.945486844
0.94937271
0.94937271
0.935494615
0.935494615
