Organic loading rate (kgCOD / m3 * day)
0.092604857
0.092604857
0.185209713
0.138907285
0.185209713
0.138907285
0.138907285
0.138907285
0.185209713
0.185209713
0.29375
0.29375
0.59812362
0.59812362
0.804580574
0.60343543
1.011037528
0.758278146
1.011037528
0.758278146
1.011037528
0.606622517
1.011037528
1.011037528
1.011037528
0.606622517
1.516556291
0.758278146
0.758278146
0.606622517
0.606622517
1.011037528
0.758278146
1.011037528
0.758278146
0.745612583
0.99415011
0.99415011
0.745612583
0.99415011
0.372806291
0.99415011
0.745612583
0.99415011
1.066169508
0.799627131
1.149438489
0.862078867
1.246816168
0.935112126
1.362220206
1.021665154
1.501166667
1.125875
0.99415011
0.745612583
0.99415011
0.745612583
0.99415011
0.745612583
0.99415011
0.497075055
1.491225166
0.99415011
0.99415011
