Average batch biogas production L / m3 * day
68.21192053
86.62251656
82.51655629
87.90286976
82.61589404
63.44370861
86.7218543
96.42384106
128.9183223
64.73509934
140.9602649
229.9779249
356.1589404
470.3752759
407.3509934
570.6843267
534.4701987
667.7262693
568.7086093
731.5231788
350.7019868
655.8940397
NaN
NaN
NaN
847.1523179
514.9668874
590.5960265
454.7549669
422.5430464
706.6666667
569.5364238
796.2913907
509.6688742
489.0728477
521.6335541
532.4503311
NaN
555.8498896
NaN
648.2119205
492.4503311
NaN
542.3399558
388.0794702
468.2119205
374.205298
481.4569536
424.2384106
510.3311258
420.3311258
452.00883
392.615894
564.3267108
402.0198675
478.4547461
380.397351
476.4238411
323.7417219
496.7770419
262.5386313
579.2715232
488.8300221
430.0662252
