Progressive day (day),Total current (mA),Total current density (A/m2)
0.000694444,-0.566037736,-0.005964098
0.001388889,-0.188679245,-0.001988033
0.002083333,-0.754716981,-0.007952131
0.002777778,0.188679245,0.001988033
0.003472222,0.188679245,0.001988033
0.004166667,0.188679245,0.001988033
0.004861111,0.188679245,0.001988033
0.005555556,0.188679245,0.001988033
0.00625,0.188679245,0.001988033
0.006944444,0.188679245,0.001988033
0.007638889,0.188679245,0.001988033
0.008333333,0.188679245,0.001988033
0.009027778,0.188679245,0.001988033
0.009722222,0.188679245,0.001988033
0.010416667,0,0
0.011111111,0,0
0.011805556,0,0
0.0125,0,0
0.013194444,0,0
0.013888889,0,0
0.014583333,-0.188679245,-0.001988033
0.015277778,-0.188679245,-0.001988033
0.015972222,-0.188679245,-0.001988033
0.016666667,-0.188679245,-0.001988033
0.017361111,-0.188679245,-0.001988033
0.018055556,-0.188679245,-0.001988033
0.01875,0,0
0.019444445,-0.188679245,-0.001988033
0.020138889,-0.188679245,-0.001988033
0.020833333,-0.188679245,-0.001988033
0.021527778,-0.188679245,-0.001988033
0.022222222,-0.188679245,-0.001988033
0.022916667,-0.188679245,-0.001988033
0.023611111,-0.188679245,-0.001988033
0.024305556,-0.188679245,-0.001988033
0.025,-0.188679245,-0.001988033
0.025694445,-0.188679245,-0.001988033
0.026388889,-0.188679245,-0.001988033
0.027083333,-0.188679245,-0.001988033
0.027777778,-0.188679245,-0.001988033
0.028472222,-0.188679245,-0.001988033
0.029166667,-0.188679245,-0.001988033
0.029861111,-0.188679245,-0.001988033
0.030555556,0.754716981,0.007952131
0.03125,-0.188679245,-0.001988033
0.031944445,-0.188679245,-0.001988033
0.032638889,-0.188679245,-0.001988033
0.033333333,-0.188679245,-0.001988033
0.034027778,-0.188679245,-0.001988033
0.034722222,0.754716981,0.007952131
0.035416667,-0.188679245,-0.001988033
0.036111111,0.754716981,0.007952131
0.036805556,0.754716981,0.007952131
0.0375,0.754716981,0.007952131
0.038194445,0.566037736,0.005964098
0.038888889,0.566037736,0.005964098
0.039583333,0.566037736,0.005964098
0.040277778,0.377358491,0.003976065
0.040972222,0.377358491,0.003976065
0.041666667,0.377358491,0.003976065
0.042361111,0.377358491,0.003976065
0.043055556,0.377358491,0.003976065
0.04375,0.377358491,0.003976065
0.044444445,0.377358491,0.003976065
0.045138889,0.188679245,0.001988033
0.045833333,0.188679245,0.001988033
0.046527778,0.188679245,0.001988033
0.047222222,0.188679245,0.001988033
0.047916667,0.377358491,0.003976065
0.048611111,0.377358491,0.003976065
0.049305556,0.188679245,0.001988033
0.05,0.188679245,0.001988033
0.050694445,0.188679245,0.001988033
0.051388889,0.188679245,0.001988033
0.052083334,0.188679245,0.001988033
0.052777778,0.188679245,0.001988033
0.053472222,0.188679245,0.001988033
0.054166667,0.188679245,0.001988033
0.054861111,0.188679245,0.001988033
0.055555556,0.188679245,0.001988033
0.05625,0.188679245,0.001988033
0.056944445,0.188679245,0.001988033
0.057638889,0.188679245,0.001988033
0.058333334,0.188679245,0.001988033
0.059027778,0.188679245,0.001988033
0.059722222,0.188679245,0.001988033
0.060416667,0.188679245,0.001988033
0.061111111,0.188679245,0.001988033
0.061805556,0.188679245,0.001988033
0.0625,0.188679245,0.001988033
0.063194445,0.188679245,0.001988033
0.063888889,0.188679245,0.001988033
0.064583334,0.188679245,0.001988033
0.065277778,0.188679245,0.001988033
0.065972222,0.188679245,0.001988033
0.066666667,0.188679245,0.001988033
0.067361111,0.188679245,0.001988033
0.068055556,0.188679245,0.001988033
0.06875,0.188679245,0.001988033
0.069444445,0.188679245,0.001988033
0.070138889,0.188679245,0.001988033
0.070833334,0.188679245,0.001988033
0.071527778,0.188679245,0.001988033
0.072222222,0.188679245,0.001988033
0.072916667,0.188679245,0.001988033
0.073611111,0.188679245,0.001988033
0.074305556,0.188679245,0.001988033
0.075,0.188679245,0.001988033
0.075694445,0.188679245,0.001988033
0.076388889,0.188679245,0.001988033
0.077083334,0.188679245,0.001988033
0.077777778,0.188679245,0.001988033
0.078472222,0.188679245,0.001988033
0.079166667,0.188679245,0.001988033
0.079861111,0.188679245,0.001988033
0.080555556,0.188679245,0.001988033
0.08125,0.188679245,0.001988033
0.081944445,0.188679245,0.001988033
0.082638889,0.188679245,0.001988033
0.083333334,0.188679245,0.001988033
0.084027778,0.188679245,0.001988033
0.084722222,0.188679245,0.001988033
0.085416667,0.188679245,0.001988033
0.086111111,0.188679245,0.001988033
0.086805556,0.188679245,0.001988033
0.0875,0.188679245,0.001988033
0.088194445,0.188679245,0.001988033
0.088888889,0.188679245,0.001988033
0.089583334,0.188679245,0.001988033
0.090277778,0.188679245,0.001988033
0.090972223,0.188679245,0.001988033
0.091666667,0.188679245,0.001988033
0.092361111,0.188679245,0.001988033
0.093055556,0.188679245,0.001988033
0.09375,0.188679245,0.001988033
0.094444445,0.188679245,0.001988033
0.095138889,0.188679245,0.001988033
0.095833334,0.188679245,0.001988033
0.096527778,0.188679245,0.001988033
0.097222223,0.188679245,0.001988033
0.097916667,0.188679245,0.001988033
0.098611111,0.188679245,0.001988033
0.099305556,0.188679245,0.001988033
0.1,0.188679245,0.001988033
0.100694445,0.188679245,0.001988033
0.101388889,0.188679245,0.001988033
0.102083334,0.188679245,0.001988033
0.102777778,0.188679245,0.001988033
0.103472223,0.188679245,0.001988033
0.104166667,0.188679245,0.001988033
0.104861111,0.188679245,0.001988033
0.105555556,0.188679245,0.001988033
0.10625,0.188679245,0.001988033
0.106944445,0.188679245,0.001988033
0.107638889,0.188679245,0.001988033
0.108333334,0.188679245,0.001988033
0.109027778,0.188679245,0.001988033
0.109722223,0.188679245,0.001988033
0.110416667,0.188679245,0.001988033
0.111111111,0.188679245,0.001988033
0.111805556,0.188679245,0.001988033
0.1125,0.188679245,0.001988033
0.113194445,0.188679245,0.001988033
0.113888889,0.188679245,0.001988033
0.114583334,0.188679245,0.001988033
0.115277778,0.188679245,0.001988033
0.115972223,0.188679245,0.001988033
0.116666667,0.188679245,0.001988033
0.117361111,0.188679245,0.001988033
0.118055556,0.188679245,0.001988033
0.11875,0.188679245,0.001988033
0.119444445,0.188679245,0.001988033
0.120138889,0.188679245,0.001988033
0.120833334,0.188679245,0.001988033
0.121527778,0.188679245,0.001988033
0.122222223,0.188679245,0.001988033
0.122916667,0.188679245,0.001988033
0.123611112,0.188679245,0.001988033
0.124305556,0.188679245,0.001988033
0.125,0.188679245,0.001988033
0.125694445,0.188679245,0.001988033
0.126388889,0.188679245,0.001988033
0.127083334,0.188679245,0.001988033
0.127777778,0.188679245,0.001988033
0.128472223,0.188679245,0.001988033
0.129166667,0.188679245,0.001988033
0.129861112,0.188679245,0.001988033
0.130555556,0.188679245,0.001988033
0.13125,0.188679245,0.001988033
0.131944445,0.188679245,0.001988033
0.132638889,0.188679245,0.001988033
0.133333334,0.188679245,0.001988033
0.134027778,0.188679245,0.001988033
0.134722223,0.188679245,0.001988033
0.135416667,0.188679245,0.001988033
0.136111112,0.188679245,0.001988033
0.136805556,0.188679245,0.001988033
0.1375,0.188679245,0.001988033
0.138194445,0.188679245,0.001988033
0.138888889,0.188679245,0.001988033
0.139583334,0.188679245,0.001988033
0.140277778,0.188679245,0.001988033
0.140972223,0.188679245,0.001988033
0.141666667,0.188679245,0.001988033
0.142361112,0.188679245,0.001988033
0.143055556,0.188679245,0.001988033
0.14375,0.188679245,0.001988033
0.144444445,0.188679245,0.001988033
0.145138889,0.188679245,0.001988033
0.145833334,0.188679245,0.001988033
0.146527778,0.188679245,0.001988033
0.147222223,0.188679245,0.001988033
0.147916667,0.188679245,0.001988033
0.148611112,0.188679245,0.001988033
0.149305556,0.188679245,0.001988033
0.15,0.188679245,0.001988033
0.150694445,0.188679245,0.001988033
0.151388889,0.188679245,0.001988033
0.152083334,0.188679245,0.001988033
0.152777778,0.188679245,0.001988033
0.153472223,0.188679245,0.001988033
0.154166667,0.188679245,0.001988033
0.154861112,0.188679245,0.001988033
0.155555556,0.188679245,0.001988033
0.156250001,0.188679245,0.001988033
0.156944445,0.188679245,0.001988033
0.157638889,0.188679245,0.001988033
0.158333334,0.188679245,0.001988033
0.159027778,0.188679245,0.001988033
0.159722223,0.188679245,0.001988033
0.160416667,0.188679245,0.001988033
0.161111112,0.188679245,0.001988033
0.161805556,0.188679245,0.001988033
0.162500001,0.188679245,0.001988033
0.163194445,0.188679245,0.001988033
0.163888889,0.188679245,0.001988033
0.164583334,0.188679245,0.001988033
0.165277778,0.188679245,0.001988033
0.165972223,0.188679245,0.001988033
0.166666667,0.188679245,0.001988033
0.167361112,0.188679245,0.001988033
0.168055556,0.188679245,0.001988033
0.168750001,0.188679245,0.001988033
0.169444445,0.188679245,0.001988033
0.170138889,0.188679245,0.001988033
0.170833334,0.188679245,0.001988033
0.171527778,0.188679245,0.001988033
0.172222223,0.188679245,0.001988033
0.172916667,0.188679245,0.001988033
0.173611112,0.188679245,0.001988033
0.174305556,0.188679245,0.001988033
0.175000001,0.188679245,0.001988033
0.175694445,0.188679245,0.001988033
0.176388889,0.188679245,0.001988033
0.177083334,0,0
0.177777778,0.188679245,0.001988033
0.178472223,0,0
0.179166667,0.188679245,0.001988033
0.179861112,0.188679245,0.001988033
0.180555556,0.188679245,0.001988033
0.181250001,0,0
0.181944445,0.188679245,0.001988033
0.182638889,0.188679245,0.001988033
0.183333334,0.188679245,0.001988033
0.184027778,0.188679245,0.001988033
0.184722223,0.188679245,0.001988033
0.185416667,0.188679245,0.001988033
0.186111112,0.188679245,0.001988033
0.186805556,0.188679245,0.001988033
0.187500001,0.188679245,0.001988033
0.188194445,0.188679245,0.001988033
0.18888889,0.188679245,0.001988033
0.189583334,0.188679245,0.001988033
0.190277778,0.188679245,0.001988033
0.190972223,0.188679245,0.001988033
0.191666667,0.188679245,0.001988033
0.192361112,0.188679245,0.001988033
0.193055556,0.188679245,0.001988033
0.193750001,0,0
0.194444445,0.188679245,0.001988033
0.19513889,0.188679245,0.001988033
0.195833334,0.188679245,0.001988033
0.196527778,0.188679245,0.001988033
0.197222223,0,0
0.197916667,0,0
0.198611112,0,0
0.199305556,0.188679245,0.001988033
0.200000001,0.188679245,0.001988033
0.200694445,0.188679245,0.001988033
0.20138889,0.188679245,0.001988033
0.202083334,0.188679245,0.001988033
0.202777778,0.188679245,0.001988033
0.203472223,0.188679245,0.001988033
0.204166667,0.188679245,0.001988033
0.204861112,0.188679245,0.001988033
0.205555556,0.188679245,0.001988033
0.206250001,0.188679245,0.001988033
0.206944445,0.188679245,0.001988033
0.20763889,0.188679245,0.001988033
0.208333334,0.188679245,0.001988033
0.209027778,0.188679245,0.001988033
0.209722223,0.188679245,0.001988033
0.210416667,0.188679245,0.001988033
0.211111112,0.188679245,0.001988033
0.211805556,0.188679245,0.001988033
0.212500001,0.188679245,0.001988033
0.213194445,0.188679245,0.001988033
0.21388889,0.188679245,0.001988033
0.214583334,0.188679245,0.001988033
0.215277778,0.188679245,0.001988033
0.215972223,0.188679245,0.001988033
0.216666667,0.188679245,0.001988033
0.217361112,0.188679245,0.001988033
0.218055556,0.188679245,0.001988033
0.218750001,0.188679245,0.001988033
0.219444445,0.188679245,0.001988033
0.22013889,0.188679245,0.001988033
0.220833334,0.188679245,0.001988033
0.221527778,0.188679245,0.001988033
0.222222223,0.188679245,0.001988033
0.222916667,0.188679245,0.001988033
0.223611112,0.188679245,0.001988033
0.224305556,0.188679245,0.001988033
0.225000001,0.188679245,0.001988033
0.225694445,0.188679245,0.001988033
0.22638889,0.188679245,0.001988033
0.227083334,0.188679245,0.001988033
0.227777779,0.188679245,0.001988033
0.228472223,0.188679245,0.001988033
0.229166667,0.188679245,0.001988033
0.229861112,0.188679245,0.001988033
0.230555556,0.188679245,0.001988033
0.231250001,0.188679245,0.001988033
0.231944445,0.188679245,0.001988033
0.23263889,0.188679245,0.001988033
0.233333334,0.188679245,0.001988033
0.234027779,0.188679245,0.001988033
0.234722223,0.188679245,0.001988033
0.235416667,0.188679245,0.001988033
0.236111112,0.188679245,0.001988033
0.236805556,0.188679245,0.001988033
0.237500001,0.188679245,0.001988033
0.238194445,0,0
0.23888889,0,0
0.239583334,0,0
0.240277779,0.188679245,0.001988033
0.240972223,0,0
0.241666667,0.188679245,0.001988033
0.242361112,0.188679245,0.001988033
0.243055556,0,0
0.243750001,0.188679245,0.001988033
0.244444445,0.188679245,0.001988033
0.24513889,0.188679245,0.001988033
0.245833334,0,0
0.246527779,0,0
0.247222223,0.188679245,0.001988033
0.247916667,0.188679245,0.001988033
0.248611112,0.188679245,0.001988033
0.249305556,0.188679245,0.001988033
0.250000001,0.188679245,0.001988033
0.250694445,0.188679245,0.001988033
0.25138889,0.188679245,0.001988033
0.252083334,0.188679245,0.001988033
0.252777779,0.188679245,0.001988033
0.253472223,0.188679245,0.001988033
0.254166667,0.188679245,0.001988033
0.254861112,0.188679245,0.001988033
0.255555556,0.188679245,0.001988033
0.256250001,0.188679245,0.001988033
0.256944445,0,0
0.25763889,0.188679245,0.001988033
0.258333334,0.188679245,0.001988033
0.259027779,0.188679245,0.001988033
0.259722223,0.188679245,0.001988033
0.260416668,0.188679245,0.001988033
0.261111112,0.188679245,0.001988033
0.261805556,0.188679245,0.001988033
0.262500001,0.188679245,0.001988033
0.263194445,0.188679245,0.001988033
0.26388889,0.188679245,0.001988033
0.264583334,0.188679245,0.001988033
0.265277779,0.188679245,0.001988033
0.265972223,0.188679245,0.001988033
0.266666668,0.188679245,0.001988033
0.267361112,0.188679245,0.001988033
0.268055556,0.188679245,0.001988033
0.268750001,0.188679245,0.001988033
0.269444445,0.188679245,0.001988033
0.27013889,0.188679245,0.001988033
0.270833334,0.188679245,0.001988033
0.271527779,0.188679245,0.001988033
0.272222223,0.188679245,0.001988033
0.272916668,0.188679245,0.001988033
0.273611112,0.188679245,0.001988033
0.274305556,0.188679245,0.001988033
0.275000001,0.188679245,0.001988033
0.275694445,0.188679245,0.001988033
0.27638889,0.188679245,0.001988033
0.277083334,0.188679245,0.001988033
0.277777779,0.188679245,0.001988033
0.278472223,0.188679245,0.001988033
0.279166668,0.188679245,0.001988033
0.279861112,0,0
0.280555556,0,0
0.281250001,0.188679245,0.001988033
0.281944445,0.188679245,0.001988033
0.28263889,0,0
0.283333334,0.188679245,0.001988033
0.284027779,0.188679245,0.001988033
0.284722223,0.188679245,0.001988033
0.285416668,0.188679245,0.001988033
0.286111112,0.188679245,0.001988033
0.286805556,0.188679245,0.001988033
0.287500001,0.188679245,0.001988033
0.288194445,0.188679245,0.001988033
0.28888889,0.188679245,0.001988033
0.289583334,0.188679245,0.001988033
0.290277779,0.188679245,0.001988033
0.290972223,0.188679245,0.001988033
0.291666668,0.188679245,0.001988033
0.292361112,0.188679245,0.001988033
0.293055557,0.188679245,0.001988033
0.293750001,0.188679245,0.001988033
0.294444445,0.188679245,0.001988033
0.29513889,0.188679245,0.001988033
0.295833334,0.188679245,0.001988033
0.296527779,0.188679245,0.001988033
0.297222223,0.188679245,0.001988033
0.297916668,0.188679245,0.001988033
0.298611112,0.188679245,0.001988033
0.299305557,0.188679245,0.001988033
0.300000001,0.188679245,0.001988033
0.300694445,0.188679245,0.001988033
0.30138889,0.188679245,0.001988033
0.302083334,0.188679245,0.001988033
0.302777779,0.188679245,0.001988033
0.303472223,0.188679245,0.001988033
0.304166668,0.188679245,0.001988033
0.304861112,0.188679245,0.001988033
0.305555557,0.188679245,0.001988033
0.306250001,0.188679245,0.001988033
0.306944445,0.188679245,0.001988033
0.30763889,0.188679245,0.001988033
0.308333334,0.188679245,0.001988033
0.309027779,0.188679245,0.001988033
0.309722223,0.188679245,0.001988033
0.310416668,0.188679245,0.001988033
0.311111112,0.188679245,0.001988033
0.311805557,0.188679245,0.001988033
0.312500001,0.188679245,0.001988033
0.313194445,0.188679245,0.001988033
0.31388889,0.188679245,0.001988033
0.314583334,0.188679245,0.001988033
0.315277779,0.188679245,0.001988033
0.315972223,0.188679245,0.001988033
0.316666668,0.188679245,0.001988033
0.317361112,0.188679245,0.001988033
0.318055557,0.188679245,0.001988033
0.318750001,0.188679245,0.001988033
0.319444445,0.188679245,0.001988033
0.32013889,0.188679245,0.001988033
0.320833334,0.188679245,0.001988033
0.321527779,0.188679245,0.001988033
0.322222223,0.188679245,0.001988033
0.322916668,0.188679245,0.001988033
0.323611112,0.188679245,0.001988033
0.324305557,0.188679245,0.001988033
0.325000001,0.188679245,0.001988033
0.325694446,0.188679245,0.001988033
0.32638889,0.188679245,0.001988033
0.327083334,0.188679245,0.001988033
0.327777779,0.188679245,0.001988033
0.328472223,0.188679245,0.001988033
0.329166668,0.188679245,0.001988033
0.329861112,0.188679245,0.001988033
0.330555557,0.188679245,0.001988033
0.331250001,0.188679245,0.001988033
0.331944446,0.188679245,0.001988033
0.33263889,0.188679245,0.001988033
0.333333334,0.188679245,0.001988033
0.334027779,0.188679245,0.001988033
0.334722223,0.188679245,0.001988033
0.335416668,0.188679245,0.001988033
0.336111112,0.188679245,0.001988033
0.336805557,0.188679245,0.001988033
0.337500001,0.188679245,0.001988033
0.338194446,0.188679245,0.001988033
0.33888889,0.188679245,0.001988033
0.339583334,0.188679245,0.001988033
0.340277779,0.188679245,0.001988033
0.340972223,0.188679245,0.001988033
0.341666668,0.188679245,0.001988033
0.342361112,0.188679245,0.001988033
0.343055557,0.188679245,0.001988033
0.343750001,0.188679245,0.001988033
0.344444446,0.188679245,0.001988033
0.34513889,0.188679245,0.001988033
0.345833334,0.188679245,0.001988033
0.346527779,0.188679245,0.001988033
0.347222223,0.188679245,0.001988033
0.347916668,0.188679245,0.001988033
0.348611112,0.188679245,0.001988033
0.349305557,0.188679245,0.001988033
0.350000001,0.188679245,0.001988033
0.350694446,0.188679245,0.001988033
0.35138889,0.188679245,0.001988033
0.352083334,0.188679245,0.001988033
0.352777779,0.188679245,0.001988033
0.353472223,0.188679245,0.001988033
0.354166668,0.188679245,0.001988033
0.354861112,0.188679245,0.001988033
0.355555557,0.188679245,0.001988033
0.356250001,0.188679245,0.001988033
0.356944446,0.188679245,0.001988033
0.35763889,0.188679245,0.001988033
0.358333335,0.188679245,0.001988033
0.359027779,0.188679245,0.001988033
0.359722223,0.188679245,0.001988033
0.360416668,0.188679245,0.001988033
0.361111112,0.188679245,0.001988033
0.361805557,0.188679245,0.001988033
0.362500001,0.188679245,0.001988033
0.363194446,0.188679245,0.001988033
0.36388889,0.188679245,0.001988033
0.364583335,0.188679245,0.001988033
0.365277779,0.188679245,0.001988033
0.365972223,0.188679245,0.001988033
0.366666668,0.188679245,0.001988033
0.367361112,0.188679245,0.001988033
0.368055557,0.188679245,0.001988033
0.368750001,0.188679245,0.001988033
0.369444446,0.188679245,0.001988033
0.37013889,0.188679245,0.001988033
0.370833335,0.188679245,0.001988033
0.371527779,0.188679245,0.001988033
0.372222223,0.188679245,0.001988033
0.372916668,0.188679245,0.001988033
0.373611112,0.188679245,0.001988033
0.374305557,0.188679245,0.001988033
0.375000001,0.188679245,0.001988033
0.375694446,0.188679245,0.001988033
0.37638889,0.188679245,0.001988033
0.377083335,0.188679245,0.001988033
0.377777779,0.188679245,0.001988033
0.378472223,0.188679245,0.001988033
0.379166668,0.188679245,0.001988033
0.379861112,0.188679245,0.001988033
0.380555557,0.188679245,0.001988033
0.381250001,0.188679245,0.001988033
0.381944446,0.188679245,0.001988033
0.38263889,0.188679245,0.001988033
0.383333335,0.188679245,0.001988033
0.384027779,0.188679245,0.001988033
0.384722223,0.188679245,0.001988033
0.385416668,0.188679245,0.001988033
0.386111112,0.188679245,0.001988033
0.386805557,0.188679245,0.001988033
0.387500001,0.188679245,0.001988033
0.388194446,0.188679245,0.001988033
0.38888889,0.188679245,0.001988033
0.389583335,0.188679245,0.001988033
0.390277779,0.188679245,0.001988033
0.390972223,0.188679245,0.001988033
0.391666668,0.188679245,0.001988033
0.392361112,0.188679245,0.001988033
0.393055557,0.188679245,0.001988033
0.393750001,0.188679245,0.001988033
0.394444446,0.188679245,0.001988033
0.39513889,0.188679245,0.001988033
0.395833335,0.188679245,0.001988033
0.396527779,0.188679245,0.001988033
0.397222224,0.188679245,0.001988033
0.397916668,0.188679245,0.001988033
0.398611112,0.188679245,0.001988033
0.399305557,0.188679245,0.001988033
0.400000001,0.188679245,0.001988033
0.400694446,0.188679245,0.001988033
0.40138889,0.188679245,0.001988033
0.402083335,0.188679245,0.001988033
0.402777779,0.188679245,0.001988033
0.403472224,0.188679245,0.001988033
0.404166668,0.188679245,0.001988033
0.404861112,0.188679245,0.001988033
0.405555557,0.188679245,0.001988033
0.406250001,0.188679245,0.001988033
0.406944446,0.188679245,0.001988033
0.40763889,0.188679245,0.001988033
0.408333335,0.188679245,0.001988033
0.409027779,0.188679245,0.001988033
0.409722224,0.188679245,0.001988033
0.410416668,0.188679245,0.001988033
0.411111112,0.188679245,0.001988033
0.411805557,0.188679245,0.001988033
0.412500001,0.188679245,0.001988033
0.413194446,0.188679245,0.001988033
0.41388889,0.188679245,0.001988033
0.414583335,0.188679245,0.001988033
0.415277779,0.188679245,0.001988033
0.415972224,0.188679245,0.001988033
0.416666668,0.188679245,0.001988033
0.417361112,0.188679245,0.001988033
0.418055557,0.188679245,0.001988033
0.418750001,0.188679245,0.001988033
0.419444446,0.188679245,0.001988033
0.42013889,0.188679245,0.001988033
0.420833335,0.188679245,0.001988033
0.421527779,0.188679245,0.001988033
0.422222224,0.188679245,0.001988033
0.422916668,0.188679245,0.001988033
0.423611112,0.188679245,0.001988033
0.424305557,0.188679245,0.001988033
0.425000001,0.188679245,0.001988033
0.425694446,0.188679245,0.001988033
0.42638889,0.188679245,0.001988033
0.427083335,0.188679245,0.001988033
0.427777779,0.188679245,0.001988033
0.428472224,0.188679245,0.001988033
0.429166668,0.188679245,0.001988033
0.429861113,0.188679245,0.001988033
0.430555557,0.188679245,0.001988033
0.431250001,0.188679245,0.001988033
0.431944446,0.188679245,0.001988033
0.43263889,0.188679245,0.001988033
0.433333335,0.188679245,0.001988033
0.434027779,0.188679245,0.001988033
0.434722224,0.188679245,0.001988033
0.435416668,0.188679245,0.001988033
0.436111113,0.188679245,0.001988033
0.436805557,0.188679245,0.001988033
0.437500001,0.188679245,0.001988033
0.438194446,0.188679245,0.001988033
0.43888889,0.188679245,0.001988033
0.439583335,0.188679245,0.001988033
0.440277779,0.188679245,0.001988033
0.440972224,0.188679245,0.001988033
0.441666668,0.377358491,0.003976065
0.442361113,0.188679245,0.001988033
0.443055557,0.188679245,0.001988033
0.443750001,0.188679245,0.001988033
0.444444446,0.188679245,0.001988033
0.44513889,0.188679245,0.001988033
0.445833335,0.188679245,0.001988033
0.446527779,0.188679245,0.001988033
0.447222224,0.188679245,0.001988033
0.447916668,0.188679245,0.001988033
0.448611113,0.188679245,0.001988033
0.449305557,0.188679245,0.001988033
0.450000001,0.188679245,0.001988033
0.450694446,0.188679245,0.001988033
0.45138889,0.188679245,0.001988033
0.452083335,0.188679245,0.001988033
0.452777779,0.188679245,0.001988033
0.453472224,0.188679245,0.001988033
0.454166668,0.188679245,0.001988033
0.454861113,0.188679245,0.001988033
0.455555557,0.188679245,0.001988033
0.456250001,0.188679245,0.001988033
0.456944446,0.188679245,0.001988033
0.45763889,0.188679245,0.001988033
0.458333335,0.188679245,0.001988033
0.459027779,0.188679245,0.001988033
0.459722224,0.188679245,0.001988033
0.460416668,0.188679245,0.001988033
0.461111113,0.188679245,0.001988033
0.461805557,0.188679245,0.001988033
0.462500002,0.188679245,0.001988033
0.463194446,0.188679245,0.001988033
0.46388889,0.188679245,0.001988033
0.464583335,0.188679245,0.001988033
0.465277779,0.188679245,0.001988033
0.465972224,0.188679245,0.001988033
0.466666668,0.188679245,0.001988033
0.467361113,0.188679245,0.001988033
0.468055557,0.188679245,0.001988033
0.468750002,0.188679245,0.001988033
0.469444446,0.188679245,0.001988033
0.47013889,0.188679245,0.001988033
0.470833335,0.188679245,0.001988033
0.471527779,0.188679245,0.001988033
0.472222224,0.188679245,0.001988033
0.472916668,0.188679245,0.001988033
0.473611113,0.188679245,0.001988033
0.474305557,0.188679245,0.001988033
0.475000002,0.188679245,0.001988033
0.475694446,0.188679245,0.001988033
0.47638889,0.188679245,0.001988033
0.477083335,0.188679245,0.001988033
0.477777779,0.188679245,0.001988033
0.478472224,0.188679245,0.001988033
0.479166668,0.188679245,0.001988033
0.479861113,0.188679245,0.001988033
0.480555557,0.188679245,0.001988033
0.481250002,0.188679245,0.001988033
0.481944446,0.188679245,0.001988033
0.48263889,0.188679245,0.001988033
0.483333335,0.188679245,0.001988033
0.484027779,0.188679245,0.001988033
0.484722224,0.188679245,0.001988033
0.485416668,0.188679245,0.001988033
0.486111113,0.188679245,0.001988033
0.486805557,0.188679245,0.001988033
0.487500002,0.188679245,0.001988033
0.488194446,0.188679245,0.001988033
0.48888889,0.188679245,0.001988033
0.489583335,0.188679245,0.001988033
0.490277779,0.188679245,0.001988033
0.490972224,0.188679245,0.001988033
0.491666668,0.188679245,0.001988033
0.492361113,0.377358491,0.003976065
0.493055557,0.377358491,0.003976065
0.493750002,0.188679245,0.001988033
0.494444446,0.188679245,0.001988033
0.495138891,0.188679245,0.001988033
0.495833335,0.188679245,0.001988033
0.496527779,0.188679245,0.001988033
0.497222224,0.188679245,0.001988033
0.497916668,0.188679245,0.001988033
0.498611113,0.377358491,0.003976065
0.499305557,0.377358491,0.003976065
0.500000002,0.377358491,0.003976065
0.500694446,0.188679245,0.001988033
0.501388891,0.188679245,0.001988033
0.502083335,0.377358491,0.003976065
0.502777779,0.188679245,0.001988033
0.503472224,0.188679245,0.001988033
0.504166668,0.377358491,0.003976065
0.504861113,0.377358491,0.003976065
0.505555557,0.188679245,0.001988033
0.506250002,0.188679245,0.001988033
0.506944446,0.377358491,0.003976065
0.507638891,0.188679245,0.001988033
0.508333335,0.188679245,0.001988033
0.509027779,0.377358491,0.003976065
0.509722224,0.377358491,0.003976065
0.510416668,0.377358491,0.003976065
0.511111113,0.377358491,0.003976065
0.511805557,0.377358491,0.003976065
0.512500002,0.377358491,0.003976065
0.513194446,0.377358491,0.003976065
0.513888891,0.377358491,0.003976065
0.514583335,0.377358491,0.003976065
0.515277779,0.377358491,0.003976065
0.515972224,0.377358491,0.003976065
0.516666668,0.377358491,0.003976065
0.517361113,0.377358491,0.003976065
0.518055557,0.377358491,0.003976065
0.518750002,0.377358491,0.003976065
0.519444446,0.377358491,0.003976065
0.520138891,0.377358491,0.003976065
0.520833335,0.377358491,0.003976065
0.521527779,0.377358491,0.003976065
0.522222224,0.377358491,0.003976065
0.522916668,0.377358491,0.003976065
0.523611113,0.377358491,0.003976065
0.524305557,0.377358491,0.003976065
0.525000002,0.377358491,0.003976065
0.525694446,0.377358491,0.003976065
0.526388891,0.377358491,0.003976065
0.527083335,0.377358491,0.003976065
0.527777779,0.377358491,0.003976065
0.528472224,0.377358491,0.003976065
0.529166668,0.377358491,0.003976065
0.529861113,0.377358491,0.003976065
0.530555557,0.377358491,0.003976065
0.531250002,0.377358491,0.003976065
0.531944446,0.188679245,0.001988033
0.532638891,0.377358491,0.003976065
0.533333335,0.377358491,0.003976065
0.53402778,0.377358491,0.003976065
0.534722224,0.377358491,0.003976065
0.535416668,0.377358491,0.003976065
0.536111113,0.188679245,0.001988033
0.536805557,0.377358491,0.003976065
0.537500002,0.377358491,0.003976065
0.538194446,0.377358491,0.003976065
0.538888891,0.377358491,0.003976065
0.539583335,0.188679245,0.001988033
0.54027778,0.377358491,0.003976065
0.540972224,0.377358491,0.003976065
0.541666668,0.377358491,0.003976065
0.542361113,0.377358491,0.003976065
0.543055557,0.377358491,0.003976065
0.543750002,0.377358491,0.003976065
0.544444446,0.754716981,0.007952131
0.545138891,0.566037736,0.005964098
