,Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
,NSRDB,771867,-,Iowa,USA,41.61,-93.54,-6,264,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.2.0
Date (MM/DD/YYYY),Year,Month,Day,Hour,Minute,DHI,DNI,Dew Point,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/28/2020,2020,6,28,11,30,417,374,23.4,0.17,2.9,82.06,26.7,975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/28/2020,2020,6,28,12,30,234,699,23.7,0.17,3.1,80.83,27.3,975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/28/2020,2020,6,28,13,30,257,649,24.1,0.17,3.1,80.73,27.7,975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/28/2020,2020,6,28,14,30,329,97,24.5,0.17,3.2,80.75,28.1,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/28/2020,2020,6,28,15,30,272,198,24.9,0.17,3.5,81.39,28.4,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/28/2020,2020,6,28,16,30,204,444,25.3,0.17,3.5,83.29,28.4,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/28/2020,2020,6,28,17,30,153,375,25.6,0.17,3.5,85.52,28.3,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/28/2020,2020,6,28,18,30,92,220,25.7,0.17,3.6,91.91,27.1,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/28/2020,2020,6,28,19,30,16,12,25.4,0.17,3.6,94.78,26.3,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/28/2020,2020,6,28,20,30,0,0,25.2,0.17,3.5,97.14,25.7,975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/28/2020,2020,6,28,21,30,0,0,25,0.17,3.3,98.2,25.3,975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/28/2020,2020,6,28,22,30,0,0,24.7,0.17,3.2,98.67,24.9,976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/28/2020,2020,6,28,23,30,0,0,24.3,0.17,3.1,98.7,24.5,976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/2020,2020,6,29,0,30,0,0,23.9,0.17,3.1,97.9,24.3,976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/2020,2020,6,29,1,30,0,0,23.7,0.17,3.2,97.54,24.1,976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/2020,2020,6,29,2,30,0,0,23.5,0.17,3.1,97.84,23.9,976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/2020,2020,6,29,3,30,0,0,23.4,0.17,3,98.33,23.7,976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/2020,2020,6,29,4,30,0,0,23.3,0.17,3,98.04,23.6,976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/2020,2020,6,29,5,30,42,234,23.3,0.17,3.2,95.72,24,977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/2020,2020,6,29,6,30,76,513,23.6,0.17,3.4,92.95,24.8,977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/2020,2020,6,29,7,30,107,448,24.1,0.17,4.2,89.59,25.9,977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/2020,2020,6,29,8,30,124,699,23.9,0.17,4.9,82.87,27.1,977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/2020,2020,6,29,9,30,178,6,23.6,0.17,5.1,77.35,27.9,977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/2020,2020,6,29,10,30,295,380,23.7,0.17,5,75.17,28.5,977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/2020,2020,6,29,11,30,335,314,24,0.17,4.9,74.03,29.1,977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/2020,2020,6,29,12,30,287,21,24.3,0.17,4.8,73.84,29.5,977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/2020,2020,6,29,13,30,252,413,24.5,0.17,4.8,73.85,29.7,976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/2020,2020,6,29,14,30,123,831,24.5,0.17,4.7,75.08,29.4,976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/2020,2020,6,29,15,30,125,752,24.3,0.17,4.4,76.33,28.9,976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/2020,2020,6,29,16,30,95,752,24.2,0.17,3.9,78.82,28.2,977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/2020,2020,6,29,17,30,79,657,24.3,0.17,3.5,81.15,27.8,977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/2020,2020,6,29,18,30,58,472,24.4,0.17,2.5,89.9,26.2,977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/2020,2020,6,29,19,30,21,114,24.2,0.17,2.3,93.58,25.3,977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/2020,2020,6,29,20,30,0,0,24,0.17,2.4,94.95,24.9,977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/2020,2020,6,29,21,30,0,0,24,0.17,2.6,96.14,24.7,978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/2020,2020,6,29,22,30,0,0,24,0.17,2.5,98.84,24.2,978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/2020,2020,6,29,23,30,0,0,23.9,0.17,2.4,99.87,23.9,978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/2020,2020,6,30,0,30,0,0,23.6,0.17,2.6,100,23.6,978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/2020,2020,6,30,1,30,0,0,23.3,0.17,2.7,100,23.3,978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/2020,2020,6,30,2,30,0,0,23,0.17,2.7,100,23,978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/2020,2020,6,30,3,30,0,0,22.7,0.17,2.6,100,22.7,978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/2020,2020,6,30,4,30,0,0,22.6,0.17,2.7,99.48,22.7,978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/2020,2020,6,30,5,30,41,152,22.6,0.17,3,95.56,23.3,978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/2020,2020,6,30,6,30,100,288,22.8,0.17,3.2,92.46,24.1,978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/2020,2020,6,30,7,30,188,250,23.3,0.17,3.4,90.4,25,978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/2020,2020,6,30,8,30,286,134,23.9,0.17,3.6,88.54,25.9,978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/2020,2020,6,30,9,30,309,37,24.2,0.17,3.7,86.75,26.6,978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/2020,2020,6,30,10,30,272,16,24.4,0.17,3.8,85.07,27.1,978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/2020,2020,6,30,11,30,240,13,24.4,0.17,3.9,83.76,27.4,978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/2020,2020,6,30,12,30,221,11,24.4,0.17,3.8,83.16,27.5,977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/2020,2020,6,30,13,30,447,200,24.3,0.17,3.8,83.46,27.4,977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/2020,2020,6,30,14,30,403,142,24.3,0.17,4.1,84.06,27.2,977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/2020,2020,6,30,15,30,330,119,24.1,0.17,4.3,86.34,26.6,977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/2020,2020,6,30,16,30,186,16,23.9,0.17,4,88.27,26,977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/2020,2020,6,30,17,30,99,23,23.7,0.17,3.8,89.14,25.6,977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/2020,2020,6,30,18,30,69,3,23.4,0.18,3.3,95.68,24.1,978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/2020,2020,6,30,19,30,12,0,22.9,0.18,3,98.44,23.2,978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/2020,2020,6,30,20,30,0,0,22.5,0.18,2.9,98.91,22.7,978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/2020,2020,6,30,21,30,0,0,22.3,0.18,2.7,99.36,22.4,979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/2020,2020,6,30,22,30,0,0,22.1,0.18,2.5,99.64,22.2,979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/2020,2020,6,30,23,30,0,0,22,0.18,2.2,100,22,979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2020,2020,7,1,0,30,0,0,21.9,0.18,1.8,100,21.9,979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2020,2020,7,1,1,30,0,0,21.8,0.18,1.5,100,21.8,979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2020,2020,7,1,2,30,0,0,21.7,0.18,1.4,100,21.7,979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2020,2020,7,1,3,30,0,0,21.6,0.18,1.3,100,21.6,979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2020,2020,7,1,4,30,0,0,21.6,0.18,1.4,99.33,21.7,979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2020,2020,7,1,5,30,25,0,21.9,0.18,1.9,98.05,22.2,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2020,2020,7,1,6,30,56,0,22.2,0.18,2.2,95.53,23,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2020,2020,7,1,7,30,133,2,22.8,0.18,2,93.55,23.9,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2020,2020,7,1,8,30,273,270,23.2,0.18,1.7,89.57,25,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2020,2020,7,1,9,30,317,350,23.2,0.18,1.2,85.08,25.9,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2020,2020,7,1,10,30,425,134,23.1,0.18,0.9,80.13,26.8,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2020,2020,7,1,11,30,442,78,23,0.18,0.6,77.18,27.4,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2020,2020,7,1,12,30,466,235,23.1,0.18,0.6,74.75,28,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2020,2020,7,1,13,30,411,136,23.2,0.18,0.8,73.82,28.3,981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2020,2020,7,1,14,30,392,187,23.2,0.18,1.2,73.72,28.3,981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2020,2020,7,1,15,30,324,172,23.2,0.18,1.4,75.63,27.9,981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2020,2020,7,1,16,30,212,386,23.3,0.18,1.4,78.94,27.3,981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2020,2020,7,1,17,30,156,211,23.6,0.18,1.3,81.92,27,981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2020,2020,7,1,18,30,81,160,23.7,0.18,1.2,90.62,25.3,981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2020,2020,7,1,19,30,16,7,23.6,0.18,1.2,97.03,24.1,982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2020,2020,7,1,20,30,0,0,23.2,0.18,1.4,98.7,23.4,982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2020,2020,7,1,21,30,0,0,23,0.18,1.4,100,23,983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2020,2020,7,1,22,30,0,0,22.6,0.18,1.3,100,22.6,983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2020,2020,7,1,23,30,0,0,22.3,0.18,1.2,100,22.3,984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/2/2020,2020,7,2,0,30,0,0,22,0.18,1.2,100,22,984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/2/2020,2020,7,2,1,30,0,0,21.8,0.18,1.1,100,21.8,984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/2/2020,2020,7,2,2,30,0,0,21.6,0.18,1,100,21.6,984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/2/2020,2020,7,2,3,30,0,0,21.3,0.18,0.9,100,21.3,984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/2/2020,2020,7,2,4,30,0,0,21.7,0.18,1.1,100,21.7,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/2/2020,2020,7,2,5,30,42,99,22.2,0.18,1.6,95.96,22.9,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/2/2020,2020,7,2,6,30,108,357,22.8,0.18,2.1,90.85,24.4,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/2/2020,2020,7,2,7,30,144,527,23.4,0.18,2.4,85.98,25.9,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/2/2020,2020,7,2,8,30,163,643,23.7,0.18,2.8,81.17,27.2,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/2/2020,2020,7,2,9,30,199,638,23.9,0.18,3,77.77,28.1,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/2/2020,2020,7,2,10,30,412,228,23.9,0.18,3.1,75.38,28.7,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/2/2020,2020,7,2,11,30,317,524,23.9,0.18,3.2,73.81,29,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/2/2020,2020,7,2,12,30,454,285,23.8,0.18,3.3,72.47,29.3,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/2/2020,2020,7,2,13,30,377,441,23.8,0.18,3.2,72.17,29.3,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/2/2020,2020,7,2,14,30,364,356,23.6,0.18,3.2,72.45,29.1,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/2/2020,2020,7,2,15,30,156,703,23.5,0.18,3.2,72.93,28.8,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/2/2020,2020,7,2,16,30,129,661,23.3,0.18,2.9,74.56,28.3,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/2/2020,2020,7,2,17,30,106,551,23.4,0.18,2.7,76.71,27.9,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/2/2020,2020,7,2,18,30,72,349,23.7,0.18,1.6,87.43,26,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/2/2020,2020,7,2,19,30,20,78,23.1,0.18,1.3,90.33,24.8,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/2/2020,2020,7,2,20,30,0,0,22.4,0.18,1.2,90.29,24.1,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/2/2020,2020,7,2,21,30,0,0,22.1,0.18,1.1,90.65,23.7,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/2/2020,2020,7,2,22,30,0,0,21.8,0.18,1,91.8,23.2,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/2/2020,2020,7,2,23,30,0,0,21.5,0.18,0.9,93.15,22.7,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/3/2020,2020,7,3,0,30,0,0,21.3,0.18,0.9,93.79,22.3,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/3/2020,2020,7,3,1,30,0,0,21,0.18,1,95.03,21.8,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/3/2020,2020,7,3,2,30,0,0,20.7,0.18,1,96.11,21.3,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/3/2020,2020,7,3,3,30,0,0,20.3,0.18,0.9,96.53,20.9,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/3/2020,2020,7,3,4,30,0,0,20,0.18,1.1,93.65,21.1,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/3/2020,2020,7,3,5,30,39,74,20.3,0.18,1.6,89.22,22.2,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/3/2020,2020,7,3,6,30,107,165,20.3,0.18,2.1,82.01,23.5,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/3/2020,2020,7,3,7,30,124,140,21.1,0.18,2.4,76.23,25.6,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/3/2020,2020,7,3,8,30,149,660,21,0.18,2.9,67.12,27.7,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/3/2020,2020,7,3,9,30,118,825,20.8,0.18,3.2,61.64,28.9,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/3/2020,2020,7,3,10,30,164,786,21.2,0.18,3.2,60.2,29.7,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/3/2020,2020,7,3,11,30,181,788,21.5,0.18,3.1,60.04,30.1,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/3/2020,2020,7,3,12,30,137,861,21.8,0.18,3,60.03,30.4,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/3/2020,2020,7,3,13,30,400,363,21.9,0.18,2.8,60.44,30.4,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/3/2020,2020,7,3,14,30,342,404,21.9,0.18,2.7,61.37,30.2,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/3/2020,2020,7,3,15,30,313,299,21.9,0.18,2.4,63.29,29.6,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/3/2020,2020,7,3,16,30,212,381,22.1,0.18,2.2,67.26,28.8,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/3/2020,2020,7,3,17,30,144,301,22.2,0.18,2.1,69.1,28.4,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/3/2020,2020,7,3,18,30,73,375,22.9,0.18,1.3,81.86,26.2,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/3/2020,2020,7,3,19,30,17,21,22.2,0.18,1.1,86.35,24.6,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/3/2020,2020,7,3,20,30,0,0,21.2,0.18,1.1,86,23.7,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/3/2020,2020,7,3,21,30,0,0,20.7,0.18,1,86.62,23.1,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/3/2020,2020,7,3,22,30,0,0,20.3,0.18,0.9,85.96,22.8,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/3/2020,2020,7,3,23,30,0,0,19.9,0.18,0.8,83.76,22.8,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/4/2020,2020,7,4,0,30,0,0,19.5,0.18,0.7,81.1,22.9,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/4/2020,2020,7,4,1,30,0,0,19.2,0.18,0.6,80.16,22.8,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/4/2020,2020,7,4,2,30,0,0,19,0.18,0.7,82.28,22.2,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/4/2020,2020,7,4,3,30,0,0,18.9,0.18,0.8,86.21,21.3,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/4/2020,2020,7,4,4,30,0,0,18.7,0.18,0.9,85.92,21.2,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/4/2020,2020,7,4,5,30,42,231,19.8,0.18,1.3,85.44,22.4,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/4/2020,2020,7,4,6,30,81,499,19.8,0.18,1.5,76.52,24.2,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/4/2020,2020,7,4,7,30,104,654,20.7,0.18,1.6,71.04,26.4,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/4/2020,2020,7,4,8,30,119,748,20.4,0.18,1.9,61.73,28.5,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/4/2020,2020,7,4,9,30,128,807,20.7,0.18,2,59.46,29.4,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/4/2020,2020,7,4,10,30,135,840,20.9,0.18,2,58.35,30,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/4/2020,2020,7,4,11,30,173,796,21.3,0.18,1.9,58.17,30.4,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/4/2020,2020,7,4,12,30,209,738,21.5,0.18,1.8,58.01,30.7,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/4/2020,2020,7,4,13,30,278,568,21.7,0.18,1.8,58.24,30.8,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/4/2020,2020,7,4,14,30,140,815,21.7,0.18,1.9,58.74,30.7,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/4/2020,2020,7,4,15,30,129,778,21.7,0.18,2,59.68,30.4,984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/4/2020,2020,7,4,16,30,116,711,21.7,0.18,1.9,61.24,30,984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/4/2020,2020,7,4,17,30,96,604,22,0.18,1.9,63.31,29.7,984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/4/2020,2020,7,4,18,30,67,423,22.4,0.18,1.2,74.57,27.3,984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/4/2020,2020,7,4,19,30,20,104,22.8,0.18,0.9,85.34,25.4,984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/4/2020,2020,7,4,20,30,0,0,21.6,0.18,0.9,83.78,24.5,984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/4/2020,2020,7,4,21,30,0,0,21.2,0.18,0.9,83.71,24.1,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/4/2020,2020,7,4,22,30,0,0,20.9,0.18,0.9,84.23,23.7,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/4/2020,2020,7,4,23,30,0,0,20.6,0.18,0.9,85.39,23.2,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/5/2020,2020,7,5,0,30,0,0,20.4,0.18,0.9,86.75,22.7,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/5/2020,2020,7,5,1,30,0,0,20.1,0.18,0.9,87.01,22.4,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/5/2020,2020,7,5,2,30,0,0,19.9,0.18,0.8,86.69,22.2,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/5/2020,2020,7,5,3,30,0,0,19.6,0.18,0.7,85.91,22.1,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/5/2020,2020,7,5,4,30,0,0,19.4,0.18,0.5,83.19,22.4,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/5/2020,2020,7,5,5,30,39,259,20.3,0.18,0.4,83.36,23.3,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/5/2020,2020,7,5,6,30,73,532,20.7,0.18,0.5,78.28,24.7,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/5/2020,2020,7,5,7,30,94,682,21.4,0.18,1,71.67,26.9,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/5/2020,2020,7,5,8,30,106,775,21.2,0.18,1.6,63.57,28.8,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/5/2020,2020,7,5,9,30,121,808,21.6,0.18,1.8,62.18,29.6,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/5/2020,2020,7,5,10,30,227,665,21.9,0.18,1.8,60.91,30.3,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/5/2020,2020,7,5,11,30,128,865,22.1,0.18,1.5,59.85,30.8,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/5/2020,2020,7,5,12,30,136,858,22.1,0.18,1.5,58.81,31.1,984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/5/2020,2020,7,5,13,30,136,846,22,0.18,1.7,58.56,31.1,984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/5/2020,2020,7,5,14,30,130,821,21.9,0.18,1.8,58.61,31,983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/5/2020,2020,7,5,15,30,124,778,21.9,0.18,1.8,59.44,30.7,983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/5/2020,2020,7,5,16,30,112,711,21.9,0.18,1.6,60.74,30.3,983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
