Influent Substrate,HRT,Baffles Active,Substrate Removal,Mean Substrate,Standard Deviation Substrate,Mean Current Density,Total Current,Standard Deviation Current Density,Biomass,Standard Deviation Biomass,Length
750,12,7,14.86422897,552.5856923,175.3834112,1.642567493,0.906085282,1.281640663,6807.054187,621.864272,70
750,12,8,16.61909081,536.3073305,182.877848,1.638122378,0.918529861,1.460768328,6797.8417,639.1662737,70
750,12,9,18.93058963,521.3411271,189.1842812,1.632537955,0.92784689,1.637762076,6794.814098,643.4973357,70
1000,24,1,4.702282671,772.9194565,276.8694259,1.683995581,0.755922289,0.187709374,6748.327416,656.0950435,70
1000,24,10,27.57298727,555.9168225,333.8781121,1.447474947,1.036295417,1.613452075,6497.297205,966.8147762,70
1000,24,11,31.53510022,542.2575937,340.3900512,1.433519248,1.038887302,1.757685734,6490.98204,973.2115258,70
1000,24,12,32.40150865,537.5077236,343.0426116,1.424772504,1.02364922,1.905775701,6509.641522,965.7330313,70
1000,24,2,7.478527842,737.3908559,282.344987,1.654977439,0.877674896,0.368949637,6673.286946,760.6282839,70
1000,24,3,10.26086733,707.2731396,289.8449324,1.598153939,0.942673318,0.534422677,6619.132847,828.2174645,70
1000,24,4,12.752947,679.0822524,295.7955657,1.567847494,0.974276633,0.699050936,6586.358496,868.0624256,70
1000,24,5,15.50886801,653.273732,302.5049632,1.538952573,0.993429635,0.857709568,6564.880054,891.7210917,70
1000,24,6,17.80298288,629.4835751,308.7868086,1.51656947,1.008552297,1.014281662,6544.093934,915.8827365,70
1000,24,7,20.59002618,608.1523972,314.7784091,1.494898286,1.015905946,1.166419303,6533.831806,926.3526662,70
1000,24,8,22.71234535,588.5751808,321.1573898,1.478748052,1.025443408,1.31864893,6517.832486,944.6543523,70
1000,24,9,25.72512895,570.8174932,327.3267128,1.462610871,1.02973085,1.467291226,6510.132169,952.409156,70
250,24,1,5.850003403,204.3126959,50.7374652,0.644277489,0.860563409,0.071815464,6578.650358,924.8424224,70
250,24,10,33.98476371,133.8114911,76.86001923,0.454152839,0.697864877,0.506229032,6221.05093,1225.798418,70
250,24,11,38.37395232,129.5853389,78.8828172,0.445641856,0.691517544,0.546416334,6215.206746,1229.887204,70
250,24,12,39.29697876,128.0235445,79.93676866,0.436492013,0.678387333,0.583851716,6246.824264,1218.830304,70
250,24,2,10.04646711,190.9493362,54.74403935,0.626699522,0.829758762,0.139712214,6443.696834,1047.004624,70
250,24,3,13.60000192,181.1447167,59.13116696,0.574474467,0.796674427,0.192104262,6362.789954,1118.664195,70
250,24,4,16.73611902,172.0056134,62.39750128,0.546184449,0.774541756,0.24352544,6318.055299,1155.195957,70
250,24,5,20.09791372,163.8524123,65.48481268,0.523118534,0.757844515,0.291551396,6291.105606,1175.570875,70
250,24,6,22.72003743,156.6286831,68.09691108,0.502420067,0.739142763,0.33601854,6267.61845,1193.108465,70
250,24,7,26.14602514,149.7847535,70.49227953,0.490142001,0.73110564,0.382441466,6256.227019,1200.992362,70
250,24,8,28.48982014,143.8770485,72.70526308,0.475753554,0.716807523,0.424245303,6240.611597,1212.190237,70
250,24,9,32.00929206,138.3380092,74.83189005,0.465928871,0.709924084,0.467419844,6232.753124,1217.658837,70
500,24,1,5.859511058,389.676874,126.5925878,1.197658699,1.040818692,0.133499023,6641.429099,832.2617106,70
500,24,10,32.65412598,261.6394447,163.2361538,0.863601875,0.97329282,0.962628223,6334.895161,1131.229165,70
500,24,11,36.88831018,254.1997712,166.7923453,0.847979865,0.96719192,1.039736378,6329.199384,1136.033142,70
500,24,12,37.77242954,251.4895428,168.4239268,0.832484642,0.953820903,1.113531458,6355.737991,1125.821721,70
500,24,2,9.788811646,365.310578,130.9938077,1.170093166,1.054062123,0.26085277,6537.933221,939.6060145,70
500,24,3,13.15325369,347.3604519,136.5338402,1.077262581,1.04055877,0.360236607,6465.420182,1013.846621,70
500,24,4,16.14744077,330.6064374,140.7778837,1.028601365,1.029192947,0.458619062,6424.418763,1053.002617,70
500,24,5,19.3411624,315.7469953,145.1305489,0.986870428,1.018151555,0.550015785,6400.028436,1074.674871,70
500,24,6,21.86016272,302.5925062,148.9729907,0.950390792,1.005951864,0.635621362,6378.55074,1093.976788,70
500,24,7,25.11941819,290.2130412,152.6661043,0.927958602,0.998722567,0.724055165,6367.680907,1102.896016,70
500,24,8,27.37937893,279.5664405,156.2223358,0.902546746,0.988821456,0.804831018,6353.325856,1115.530445,70
500,24,9,30.74459785,269.6419251,159.7783927,0.884572452,0.982416753,0.887403083,6345.635202,1121.907799,70
750,24,1,5.405559066,578.6561694,202.2338672,1.568379611,0.94017126,0.174822047,6692.724235,748.2285818,70
750,24,10,30.94508401,398.4580483,249.8333034,1.222159987,1.059764399,1.362300999,6412.4621,1055.723856,70
750,24,11,35.12113095,387.8086771,254.9238835,1.203779535,1.058614818,1.475994214,6406.265842,1061.518485,70
750,24,12,35.99267225,383.9949079,257.1072275,1.186305456,1.048388795,1.586802177,6429.251385,1052.214182,70
750,24,2,8.803914192,546.7396232,207.1912075,1.527638943,1.005472718,0.340561642,6607.130639,849.9759524,70
750,24,3,12.0005963,521.2736738,213.9984167,1.442999689,1.034334381,0.482539096,6541.687433,924.6140663,70
750,24,4,14.86033285,497.4408103,219.2100482,1.39908245,1.046621197,0.623804228,6504.007662,965.176581,70
750,24,5,17.94536383,476.1541629,224.9069494,1.357263858,1.053261125,0.75644839,6479.74887,989.4700146,70
750,24,6,20.41892326,457.1188792,230.0117957,1.319887329,1.058247461,0.882740645,6458.174797,1011.537566,70
750,24,7,23.55480479,439.4963901,235.0119842,1.295109326,1.058398923,1.010530637,6446.792817,1022.08474,70
750,24,8,25.77681092,424.1591199,239.9439634,1.267001391,1.060416095,1.129827374,6431.88591,1037.037374,70
750,24,9,29.06088888,409.9302007,244.9301163,1.246764974,1.059979107,1.250754622,6423.666212,1044.647817,70
1000,2,1,0.304933134,972.6331033,85.41378699,1.73439993,0.278151086,0.193327779,6999.137886,9.114398807,70
1000,2,10,2.69802119,906.979213,181.2371436,1.721083612,0.525165988,1.918434532,6965.762021,163.5837521,70
1000,2,11,3.029329673,900.9099165,187.7374019,1.72107954,0.525027301,2.110272994,6966.736101,159.1200744,70
1000,2,12,3.182800345,896.4689385,192.5809794,1.721360537,0.521376734,2.302491855,6965.563239,165.1175682,70
1000,2,2,0.571923778,964.3211211,102.280005,1.727222524,0.430627604,0.385055475,6976.255792,149.5842046,70
1000,2,3,0.839642508,956.4450871,116.3107032,1.724858684,0.469429849,0.576792744,6974.469197,142.1565215,70
1000,2,4,1.106391797,948.7581294,128.4789519,1.723392167,0.492145782,0.768403121,6969.565879,155.3848469,70
1000,2,5,1.374989199,941.298946,139.0464142,1.722870098,0.499395652,0.960212935,6969.923393,150.2900992,70
1000,2,6,1.640385151,933.9772976,148.9284307,1.722179373,0.509557199,1.151793564,6967.089074,158.7152779,70
1000,2,7,1.911662908,926.9573084,157.5225784,1.72198258,0.51240177,1.343605608,6969.951114,149.1321298,70
1000,2,8,2.172298727,919.9664605,166.1503415,1.721524545,0.518952274,1.535140821,6966.971959,160.4671944,70
1000,2,9,2.452810124,913.5105338,173.6591068,1.721400487,0.520723686,1.726908969,6968.040839,154.9334564,70
250,2,1,1.09540869,242.5330293,17.63738924,1.71203236,0.420576642,0.19083454,6960.888858,243.927361,70
250,2,10,10.45638456,205.4561625,52.61372473,1.675119462,0.755707757,1.867199827,6771.328957,695.0922375,70
250,2,11,11.74727622,202.4576524,54.60941518,1.674807776,0.757058963,2.053537642,6770.679985,695.55301,70
250,2,12,12.34513496,200.5223101,56.05289352,1.675793576,0.751135545,2.241541488,6770.90248,698.5282252,70
250,2,2,2.146518109,237.3884933,25.30288549,1.696808471,0.606961017,0.378275168,6864.38449,533.7440738,70
250,2,3,3.195349269,232.659828,31.07842711,1.689322813,0.666953242,0.564909549,6830.28319,596.4414828,70
250,2,4,4.239432435,228.1271461,35.55700121,1.684906576,0.698767122,0.751243679,6808.431133,635.9388828,70
250,2,5,5.290633505,223.8260418,39.25243768,1.682616694,0.713616816,0.937778371,6800.731102,647.6227429,70
250,2,6,6.326904381,219.6851231,42.54161784,1.680054453,0.72851821,1.123620418,6790.063197,665.8573688,70
250,2,7,7.38835996,215.8414532,45.29306757,1.679124896,0.734998408,1.310165185,6786.311551,670.2676924,70
250,2,8,8.404016473,212.1192878,47.9863946,1.677143577,0.745269859,1.495564833,6779.01381,683.11423,70
250,2,9,9.501716838,208.7227577,50.29328789,1.676680367,0.748312101,1.682045744,6776.612209,685.8362491,70
500,2,1,0.571229228,485.828606,39.83148588,1.728465875,0.343910645,0.19266633,6982.920547,126.6505155,70
500,2,10,5.337503262,436.7395813,98.23591818,1.707804522,0.636096673,1.903632774,6876.862749,454.5935433,70
500,2,11,5.996918694,432.4502959,101.8757363,1.707731549,0.636718282,2.093906577,6877.476376,452.6884892,70
500,2,12,6.302004505,429.4648497,104.5936707,1.708207465,0.631865608,2.284898305,6877.046052,456.7914411,70
500,2,2,1.103556399,479.3625983,51.13804971,1.717884074,0.518773376,0.382973623,6925.12011,355.852011,70
500,2,3,1.636861657,473.3116416,60.18258264,1.714047422,0.567387195,0.573177458,6908.271658,389.4090388,70
500,2,4,2.1681339,467.4543337,67.66869087,1.711757752,0.594177592,0.763215723,6895.282612,418.9710721,70
500,2,5,2.703121844,461.8235222,74.02642678,1.710788102,0.604751661,0.953479236,6892.836708,423.0323484,70
500,2,6,3.231580434,456.3405349,79.8381902,1.709692888,0.616521867,1.143442604,6886.212341,437.5452468,70
500,2,7,3.771831632,451.1664162,84.79639474,1.709296929,0.621042398,1.333707417,6885.763413,434.7547019,70
500,2,8,4.290677674,446.063887,89.73023512,1.708556223,0.628491951,1.523576536,6880.940383,446.6396932,70
500,2,9,4.849444977,441.3849619,93.95910992,1.708329739,0.63103904,1.713796394,6880.355889,445.9181576,70
750,2,1,0.393900957,729.2138478,62.57964882,1.732417507,0.305268478,0.193106805,6993.545056,55.36559572,70
750,2,10,3.581790571,671.1237043,140.6472313,1.716398982,0.572250784,1.913212732,6929.724792,292.2076508,70
750,2,11,4.023046545,665.8663245,145.768741,1.716373018,0.572430248,2.10450217,6930.710468,288.9773418,70
750,2,12,4.227329934,662.0878806,149.5958708,1.716722542,0.568304066,2.296288072,6929.798611,294.1825396,70
750,2,2,0.749687569,721.7439708,76.84257513,1.72393151,0.467859658,0.384321798,6955.883844,239.9812693,70
750,2,3,1.106338873,714.7014664,88.52695986,1.721033884,0.510958789,0.575513731,6947.783966,251.1864917,70
750,2,4,1.461676712,707.8504246,98.48498234,1.71927112,0.53544326,0.766565684,6939.420097,272.5050344,70
750,2,5,1.819484015,701.2254959,107.0610182,1.718591147,0.544126182,0.957828132,6939.041839,271.9269221,70
750,2,6,2.172999043,694.7433023,115.0060399,1.717760796,0.554970243,1.14883842,6934.530551,283.2992383,70
750,2,7,2.534356931,688.567225,121.8641146,1.717494309,0.558542329,1.34010356,6935.879611,275.3809339,70
750,2,8,2.881504765,682.4385295,128.724082,1.716942381,0.56546047,1.531054753,6932.151633,286.9716821,70
750,2,9,3.25520583,676.7941455,134.6577415,1.716782918,0.567564343,1.722276623,6932.485317,283.5433191,70
1000,6,1,0.955036358,961.9014056,93.74342072,1.730400145,0.334940257,0.192881936,6994.065223,51.61740462,70
1000,6,10,8.029032568,827.4440503,217.401799,1.708798282,0.630662384,1.904740485,6920.460624,350.3395043,70
1000,6,11,9.163513,815.8958497,224.9792855,1.708687487,0.63161273,2.095078685,6920.899161,349.3723064,70
1000,6,12,9.539470165,808.9996762,231.0113896,1.709033101,0.627872018,2.286002675,6919.667631,355.9717994,70
1000,6,2,1.741974813,943.842637,117.1152369,1.720849501,0.495131646,0.383634715,6959.681706,246.3189605,70
1000,6,3,2.540877102,927.0493706,137.0208728,1.716439203,0.550285391,0.573977269,6947.61245,275.9061094,70
1000,6,4,3.322156635,910.8535107,153.1190285,1.713853289,0.580073205,0.764150053,6936.917377,308.1567353,70
1000,6,5,4.130432489,895.2584032,166.9662493,1.712638353,0.592701373,0.954510442,6934.986595,313.0977501,70
1000,6,6,4.897896617,880.1943322,179.2655653,1.711320372,0.606471283,1.144531065,6928.828592,330.272132,70
1000,6,7,5.728242348,866.1484182,189.6129441,1.710789941,0.611861075,1.334872365,6929.181249,325.3033702,70
1000,6,8,6.465312676,852.4400709,199.8641927,1.709804969,0.621136801,1.524690085,6924.408268,339.9584835,70
1000,6,9,7.350455441,839.6716719,208.5440061,1.709538804,0.624059928,1.715009328,6924.092558,339.254441,70
250,6,1,2.866514464,236.2447739,23.59400975,1.472110003,1.006374575,0.164091195,6935.243993,333.7942289,70
250,6,10,26.85261923,165.8340482,60.28579057,1.435797959,1.086536783,1.600436125,6681.038126,836.1383371,70
250,6,11,30.45069264,161.1323632,62.54934684,1.428093959,1.088272968,1.751033606,6677.127635,841.1338659,70
250,6,12,31.57698798,159.110688,64.22743127,1.421163164,1.082502234,1.900947848,6677.419691,845.1474064,70
250,6,2,5.737331457,225.088509,31.43801424,1.507744615,1.017701748,0.336126533,6828.870533,607.2339928,70
250,6,3,8.524544433,215.4694681,38.07452778,1.496876263,1.041025954,0.500555422,6778.225437,694.1631795,70
250,6,4,11.23001765,206.4407911,42.71508854,1.488365037,1.054840062,0.663612358,6747.580198,743.2974082,70
250,6,5,13.99318718,198.0799831,46.59260292,1.479771342,1.062916245,0.824725895,6732.585627,764.4998886,70
250,6,6,16.5740885,190.283826,49.92201898,1.469731423,1.071361175,0.982956376,6716.118968,788.6711014,70
250,6,7,19.34802341,183.3106836,52.64456813,1.461638734,1.075296447,1.140467983,6708.178054,798.5609217,70
250,6,8,21.77752783,176.8294756,55.38604406,1.452667723,1.080291036,1.295392231,6696.265761,815.6289622,70
250,6,9,24.67892904,170.9733688,57.75081581,1.445220846,1.083077516,1.449845553,6690.42743,823.1119074,70
500,6,1,1.732418565,477.191497,46.61768477,1.707404551,0.509940798,0.190318694,6969.254027,198.355058,70
500,6,10,15.57997483,378.7199598,113.9849029,1.664030807,0.849592521,1.854839673,6817.730209,605.2844284,70
500,6,11,17.76987193,371.1418887,118.0247927,1.663197956,0.852603145,2.039302454,6816.83978,606.7744111,70
500,6,12,18.50491002,367.3561341,121.0641628,1.66490296,0.842621122,2.226974199,6816.494137,611.170081,70
500,6,2,3.284774926,462.8910111,60.53309222,1.691589337,0.674357294,0.37711165,6901.7511,435.2067863,70
500,6,3,4.85124683,450.0710291,72.03729225,1.682233279,0.743628469,0.562538809,6872.937203,497.1302997,70
500,6,4,6.381984741,437.8532424,80.73374613,1.67680383,0.779731464,0.747630934,6853.650075,538.3917701,70
500,6,5,7.964653328,426.2926059,88.0822359,1.673718764,0.798594621,0.932819258,6846.761371,550.9125644,70
500,6,6,9.46437287,415.3011013,94.43747246,1.670518653,0.816646491,1.117242875,6836.322618,571.7989255,70
500,6,7,11.08871759,405.215828,99.76348927,1.669111416,0.824332274,1.302352001,6833.392746,574.9902891,70
500,6,8,12.52819667,395.6509778,104.932113,1.666845888,0.836213885,1.48638204,6825.870198,590.2186794,70
500,6,9,14.25615221,386.79961,109.4181352,1.665847023,0.840868491,1.671177733,6823.457005,593.8385325,70
750,6,1,1.218112306,719.4108664,70.1537341,1.725315088,0.381074205,0.192315122,6984.983347,112.8992213,70
750,6,10,10.59565145,600.8388419,167.4227943,1.694516061,0.716483548,1.88882057,6881.265641,460.6059984,70
750,6,11,12.09508091,591.0438733,173.2668056,1.694239124,0.718212751,2.077363065,6881.350205,460.5030415,70
750,6,12,12.59215945,585.6282088,177.7523893,1.694824275,0.713642696,2.266996951,6880.471083,466.0242961,70
750,6,2,2.264940693,702.9539129,89.31024359,1.713399287,0.551307764,0.381973814,6937.549957,326.2008656,70
750,6,3,3.324579215,687.9026481,105.3839264,1.706743828,0.617264811,0.570735136,6918.956669,371.1759352,70
750,6,4,4.360532258,673.4535512,118.0569576,1.702902671,0.651860872,0.759267537,6904.888314,407.8009904,70
750,6,5,5.432036492,659.6354116,128.8584781,1.700852934,0.668524548,0.947942035,6901.269474,415.8299545,70
750,6,6,6.448408353,646.3744378,138.3467056,1.698687202,0.685552654,1.136082001,6893.434475,434.8264497,70
750,6,7,7.54903178,634.0833869,146.2750368,1.697816607,0.692699295,1.324749705,6892.528374,433.4963088,70
750,6,8,8.524667209,622.2377936,154.0449719,1.696200613,0.704409735,1.512558627,6886.725406,448.2965599,70
750,6,9,9.69777143,611.1907225,160.6961475,1.695764657,0.707926002,1.701191104,6885.662387,449.5031346,70
