time/d;R1;R2;;;;;;time/s;?t/s;<R1>/C;<R2>/C;;time/s;<R1>/mol e-;<R2>/mol e-;R1 mmol e-;R2 mmol e-;;;;;
2,229176425;0,507831524;0,645892039;;;;;;192600,8431;600,0000939;1,432085123;1,821415834;;192600,8431;0,033316425;0,034059319;33,31642519;34,05931944;;;;;
2,236120871;0,504896117;0,642993684;;;;;;193200,8432;600,0000939;1,423807273;1,813242471;;193200,8432;0,033331182;0,034078112;33,33118197;34,07811243;;;;;
2,243065316;0,502604218;0,640351147;;;;;;193800,8433;600,0000939;1,417344117;1,805790516;;193800,8433;0,033345872;0,034096828;33,34587175;34,0968282;;;;;
2,250009762;0,500164969;0,637846068;;;;;;194400,8434;600,0000939;1,410465433;1,798726194;;194400,8434;0,03336049;0,034115471;33,36049025;34,11547075;;;;;
2,256954207;0,497591188;0,635334309;;;;;;195000,8435;600,0000939;1,40320737;1,791643033;;195000,8435;0,033375034;0,03413404;33,37503352;34,13403988;;;;;
2,263898653;0,495268469;0,632495462;;;;;;195600,8436;600,0000939;1,3966573;1,783637482;;195600,8436;0,033389509;0,034152526;33,3895089;34,15252605;;;;;
2,270843098;0,492883918;0,630084171;;;;;;196200,8437;600,0000939;1,389932866;1,776837641;;196200,8437;0,033403915;0,034170942;33,40391459;34,17094173;;;;;
2,277787544;0,490522118;0,627834436;;;;;;196800,8438;600,0000939;1,383272588;1,770493385;;196800,8438;0,033418251;0,034189292;33,41825125;34,18929167;;;;;
2,284731989;0,488189604;0,625179042;;;;;;197400,8439;600,0000939;1,3766949;1,763005174;;197400,8439;0,03343252;0,034207564;33,43251973;34,20756399;;;;;
2,291676435;0,485944774;0,622875156;;;;;;198000,844;600,0000939;1,370364476;1,756508215;;198000,844;0,033446723;0,034225769;33,44672261;34,22576898;;;;;
2,29862088;0,483512413;0,620398145;;;;;;198600,8441;600,0000939;1,363505218;1,749523042;;198600,8441;0,033460854;0,034243902;33,4608544;34,24390157;;;;;
2,305565326;0,481477941;0,618116982;;;;;;199200,8442;600,0000939;1,357768005;1,743090162;;199200,8442;0,033474927;0,034261967;33,47492672;34,26196749;;;;;
2,312509772;0,479303503;0,615652549;;;;;;199800,8443;600,0000939;1,35163609;1,736140459;;199800,8443;0,033488935;0,034279961;33,48893549;34,27996138;;;;;
2,319454217;0,477159985;0,613529734;;;;;;200400,8444;600,0000939;1,345591368;1,730154121;;200400,8444;0,033502882;0,034297893;33,50288161;34,29789322;;;;;
2,326398663;0,474799512;0,611262955;;;;;;201000,8444;600,0000939;1,338934835;1,723761803;;201000,8444;0,033516759;0,034315759;33,51675874;34,31575882;;;;;
2,333343108;0,472811533;0,609180812;;;;;;201600,8445;600,0000939;1,333328733;1,717890158;;201600,8445;0,033530578;0,034333564;33,53057776;34,33356356;;;;;
2,340287554;0,470533505;0,606740222;;;;;;202200,8446;600,0000939;1,326904693;1,711007695;;202200,8446;0,03354433;0,034351297;33,54433021;34,35129696;;;;;
2,347231999;0,468328576;0,604502265;;;;;;202800,8447;600,0000939;1,320686791;1,704696653;;202800,8447;0,033558018;0,034368965;33,55801821;34,36896496;;;;;
2,354176445;0,466264024;0,602247818;;;;;;203400,8448;600,0000939;1,314864753;1,698339112;;203400,8448;0,033571646;0,034386567;33,57164587;34,38656706;;;;;
2,36112089;0,464222009;0,599826156;;;;;;204000,8449;600,0000939;1,309106272;1,691510026;;204000,8449;0,033585214;0,034404098;33,58521385;34,40409839;;;;;
2,368065336;0,462173955;0,597623203;;;;;;204600,845;600,0000939;1,303330756;1,685297697;;204600,845;0,033598722;0,034421565;33,59872196;34,42156533;;;;;
2,375009781;0,460294273;0,595426428;;;;;;205200,8451;600,0000939;1,298030054;1,679102791;;205200,8451;0,033612175;0,034438968;33,61217514;34,43896806;;;;;
2,381954227;0,45837218;0,593249584;;;;;;205800,8452;600,0000939;1,29260975;1,672964089;;205800,8452;0,033625572;0,034456307;33,62557214;34,45630717;;;;;
2,388898672;0,456078035;0,590831257;;;;;;206400,8453;600,0000939;1,286140259;1,666144406;;206400,8453;0,033638902;0,034473576;33,6389021;34,4735756;;;;;
2,395843118;0,454633836;0,589431338;;;;;;207000,8454;600,0000939;1,282067619;1,662196633;;207000,8454;0,03365219;0,034490803;33,65218984;34,49080312;;;;;
2,402787563;0,452867618;0,587696954;;;;;;207600,8455;600,0000939;1,277086884;1,65730567;;207600,8455;0,033665426;0,03450798;33,66542595;34,50797994;;;;;
2,409732009;0,451049039;0,585672229;;;;;;208200,8456;600,0000939;1,271958488;1,651595945;;208200,8456;0,033678609;0,034525098;33,67860892;34,52509758;;;;;
2,416676455;0,44929549;0,58375161;;;;;;208800,8457;600,0000939;1,267013479;1,646179799;;208800,8457;0,033691741;0,034542159;33,69174063;34,54215909;;;;;
2,4236209;0,447384395;0,582008595;;;;;;209400,8458;600,0000939;1,261624192;1,641264496;;209400,8458;0,033704816;0,03455917;33,70481649;34,55916966;;;;;
2,430565346;0,444850519;0,579684622;;;;;;210000,8459;600,0000939;1,25447866;1,634710891;;210000,8459;0,033717818;0,034576112;33,71781829;34,5761123;;;;;
2,437509791;0,443717236;0,578527881;;;;;;210600,846;600,0000939;1,251282801;1,631448881;;210600,846;0,033730787;0,034593021;33,73078697;34,59302114;;;;;
2,444454237;0,441954277;0,576611741;;;;;;211200,846;600,0000939;1,246311256;1,626045364;;211200,846;0,033743704;0,034609874;33,74370412;34,60987397;;;;;
2,451398682;0,440340972;0,574714558;;;;;;211800,8461;600,0000939;1,241761735;1,620695308;;211800,8461;0,033756574;0,034626671;33,75657412;34,62667135;;;;;
2,458343128;0,438815412;0,572925014;;;;;;212400,8462;600,0000939;1,237459655;1,615648791;;212400,8462;0,0337694;0,034643416;33,76939953;34,64341643;;;;;
2,465287573;0,436995003;0,571193932;;;;;;213000,8463;600,0000939;1,232326102;1,610767141;;213000,8463;0,033782172;0,034660111;33,78217173;34,66011091;;;;;
2,472232019;0,435388284;0,569619571;;;;;;213600,8464;600,0000939;1,227795153;1,606327443;;213600,8464;0,033794897;0,034676759;33,79489698;34,67675938;;;;;
2,479176464;0,433880497;0,567975837;;;;;;214200,8465;600,0000939;1,223543194;1,60169211;;214200,8465;0,033807578;0,03469336;33,80757815;34,6933598;;;;;
2,48612091;0,432162566;0,566203592;;;;;;214800,8466;600,0000939;1,218698627;1,596694378;;214800,8466;0,033820209;0,034709908;33,82020912;34,70990843;;;;;
2,493065355;0,430611693;0,564580522;;;;;;215400,8467;600,0000939;1,214325164;1,59211732;;215400,8467;0,033832795;0,03472641;33,83279475;34,72640962;;;;;
2,500009801;0,429028224;0,56326065;;;;;;216000,8468;600,0000939;1,209859782;1,588395281;;216000,8468;0,033845334;0,034742872;33,84533411;34,74287223;;;;;
2,506954246;0,427510426;0,561587801;;;;;;216600,8469;600,0000939;1,205579591;1,583677847;;216600,8469;0,033857829;0,034759286;33,8578291;34,75928596;;;;;
2,513898692;0,426170562;0,560135234;;;;;;217200,847;600,0000939;1,201801172;1,579581608;;217200,847;0,033870285;0,034775657;33,87028494;34,77565722;;;;;
2,520843137;0,424570033;0,558609586;;;;;;217800,8471;600,0000939;1,19728768;1,57527928;;217800,8471;0,033882694;0,034791984;33,88269399;34,7919839;;;;;
2,527787583;0,422913731;0,557084748;;;;;;218400,8472;600,0000939;1,192616909;1,570979234;;218400,8472;0,033895055;0,034808266;33,89505464;34,80826601;;;;;
2,534732029;0,420998592;0,555403236;;;;;;219000,8473;600,0000939;1,187216216;1,56623737;;219000,8473;0,033907359;0,034824499;33,90735931;34,82449897;;;;;
2,541676474;0,418987332;0,554179265;;;;;;219600,8474;600,0000939;1,181544461;1,562785771;;219600,8474;0,033919605;0,034840696;33,9196052;34,84069616;;;;;
2,54862092;0,417253108;0,552610872;;;;;;220200,8475;600,0000939;1,176653948;1,558362902;;220200,8475;0,0339318;0,034856848;33,9318004;34,85684751;;;;;
2,555565365;0,415947122;0,551387712;;;;;;220800,8475;600,0000939;1,172971067;1,55491359;;220800,8475;0,033943957;0,034872963;33,94395743;34,8729631;;;;;
2,562509811;0,414623613;0,550074731;;;;;;221400,8476;600,0000939;1,169238771;1,551210985;;221400,8476;0,033956076;0,03488904;33,95607578;34,88904033;;;;;
2,569454256;0,413140707;0,548708953;;;;;;222000,8477;600,0000939;1,165056976;1,547359489;;222000,8477;0,033968151;0,034905078;33,96815078;34,90507764;;;;;
2,576398702;0,411783367;0,547290697;;;;;;222600,8478;600,0000939;1,161229276;1,543360006;;222600,8478;0,033980186;0,034921073;33,98018612;34,92107349;;;;;
2,583343147;0,410707785;0,545981738;;;;;;223200,8479;600,0000939;1,158196136;1,539668741;;223200,8479;0,03399219;0,034937031;33,99219002;34,93703109;;;;;
2,590287593;0,409545012;0,544569834;;;;;;223800,848;600,0000939;1,154917114;1,535687172;;223800,848;0,03400416;0,034952947;34,00415993;34,95294742;;;;;
2,597232038;0,4083051;0,543355338;;;;;;224400,8481;600,0000939;1,151420563;1,532262293;;224400,8481;0,034016094;0,034968828;34,0160936;34,96882825;;;;;
2,604176484;0,407081641;0,542186968;;;;;;225000,8482;600,0000939;1,147970409;1,528967488;;225000,8482;0,034027992;0,034984675;34,02799152;34,98467494;;;;;
2,611120929;0,405796907;0,540994463;;;;;;225600,8483;600,0000939;1,144347458;1,525604624;;225600,8483;0,034039852;0,035000487;34,03985189;35,00048677;;;;;
2,618065375;0,404529831;0,539725514;;;;;;226200,8484;600,0000939;1,140774301;1,522026188;;226200,8484;0,034051675;0,035016262;34,05167522;35,01626151;;;;;
2,62500982;0,403471517;0,538721686;;;;;;226800,8485;600,0000939;1,137789855;1,519195393;;226800,8485;0,034063468;0,035032007;34,06346762;35,03200692;;;;;
2,631954266;0,402396023;0,537853927;;;;;;227400,8486;600,0000939;1,134756962;1,516748312;;227400,8486;0,034075229;0,035047727;34,07522859;35,04772696;;;;;
2,638898712;0,401352683;0,536717647;;;;;;228000,8487;600,0000939;1,131814744;1,513544;;228000,8487;0,034086959;0,035063414;34,08695906;35,06341379;;;;;
2,645843157;0,400227638;0,535551629;;;;;;228600,8488;600,0000939;1,128642116;1,51025583;;228600,8488;0,034098657;0,035079067;34,09865665;35,07906655;;;;;
2,652787603;0,398969481;0,534526832;;;;;;229200,8489;600,0000939;1,125094112;1,507365902;;229200,8489;0,034110317;0,035094689;34,11031747;35,09468935;;;;;
2,659732048;0,397878069;0,533499925;;;;;;229800,849;600,0000939;1,122016329;1,504470023;;229800,849;0,034121946;0,035110282;34,12194639;35,11028213;;;;;
2,666676494;0,396847569;0,532520915;;;;;;230400,849;600,0000939;1,119110318;1,501709216;;230400,849;0,034133545;0,035125846;34,13354519;35,12584631;;;;;
2,673620939;0,395881761;0,531409794;;;;;;231000,8491;600,0000939;1,116386742;1,498575855;;231000,8491;0,034145116;0,035141378;34,14511577;35,141378;;;;;
2,680565385;0,394871477;0,530720813;;;;;;231600,8492;600,0000939;1,113537739;1,496632927;;231600,8492;0,034156657;0,03515689;34,15665681;35,15688956;;;;;
2,68750983;0,393990861;0,529846153;;;;;;232200,8493;600,0000939;1,111054401;1,494166386;;232200,8493;0,034168172;0,035172376;34,16817212;35,17237556;;;;;
2,694454276;0,39300988;0,528950643;;;;;;232800,8494;600,0000939;1,108288035;1,491641046;;232800,8494;0,034179659;0,035187835;34,17965875;35,18783538;;;;;
2,701398721;0,39204731;0,528003045;;;;;;233400,8495;600,0000939;1,105573588;1,48896882;;233400,8495;0,034191117;0,035203268;34,19111726;35,20326751;;;;;
2,708343167;0,391317871;0,527330449;;;;;;234000,8496;600,0000939;1,10351657;1,487072098;;234000,8496;0,034202554;0,03521868;34,20255444;35,21867998;;;;;
2,715287612;0,390573511;0,526702806;;;;;;234600,8497;600,0000939;1,101417475;1,485302146;;234600,8497;0,03421397;0,035234074;34,21396987;35,23407411;;;;;
2,722232058;0,389811902;0,526214101;;;;;;235200,8498;600,0000939;1,099269735;1,483923997;;235200,8498;0,034225363;0,035249454;34,22536303;35,24945395;;;;;
2,729176503;0,38890717;0,525426445;;;;;;235800,8499;600,0000939;1,096718392;1,481702806;;235800,8499;0,03423673;0,035264811;34,23672976;35,26481077;;;;;
2,736120949;0,387960816;0,524671315;;;;;;236400,85;600,0000939;1,094049672;1,479573341;;236400,85;0,034248069;0,035280146;34,24806882;35,28014552;;;;;
2,743065394;0,387162519;0,524089619;;;;;;237000,8501;600,0000939;1,091798475;1,477932957;;237000,8501;0,034259385;0,035295463;34,25938455;35,29546327;;;;;
2,75000984;0,386286252;0,523428137;;;;;;237600,8502;600,0000939;1,089327402;1,476067577;;237600,8502;0,034270675;0,035310762;34,27067468;35,31076168;;;;;
2,756954286;0,385478698;0,522683629;;;;;;238200,8503;600,0000939;1,087050098;1,473968065;;238200,8503;0,034281941;0,035326038;34,2819412;35,32603834;;;;;
2,763898731;0,384556912;0,522128369;;;;;;238800,8504;600,0000939;1,084450662;1,472402231;;238800,8504;0,034293181;0,035341299;34,29318077;35,34129876;;;;;
2,770843177;0,383697957;0,521562454;;;;;;239400,8505;600,0000939;1,082028408;1,470806352;;239400,8505;0,034304395;0,035356543;34,30439525;35,35654265;;;;;
2,777787622;0,382907642;0,520845671;;;;;;240000,8506;600,0000939;1,07979972;1,468785021;;240000,8506;0,034315587;0,035371766;34,31558662;35,37176558;;;;;
2,784732068;0,382303363;0,52003357;;;;;;240600,8506;600,0000939;1,078095653;1,466494897;;240600,8506;0,03432676;0,035386965;34,32676033;35,38696479;;;;;
2,791676513;0,381592386;0,519613209;;;;;;241200,8507;600,0000939;1,076090696;1,465309479;;241200,8507;0,034337913;0,035402152;34,33791327;35,4021517;;;;;
2,798620959;0,380900415;0,519335968;;;;;;241800,8508;600,0000939;1,074139339;1,46452766;;241800,8508;0,034349046;0,035417331;34,34904597;35,41733051;;;;;
2,805565404;0,380529442;0,518745607;;;;;;242400,8509;600,0000939;1,073093195;1,462862841;;242400,8509;0,034360168;0,035432492;34,36016784;35,43249207;;;;;
2,81250985;2,674471262;2,462988293;;;;;;243000,851;600,0000939;7,54201014;6,945628073;;243000,851;0,034438336;0,035504479;34,43833553;35,50447868;;;;;
2,819454295;4,968488156;4,807910123;;;;;;243600,8511;600,0000939;14,01113879;13,55830867;;243600,8511;0,034583551;0,035645001;34,58355126;35,64500113;;;;;
2,826398741;6,521518478;6,265379204;;;;;;244200,8512;600,0000939;18,39068499;17,66837212;;244200,8512;0,034774158;0,035828122;34,77415793;35,82812153;;;;;
2,833343186;7,411308701;7,150522507;;;;;;244800,8513;600,0000939;20,89989381;20,16447662;;244800,8513;0,034990771;0,036037112;34,99077081;36,03711233;;;;;
2,840287632;7,969619613;7,768337188;;;;;;245400,8514;600,0000939;22,47433083;21,9067143;;245400,8514;0,035223702;0,03626416;35,22370164;36,2641602;;;;;
2,847232077;8,398190336;8,221897284;;;;;;246000,8515;600,0000939;23,68290045;23,18575397;;246000,8515;0,035469158;0,036504464;35,46915845;36,50446444;;;;;
2,854176523;8,771587725;8,644248859;;;;;;246600,8516;600,0000939;24,73588125;24,3767856;;246600,8516;0,035725529;0,036757113;35,72552867;36,75711288;;;;;
2,861120968;9,109252712;9,14095985;;;;;;247200,8517;600,0000939;25,68809667;25,77751081;;247200,8517;0,035991768;0,037024279;35,99176795;37,02427888;;;;;
2,868065414;9,415520294;9,469946091;;;;;;247800,8518;600,0000939;26,55177138;26,70525215;;247800,8518;0,036266959;0,03730106;36,26695862;37,30106026;;;;;
2,87500986;9,852791301;9,681014535;;;;;;248400,8519;600,0000939;27,78487582;27,30046526;;248400,8519;0,03655493;0,037584011;36,55492955;37,58401062;;;;;
2,881954305;10,57066291;9,85798137;;;;;;249000,852;600,0000939;29,80927407;27,79951181;;249000,852;0,036863882;0,037872133;36,86388197;37,87213325;;;;;
2,888898751;10,75404311;10,06103667;;;;;;249600,8521;600,0000939;30,32640632;28,37212786;;249600,8521;0,037178194;0,038166191;37,17819411;38,16619065;;;;;
2,895843196;10,88299857;10,20143523;;;;;;250200,8521;600,0000939;30,69006077;28,76805186;;250200,8521;0,037496275;0,038464352;37,49627527;38,46435152;;;;;
2,902787642;11,01061807;10,33514065;;;;;;250800,8522;600,0000939;31,04994781;29,1451012;;250800,8522;0,037818086;0,03876642;37,81808641;38,76642025;;;;;
2,909732087;11,109152;10,4272228;;;;;;251400,8523;600,0000939;31,32781353;29,4047729;;251400,8523;0,038142777;0,03907118;38,14277743;39,07118029;;;;;
2,916676533;11,19990739;10,53603571;;;;;;252000,8524;600,0000939;31,58374377;29,71162536;;252000,8524;0,038470121;0,039379121;38,470121;39,37912065;;;;;
2,923620978;11,27169424;10,60611765;;;;;;252600,8525;600,0000939;31,78618272;29,90925645;;252600,8525;0,038799563;0,039689109;38,7995627;39,68910932;;;;;
2,930565424;11,33719799;10,68779703;;;;;;253200,8526;600,0000939;31,97090333;30,13959235;;253200,8526;0,039130919;0,040001485;39,1309189;40,00148525;;;;;
2,937509869;11,38740329;10,74638222;;;;;;253800,8527;600,0000939;32,11248229;30,30480259;;253800,8527;0,039463742;0,040315573;39,46374247;40,31557348;;;;;
2,944454315;11,42307455;10,79380912;;;;;;254400,8528;600,0000939;32,21307527;30,43854649;;254400,8528;0,039797609;0,040631048;39,79760862;40,63104787;;;;;
2,95139876;11,43727199;10,81626709;;;;;;255000,8529;600,0000939;32,25311206;30,50187797;;255000,8529;0,04013189;0,040947179;40,13188972;40,94717865;;;;;
2,958343206;11,46685037;10,86159253;;;;;;255600,853;600,0000939;32,33652309;30,62969574;;255600,853;0,040467035;0,041264634;40,46703532;41,26463417;;;;;
2,965287651;11,47928966;10,90440051;;;;;;256200,8531;600,0000939;32,37160192;30,75041424;;256200,8531;0,040802544;0,041583341;40,80254449;41,58334085;;;;;
2,972232097;11,52727198;10,9380346;;;;;;256800,8532;600,0000939;32,50691208;30,8452624;;256800,8532;0,041139456;0,041903031;41,13945605;41,90303057;;;;;
2,979176543;11,5509487;10,92712276;;;;;;257400,8533;600,0000939;32,57368042;30,81449101;;257400,8533;0,04147706;0,042222401;41,47705962;42,22240136;;;;;
2,986120988;11,56027509;10,94456805;;;;;;258000,8534;600,0000939;32,59998086;30,86368672;;258000,8534;0,041814936;0,042542282;41,81493578;42,54228203;;;;;
2,993065434;11,55225665;10,97855465;;;;;;258600,8535;600,0000939;32,57736884;30,95952894;;258600,8535;0,042152578;0,042863156;42,15257757;42,86315604;;;;;
3,000009879;11,53194719;11,01611707;;;;;;259200,8536;600,0000939;32,52009616;31,06545501;;259200,8536;0,042489626;0,043185128;42,48962578;43,1851279;;;;;
3,006954325;11,5089567;11,0285044;;;;;;259800,8536;600,0000939;32,45526296;31,10038727;;259800,8536;0,042826002;0,043507462;42,82600203;43,50746181;;;;;
3,01389877;11,48812778;11,06374346;;;;;;260400,8537;600,0000939;32,39652541;31,19976145;;260400,8537;0,04316177;0,043830826;43,16176952;43,83082567;;;;;
3,020843216;11,47219277;11,05260672;;;;;;261000,8538;600,0000939;32,35158867;31,16835582;;261000,8538;0,043497071;0,044153864;43,49707126;44,15386402;;;;;
3,027787661;11,448549;11,05936532;;;;;;261600,8539;600,0000939;32,28491322;31,18741508;;261600,8539;0,043831682;0,0444771;43,83168196;44,47709992;;;;;
3,034732106;11,43691139;11,06485169;;;;;;262200,854;600,0000426;32,2520924;31,20288399;;262200,854;0,044165952;0,044800496;44,16595249;44,80049613;;;;;
3,041676552;11,42224286;11,06993785;;;;;;262800,8541;600,000153;32,21073309;31,2172327;;262800,8541;0,044499794;0,045124041;44,49979436;45,12404106;;;;;
3,048620999;11,40602408;11,08188918;;;;;;263400,8543;600,000153;32,16499611;31,25093546;;263400,8543;0,044833162;0,045447935;44,8331622;45,4479353;;;;;
3,055565445;11,38683861;11,08089125;;;;;;264000,8544;600,000153;32,11089307;31,24812129;;264000,8544;0,045165969;0,0457718;45,1659693;45,77180037;;;;;
3,062509891;11,37068401;11,0708095;;;;;;264600,8546;600,000153;32,06533708;31,21969075;;264600,8546;0,045498304;0,046095371;45,49830425;46,09537078;;;;;
3,069454337;11,35226522;11,11014266;;;;;;265200,8547;600,000153;32,01339609;31,33061029;;265200,8547;0,045830101;0,046420091;45,83010086;46,42009079;;;;;
3,076398783;11,32458219;11,12193737;;;;;;265800,8549;600,000153;31,93532992;31,36387137;;265800,8549;0,046161088;0,046745156;46,16108837;46,74515553;;;;;
3,08334323;11,29814763;11,09865824;;;;;;266400,855;600,000153;31,86078445;31,29822422;;266400,855;0,046491303;0,04706954;46,49130327;47,06953988;;;;;
3,090287676;11,26420203;11,11493646;;;;;;267000,8552;600,000153;31,76505783;31,3441288;;267000,8552;0,046820526;0,0473944;46,82052603;47,3944;;;;;
3,097232122;11,2253461;11,1080175;;;;;;267600,8554;600,000153;31,65548407;31,32461733;;267600,8554;0,047148613;0,047719058;47,14861313;47,7190579;;;;;
3,104176568;11,18031423;11,08753842;;;;;;268200,8555;600,000153;31,52849418;31,26686631;;268200,8555;0,047475384;0,048043117;47,47538407;48,04311725;;;;;
3,111121015;11,14314972;11,09094763;;;;;;268800,8557;600,000153;31,42369023;31,27648029;;268800,8557;0,047801069;0,048367276;47,80106879;48,36727624;;;;;
3,118065461;11,09903504;11,08310698;;;;;;269400,8558;600,000153;31,2992868;31,25436964;;269400,8558;0,048125464;0,048691206;48,12546415;48,69120607;;;;;
3,125009907;11,05869268;11,09747491;;;;;;270000,856;600,000153;31,18552132;31,29488722;;270000,856;0,04844868;0,049015556;48,44868042;49,01555584;;;;;
3,131954353;11,00841028;11,10430211;;;;;;270600,8561;600,000153;31,04372491;31,31413993;;270600,8561;0,048770427;0,049340105;48,77042706;49,34010515;;;;;
3,138898799;10,94814705;11,0938401;;;;;;271200,8563;600,000153;30,87378254;31,28463706;;271200,8563;0,049090412;0,049664349;49,09041237;49,66434868;;;;;
3,145843246;10,89750384;11,09927317;;;;;;271800,8564;600,000153;30,73096866;31,29995832;;271800,8564;0,049408918;0,049988751;49,40891751;49,988751;;;;;
3,152787692;10,79234565;11,063307;;;;;;272400,8566;600,000153;30,43442249;31,1985337;;272400,8566;0,049724349;0,050312102;49,72434916;50,31210213;;;;;
3,159732138;10,73238977;11,04336624;;;;;;273000,8567;600,000153;30,26534686;31,14230073;;273000,8567;0,050038028;0,05063487;50,03802846;50,63487044;;;;;
3,166676584;10,67874879;11,01090161;;;;;;273600,8569;600,000153;30,11407927;31,05075044;;273600,8569;0,05035014;0,05095669;50,35013997;50,9566899;;;;;
3,17362103;10,60608589;10,95551878;;;;;;274200,857;600,000153;29,90916983;30,89457083;;274200,857;0,050660128;0,051276891;50,66012774;51,27689067;;;;;
3,180565477;10,52385775;10,93594379;;;;;;274800,8572;600,000153;29,67728643;30,83936935;;274800,8572;0,050967712;0,051596519;50,9677122;51,59651931;;;;;
3,187509923;10,4382539;10,87326212;;;;;;275400,8573;600,000153;29,4358835;30,66260701;;275400,8573;0,051272795;0,051914316;51,27279468;51,91431593;;;;;
3,194454369;10,34199384;10,79886934;;;;;;276000,8575;600,000153;29,16443007;30,45281931;;276000,8575;0,051575064;0,052229938;51,57506374;52,22993825;;;;;
3,201398815;10,23884852;10,75224656;;;;;;276600,8576;600,000153;28,87356018;30,32134303;;276600,8576;0,051874318;0,052544198;51,87431813;52,5441979;;;;;
3,208343262;10,12258297;10,71860088;;;;;;277200,8578;600,000153;28,54569125;30,2264622;;277200,8578;0,052170174;0,052857474;52,17017439;52,85747419;;;;;
3,215287708;9,981858663;10,65412058;;;;;;277800,858;600,000153;28,1488486;30,04462769;;277800,858;0,052461918;0,053168866;52,46191765;53,16886588;;;;;
3,222232154;9,808818349;10,59193995;;;;;;278400,8581;600,000153;27,6608748;29,86927827;;278400,8581;0,052748603;0,05347844;52,74860341;53,4784402;;;;;
3,2291766;9,595685378;10,52773864;;;;;;279000,8583;600,000153;27,05983967;29,68823055;;279000,8583;0,05302906;0,053786138;53,02905985;53,78613809;;;;;
3,236121046;9,437419906;10,44926751;;;;;;279600,8584;600,000153;26,61353092;29,46694189;;279600,8584;0,053304891;0,054091542;53,30489061;54,09154247;;;;;
3,243065493;9,302159376;10,37171304;;;;;;280200,8586;600,000153;26,23209613;29,24823823;;280200,8586;0,053576768;0,05439468;53,57676806;54,39468014;;;;;
3,250009939;9,1975123;10,3045393;;;;;;280800,8587;600,000153;25,9369913;29,05880822;;280800,8587;0,053845587;0,054695855;53,84558696;54,6958545;;;;;
3,256954385;9,123177258;10,21202629;;;;;;281400,8589;600,000153;25,72736643;28,79792147;;281400,8589;0,054112233;0,054994325;54,11223324;54,99432496;;;;;
3,263898831;9,041900199;10,14490496;;;;;;282000,859;600,000153;25,49816506;28,60863929;;282000,859;0,054376504;0,055290834;54,37650401;55,29083363;;;;;
3,270843277;8,961743055;10,07563403;;;;;;282600,8592;600,000153;25,27212186;28,4132952;;282600,8592;0,054638432;0,055585318;54,63843199;55,5853177;;;;;
3,277787724;8,893988972;9,98840154;;;;;;283200,8593;600,000153;25,0810553;28,16729952;;283200,8593;0,05489838;0,055877252;54,89837971;55,87725219;;;;;
3,28473217;8,822810456;9,879347344;;;;;;283800,8595;600,000153;24,88033183;27,85976661;;283800,8595;0,055156247;0,056165999;55,15624707;56,16599932;;;;;
3,291676616;8,752184088;9,792025245;;;;;;284400,8596;600,000153;24,68116542;27,61351823;;284400,8596;0,05541205;0,056452194;55,4120502;56,45219425;;;;;
3,298621062;8,680332285;9,723929909;;;;;;285000,8598;600,000153;24,47854328;27,42148933;;285000,8598;0,055665753;0,056736399;55,6657533;56,73639894;;;;;
3,305565509;8,616448935;9,63895576;;;;;;285600,8599;600,000153;24,29839219;27,18186217;;285600,8599;0,055917589;0,05701812;55,91758925;57,01812006;;;;;
3,312509955;8,537285182;9,547015625;;;;;;286200,8601;600,000153;24,07515035;26,92259093;;286200,8601;0,056167111;0,057297154;56,16711146;57,29715401;;;;;
3,319454401;8,476242608;9,463237731;;;;;;286800,8602;600,000153;23,90301025;26,6863372;;286800,8602;0,05641485;0,057573739;56,41484956;57,57373936;;;;;
3,326398847;8,409888791;9,356266991;;;;;;287400,8604;600,000153;23,71589244;26,38467964;;287400,8604;0,056660648;0,057847198;56,66064831;57,84719823;;;;;
3,333343293;8,328243419;9,220930711;;;;;;288000,8606;600,000153;23,48565243;26,00303123;;288000,8606;0,056904061;0,058116702;56,90406078;58,11670159;;;;;
3,34028774;8,250427992;9,08871508;;;;;;288600,8607;600,000153;23,26621287;25,63018306;;288600,8607;0,057145199;0,058382341;57,14519892;58,38234063;;;;;
3,347232186;8,178811373;8,94889547;;;;;;289200,8609;600,000153;23,06425395;25,23589166;;289200,8609;0,057384244;0,058643893;57,38424389;58,64389312;;;;;
3,354176632;8,115875333;8,836884983;;;;;;289800,861;600,000153;22,88677427;24,920022;;289800,861;0,057621449;0,058902172;57,6214494;58,90217183;;;;;
3,361121078;8,04985201;8,708611174;;;;;;290400,8612;600,000153;22,70058846;24,55828977;;290400,8612;0,057856725;0,059156701;57,85672523;59,15670145;;;;;
3,368065524;7,971086413;8,593608543;;;;;;291000,8613;600,000153;22,47846941;24,23398227;;291000,8613;0,058089699;0,05940787;58,08969895;59,40786984;;;;;
3,375009971;7,893353314;8,441655361;;;;;;291600,8615;600,000153;22,25926202;23,80547419;;291600,8615;0,058320401;0,059654597;58,32040074;59,65459704;;;;;
3,381954417;7,814581601;8,220801468;;;;;;292200,8616;600,000153;22,03712573;23,18266605;;292200,8616;0,0585488;0,059894869;58,54880024;59,89486927;;;;;
3,388898863;7,742662918;8,169724877;;;;;;292800,8618;600,000153;21,834315;23,03863003;;292800,8618;0,058775098;0,060133649;58,77509775;60,13364867;;;;;
