Ewe/V;BA1_A;Ewe/V;BA2_A;<--CV begin cycle 1;;Ewe/V;BA1_B;Ewe/V;BA2_B;;;<--- CV begin cycle 2
0,019420251;0,005177392;0,023671869;0,007657219;;;0,005431378;4,68254412;0,020858163;3,698594445;;;
0,020213177;0,005201018;0,024329482;0,007880469;;;0,005826759;4,708493985;0,022109913;3,671952715;;;
0,021735298;0,005244783;0,026373263;0,008121489;;;0,007728313;4,737033329;0,022812063;3,660362369;;;
0,022363883;0,005270118;0,025799312;0,007712624;;;0,007995527;4,705597681;0,02417911;3,705331468;;;
0,023247778;0,005350805;0,027555058;0,008144462;;;0,00905659;4,729772886;0,024988243;3,74017279;;;
0,024844291;0,00548254;0,02829738;0,007998529;;;0,010092365;4,745603436;0,025934856;3,737788667;;;
0,026348434;0,005465205;0,030681092;0,007584873;;;0,011401321;4,767138984;0,027044671;3,746484807;;;
0,026807267;0,005511784;0,030654619;0,008138059;;;0,012306618;4,776742453;0,02800829;3,752396257;;;
0,027145559;0,005643417;0,03175487;0,008295339;;;0,013198026;4,782993199;0,029329967;3,791904967;;;
0,028621169;0,005695946;0,032523669;0,008670028;;;0,014350252;4,791569875;0,030051013;3,800752685;;;
0,02958251;0,005586388;0,033503201;0,008351356;;;0,015113466;4,8233817;0,031061426;3,836330168;;;
0,030022409;0,005708935;0,033801828;0,008377378;;;0,016468138;4,719293428;0,032372236;3,844331669;;;
0,032003503;0,005800115;0,036286138;0,008651826;;;0,016816881;4,756410258;0,032744855;3,88068868;;;
0,032450877;0,005855469;0,03668642;0,00862277;;;0,018506795;4,78952892;0,034429789;3,843620558;;;
0,033594623;0,005951585;0,03793069;0,00867369;;;0,019093767;4,819964816;0,035009101;3,838069053;;;
0,034246318;0,005974413;0,038145658;0,008558867;;;0,020608513;4,867097106;0,036162239;3,846235908;;;
0,036531895;0,006037403;0,040115312;0,008972535;;;0,02093072;4,855603723;0,037013706;3,822039502;;;
0,036855191;0,006094103;0,040431939;0,008933774;;;0,022409461;4,831773622;0,038201779;3,869423841;;;
0,037439249;0,006133126;0,041862588;0,008613786;;;0,022901429;4,87449452;0,038970698;3,915747937;;;
0,038568161;0,006138889;0,042581622;0,00893798;;;0,02454113;4,882926226;0,04037052;3,902661932;;;
0,040321719;0,006293887;0,043820597;0,008997318;;;0,024617448;4,871100151;0,040593047;3,931307351;;;
0,040394545;0,006235762;0,043836482;0,009147452;;;0,026444834;4,899869546;0,042549849;3,945780713;;;
0,041883852;0,006212205;0,045046724;0,009221262;;;0,027059698;4,896899682;0,042770118;3,921951487;;;
0,041793857;0,0063154;0,046659652;0,008998355;;;0,02827022;4,944772575;0,044439025;3,98758516;;;
0,042872835;0,006364931;0,048313737;0,009079317;;;0,029165834;4,93683772;0,044690073;3,973394411;;;
0,044454359;0,006434683;0,04818137;0,009317175;;;0,030500472;4,989399589;0,04644892;3,986803215;;;
0,046524301;0,006451388;0,049446709;0,009453999;;;0,031021995;5,001629425;0,046877965;4,004192586;;;
0,04659133;0,006456185;0,05055343;0,00932209;;;0,032334279;5,009265927;0,048245966;4,029133883;;;
0,047682077;0,006511254;0,051422838;0,009018889;;;0,033284042;5,049084125;0,04892277;3,974626907;;;
0,048451636;0,006602992;0,052948784;0,009326989;;;0,034062214;5,051389502;0,050462358;3,958988991;;;
0,049846601;0,006665894;0,05386214;0,009585039;;;0,035315007;5,027063122;0,050574739;4,029148822;;;
0,050551239;0,0066428;0,054327544;0,009721386;;;0,035980687;5,061748783;0,052637454;4,054630093;;;
0,052059889;0,006753232;0,05478511;0,009468189;;;0,037393659;5,065805641;0,052688353;3,966021427;;;
0,052367296;0,006757588;0,056091763;0,009690007;;;0,038164295;5,092839027;0,054419667;4,018576581;;;
0,053454813;0,006908156;0,05779852;0,009266122;;;0,039391778;5,137690882;0,0545066;4,079574611;;;
0,054237138;0,006912728;0,058442641;0,00882579;;;0,039896142;5,143644411;0,056487806;4,103403469;;;
0,055528227;0,006895904;0,059241831;0,00999905;;;0,041596595;5,1649337;0,056908254;4,110055187;;;
0,056974936;0,007002368;0,060060725;0,010042422;;;0,041816011;5,158838713;0,058342036;4,12254758;;;
0,057360969;0,007031385;0,061670184;0,010245204;;;0,043580916;5,208626147;0,0586969;4,138374048;;;
0,059194781;0,007078379;0,062752582;0,010315291;;;0,043779138;5,211402275;0,06054572;4,082007634;;;
0,05936544;0,007094172;0,063975744;0,009902521;;;0,045175195;5,214217411;0,060810585;4,124576233;;;
0,061410181;0,00708612;0,064264759;0,010329982;;;0,046079345;5,23820049;0,062507957;4,130142142;;;
0,061396699;0,007262535;0,065355562;0,010411303;;;0,047314253;5,26320265;0,062573798;4,152791683;;;
0,062150065;0,007284565;0,066276781;0,010615745;;;0,047730602;5,239995244;0,064589858;4,171693888;;;
0,063497335;0,007314623;0,06756001;0,01062297;;;0,049521182;5,264082206;0,064580329;4,154316171;;;
0,064777918;0,007274828;0,068699673;0,010627683;;;0,050114784;5,250356131;0,066342436;4,185633192;;;
0,065467879;0,007365084;0,069873273;0,010556266;;;0,051364452;5,300266943;0,066841148;4,180021959;;;
0,066413395;0,007416341;0,070189618;0,010587813;;;0,052228428;5,256026486;0,068336442;4,190368867;;;
0,067372628;0,007442761;0,071538627;0,010318673;;;0,053152755;5,293090115;0,068718836;4,156179014;;;
0,068799466;0,007466843;0,072089374;0,01037735;;;0,054059055;5,32344284;0,070375994;4,205900273;;;
0,070028745;0,007419232;0,074432738;0,010840504;;;0,054981261;5,313492136;0,070795409;4,2598653;;;
0,070817716;0,007588349;0,074371427;0,010640665;;;0,056292314;5,381553893;0,07232023;4,291415821;;;
0,071518376;0,007591168;0,075198561;0,010599553;;;0,057259209;5,385408356;0,072631806;4,275614139;;;
0,072558269;0,007714886;0,076275438;0,010995462;;;0,058351018;5,384441269;0,074446619;4,288050177;;;
0,073648989;0,007824972;0,077731125;0,010631426;;;0,059267893;5,402307022;0,074854456;4,294615318;;;
0,074893437;0,007857096;0,078132831;0,010901304;;;0,060408484;5,405547276;0,076310381;4,324340987;;;
0,075553924;0,007973885;0,07980042;0,011383483;;;0,060850505;5,391813808;0,076633327;4,312276434;;;
0,0768767;0,007951352;0,080258153;0,011430425;;;0,062488079;5,430125598;0,078493938;4,353695334;;;
0,077673815;0,007857011;0,081694424;0,011364699;;;0,062800899;5,446467069;0,078940764;4,35028754;;;
0,077851646;0,007999361;0,08176928;0,011227954;;;0,064566776;5,466048686;0,080279335;4,365872009;;;
0,080197692;0,008140901;0,084115699;0,011581322;;;0,065183796;5,505679285;0,080796197;4,347258636;;;
0,080362126;0,008018985;0,084986389;0,011295506;;;0,066691123;5,540318583;0,082642928;4,342194993;;;
0,080523118;0,008126139;0,085151173;0,011483659;;;0,06683749;5,539399756;0,082796536;4,336368991;;;
0,081889465;0,008027914;0,08618512;0,011658357;;;0,068571568;5,50774238;0,084455848;4,40660691;;;
0,084066682;0,008076508;0,088101506;0,011535511;;;0,068933025;5,508252839;0,084838279;4,423774937;;;
0,084981494;0,008247947;0,088402577;0,01156918;;;0,070378587;5,56774008;0,086423382;4,465529963;;;
0,085443653;0,008266822;0,089525908;0,011220307;;;0,070810303;5,591746203;0,086879872;4,469913518;;;
0,086439654;0,008247503;0,089758031;0,011449147;;;0,072249785;5,621777965;0,088308327;4,460977755;;;
0,087883778;0,008455298;0,091818683;0,011419667;;;0,07332582;5,619036118;0,089040965;4,496204626;;;
0,088774182;0,008412366;0,092744291;0,012149373;;;0,074284986;5,636916049;0,08992853;4,480950246;;;
0,089436665;0,008442264;0,094067618;0,012412169;;;0,075135231;5,672420941;0,090843536;4,531788002;;;
0,090357825;0,00866898;0,094823018;0,012072447;;;0,076353058;5,656910604;0,092175625;4,496821334;;;
0,091032825;0,008687897;0,095537782;0,012246368;;;0,076833241;5,667990047;0,093120344;4,467400897;;;
0,093021624;0,008719866;0,096631706;0,012550514;;;0,078486778;5,686398339;0,094181284;4,509726927;;;
0,09373606;0,008628332;0,097713195;0,012562161;;;0,079154648;5,733148513;0,095306985;4,543145705;;;
0,094859645;0,008655766;0,098878808;0,012441463;;;0,080148928;5,729316709;0,095754907;4,522811416;;;
0,094959304;0,008823912;0,099683605;0,012449513;;;0,081461392;5,715112006;0,097436525;4,587085815;;;
0,097134449;0,008911283;0,100443944;0,012812628;;;0,082101457;5,696880268;0,097779609;4,602148477;;;
0,097456686;0,008913352;0,10145627;0,01275419;;;0,083376639;5,731336831;0,099173903;4,545142671;;;
0,09861102;0,008954524;0,102786347;0,012574413;;;0,084071979;5,746673008;0,099882692;4,499411891;;;
0,09919297;0,008966647;0,103630438;0,012679773;;;0,085319631;5,788078621;0,101488061;4,553918797;;;
0,100580633;0,009077567;0,104638465;0,012828856;;;0,086123392;5,825248815;0,102023907;4,613286372;;;
0,10182178;0,009190269;0,105259106;0,013226107;;;0,087334707;5,833682239;0,103303261;4,636983037;;;
0,102170564;0,009329629;0,107067704;0,012804435;;;0,087810643;5,823043967;0,103784949;4,663513862;;;
0,103536859;0,009334353;0,107752904;0,012864617;;;0,089411244;5,868308655;0,105643392;4,700854621;;;
0,103954501;0,009276614;0,108711205;0,013108403;;;0,089687914;5,844341822;0,105355375;4,641127219;;;
0,10623543;0,009311612;0,109503463;0,013670138;;;0,091075458;5,889798217;0,10739176;4,675913742;;;
0,107048661;0,009390131;0,110397056;0,013842608;;;0,092125863;5,890726354;0,107785672;4,720601272;;;
0,107381493;0,009559769;0,111864626;0,013406126;;;0,093330078;5,835853485;0,10913489;4,722381754;;;
0,108400129;0,009558303;0,112488493;0,013378847;;;0,094094343;5,914988747;0,109656855;4,760520857;;;
0,109683841;0,009680679;0,113229655;0,013105263;;;0,095471047;5,924789762;0,111208588;4,730452464;;;
0,111035325;0,009629793;0,114235774;0,013882954;;;0,096303381;5,920339753;0,111760989;4,772837282;;;
0,111164644;0,009718644;0,11609634;0,014065111;;;0,096998908;5,933311438;0,113356136;4,785202009;;;
0,112853236;0,009765686;0,116461702;0,014165159;;;0,098361917;5,870443644;0,113536857;4,831426763;;;
0,113354012;0,010035509;0,117044173;0,014042031;;;0,099129364;5,89527165;0,115043856;4,841109284;;;
0,114428408;0,010024046;0,119365349;0,013518506;;;0,099993348;5,902554843;0,115819961;4,709551325;;;
0,115146026;0,010039516;0,119611837;0,014248066;;;0,100979067;5,956169885;0,11699447;4,728530357;;;
0,115914695;0,010101335;0,120699622;0,013854844;;;0,102649637;5,988920027;0,117828809;4,794959317;;;
0,11782147;0,010278598;0,121289484;0,013995921;;;0,103042744;6,005973275;0,118927054;4,769351485;;;
0,118068457;0,010224653;0,123391494;0,014111267;;;0,104582019;6,032825616;0,120064259;4,866763193;;;
0,119662613;0,010067615;0,123677306;0,014498789;;;0,104688026;6,068557178;0,121112898;4,855171687;;;
0,120972879;0,010271099;0,124698237;0,014572283;;;0,106547266;6,051431452;0,121906832;4,836082113;;;
0,121605694;0,010481365;0,125238389;0,014601873;;;0,107061379;6,056983675;0,123061374;4,81614155;;;
0,122308485;0,010338628;0,126288787;0,014873305;;;0,108106568;6,115366003;0,124076642;4,890621605;;;
0,123368479;0,01042692;0,127904534;0,014123174;;;0,108875036;6,101035602;0,124508902;4,934081817;;;
0,124520771;0,010419843;0,128342092;0,014845457;;;0,110235021;6,133959721;0,126199827;4,929496951;;;
0,125718489;0,010627047;0,129310787;0,015108328;;;0,111026712;6,139619468;0,126784533;4,940474024;;;
0,126384169;0,010752534;0,130439878;0,015093535;;;0,112099566;6,158350059;0,128280669;4,962437282;;;
0,127965495;0,010784816;0,131532729;0,014877089;;;0,113594174;6,135219979;0,128866389;4,973067926;;;
0,128626078;0,010797931;0,132743105;0,015264375;;;0,113789216;6,199708065;0,130467415;5,04306473;;;
0,129748628;0,010928178;0,133138716;0,014742758;;;0,115739636;6,149535993;0,130925968;5,02233799;;;
0,129871234;0,010934993;0,135159642;0,014380288;;;0,116131827;6,124425023;0,132174447;5,01858572;;;
0,130967632;0,011051095;0,135212496;0,015466116;;;0,1173466;6,160860761;0,132953152;5,094675395;;;
0,133234993;0,011097352;0,136925966;0,015206297;;;0,118016511;6,196745518;0,134233057;5,021071198;;;
0,133248761;0,011001457;0,136964157;0,014956621;;;0,119663224;6,223802766;0,134817749;5,021904067;;;
0,134200647;0,011236864;0,138402164;0,015667136;;;0,119711459;6,283973308;0,13638486;5,079420384;;;
0,136462852;0,011390385;0,139964104;0,015743429;;;0,121584497;6,259017922;0,136633873;5,073882673;;;
0,136801898;0,011397865;0,140462905;0,01587377;;;0,122241616;6,271423665;0,138492167;5,093931099;;;
0,137267247;0,011488064;0,141108721;0,015319555;;;0,123185106;6,293687443;0,138888314;5,095864003;;;
0,138741434;0,011427732;0,142515138;0,014983344;;;0,123898491;6,360124053;0,140348524;5,132880885;;;
0,140387893;0,011585393;0,143462837;0,015875832;;;0,125396207;6,391109254;0,140679047;5,096115515;;;
0,140926376;0,011665538;0,144049555;0,016188593;;;0,126083136;6,328738746;0,14251408;5,165347644;;;
0,141618535;0,011745238;0,145014346;0,016217894;;;0,127206862;6,386845643;0,142733365;5,147076379;;;
0,143012449;0,011723932;0,147231713;0,016287303;;;0,128155455;6,416011936;0,144328073;5,198968967;;;
0,143709078;0,011931628;0,148154736;0,015836882;;;0,128787205;6,456078988;0,144967854;5,194953708;;;
0,144671366;0,011858829;0,14852047;0,015880275;;;0,130667537;6,45490784;0,146575153;5,196769678;;;
0,145004213;0,011993213;0,14942798;0,016040256;;;0,130912513;6,440617192;0,146931991;5,209474964;;;
0,146291211;0,012037666;0,151183739;0,016622316;;;0,132517353;6,459637539;0,148409277;5,181889228;;;
0,148042172;0,012127968;0,151830435;0,01636553;;;0,13294436;6,477794636;0,148986474;5,209070234;;;
0,147834435;0,012213726;0,152257517;0,015265575;;;0,134543031;6,465963986;0,150104657;5,231358862;;;
0,14998506;0,012112312;0,153927475;0,016210635;;;0,135066658;6,506238975;0,150771976;5,24880191;;;
0,151052594;0,012171932;0,154568151;0,016587746;;;0,136433974;6,516925353;0,152454495;5,281060313;;;
0,151593208;0,012360928;0,155878991;0,016488048;;;0,136633366;6,549896292;0,152863428;5,330567424;;;
0,153202727;0,012388248;0,155960679;0,016426507;;;0,138715178;6,535226154;0,15415518;5,326413739;;;
0,153554201;0,012406465;0,157091558;0,016971251;;;0,138586953;6,534112272;0,154986471;5,347542084;;;
0,154707447;0,012557238;0,159350395;0,017105248;;;0,140449375;6,556280075;0,156392738;5,368569141;;;
0,155789748;0,01251609;0,159577921;0,016766455;;;0,141306937;6,589846368;0,157212451;5,349124786;;;
0,156205282;0,012676282;0,160400867;0,016261224;;;0,142310724;6,589380128;0,158199325;5,359115986;;;
0,158153698;0,012700041;0,160898715;0,016941347;;;0,142980665;6,609921002;0,1590866;5,433705851;;;
0,158382505;0,012707185;0,162877768;0,017166549;;;0,144450799;6,649795423;0,160069421;5,448088939;;;
0,159444645;0,012897514;0,163849249;0,016813074;;;0,145084754;6,660027555;0,161246985;5,439508142;;;
0,160086825;0,012705222;0,164443955;0,016463986;;;0,145895675;6,646797583;0,161970258;5,454301726;;;
0,161658987;0,012794423;0,166271061;0,017010395;;;0,147372067;6,694765496;0,162938118;5,478411112;;;
0,162548319;0,012857468;0,166793779;0,017530802;;;0,147894859;6,657382841;0,164322197;5,510379609;;;
0,162887618;0,012974586;0,167568848;0,017055275;;;0,14962475;6,666749097;0,164911076;5,530642807;;;
0,164886698;0,013010629;0,168480694;0,016634564;;;0,150106013;6,666165093;0,16635856;5,474137695;;;
0,165955648;0,013181402;0,169002667;0,01739519;;;0,15159215;6,695478313;0,167045906;5,510695002;;;
0,166313469;0,013139404;0,170682266;0,015420514;;;0,151911303;6,704408155;0,167880267;5,520540599;;;
0,16826494;0,013107499;0,171345145;0,016890278;;;0,153545722;6,739793758;0,169112816;5,545639024;;;
0,16895929;0,013134435;0,17220822;0,016892765;;;0,153988808;6,781452624;0,169989705;5,48930782;;;
0,169584632;0,013294084;0,174179718;0,01727215;;;0,155520424;6,783109932;0,171261415;5,540511947;;;
0,171268985;0,013170757;0,174255177;0,017286278;;;0,155708149;6,778767479;0,171947718;5,565010059;;;
0,171259463;0,013244568;0,175978988;0,017531566;;;0,157499522;6,812123297;0,172955826;5,552659727;;;
0,172791168;0,013399064;0,176368833;0,017187326;;;0,158049658;6,814699381;0,173997849;5,534894941;;;
0,173497111;0,013420078;0,177641585;0,015312687;;;0,159315318;6,843906729;0,175043046;5,565923876;;;
0,174195647;0,01339034;0,178648785;0,017513204;;;0,160066873;6,845831906;0,176095635;5,640341516;;;
0,176116377;0,013424009;0,179315805;0,017874164;;;0,161529675;6,85085134;0,177093163;5,610069952;;;
0,176300883;0,013571215;0,180865198;0,017714273;;;0,161837056;6,833245077;0,177747607;5,628943498;;;
0,177036479;0,013558026;0,181730464;0,016801073;;;0,163458869;6,881261932;0,179337099;5,663555964;;;
0,179115131;0,013465467;0,182420775;0,017464375;;;0,164161652;6,901694652;0,180012703;5,72784061;;;
0,179165334;0,013636642;0,183023304;0,017712171;;;0,165042534;6,876239959;0,181157455;5,683634044;;;
0,180608675;0,013734696;0,184557736;0,01794001;;;0,166177794;6,866766219;0,181897625;5,733361084;;;
0,182086334;0,013646507;0,185628265;0,017167511;;;0,167164654;6,86099273;0,183299497;5,729208417;;;
0,182762861;0,013765446;0,185727879;0,018247824;;;0,168426052;6,890261772;0,183883175;5,816413957;;;
0,18315801;0,013608558;0,187610805;0,017433191;;;0,169131875;6,948502565;0,185341448;5,71574955;;;
0,184904873;0,013681102;0,189368576;0,016747824;;;0,170307562;6,875471364;0,186048761;5,764276443;;;
0,186209753;0,013753416;0,189782456;0,017477054;;;0,171135843;6,958085473;0,186998725;5,703178076;;;
0,186536238;0,013806684;0,190848991;0,017736017;;;0,172535688;6,999140902;0,187983468;5,761266018;;;
0,187289223;0,013725893;0,191915214;0,017838268;;;0,172741324;6,929058638;0,189228773;5,783205193;;;
0,188921228;0,01382742;0,192545444;0,017631829;;;0,17464003;6,968769804;0,190018535;5,725793772;;;
0,189554051;0,013866935;0,194246709;0,018499008;;;0,174489304;6,958034584;0,191216454;5,852701451;;;
0,190401018;0,014162118;0,194146588;0,018551334;;;0,17659764;7,014818685;0,191833839;5,857513047;;;
0,191951796;0,013968683;0,196072578;0,017169876;;;0,177051291;7,015490365;0,193346024;5,822411489;;;
0,192816734;0,013997679;0,196377784;0,017138268;;;0,178348765;7,041585291;0,1939549;5,836338467;;;
0,193695515;0,014055716;0,197453633;0,018031992;;;0,178780153;7,064127779;0,19525744;5,792730252;;;
0,194527611;0,013984455;0,198836699;0,017455469;;;0,180707097;7,10017669;0,195872664;5,842765277;;;
0,195915148;0,014070465;0,199544981;0,017946525;;;0,180745423;7,11351801;0,197344616;5,886058916;;;
0,196568295;0,014185694;0,200403944;0,016741643;;;0,182287782;7,086967104;0,197983176;5,970868073;;;
0,19775106;0,014081063;0,200685829;0,017457472;;;0,182935387;7,122800286;0,199408531;5,924664278;;;
0,198447779;0,014098192;0,202785537;0,017984653;;;0,184358969;7,151403334;0,19963409;5,948156386;;;
0,20013395;0,014188707;0,203550234;0,018453831;;;0,185191035;7,130705133;0,201541275;6,007879575;;;
0,199972838;0,014182309;0,203489751;0,018212357;;;0,186121762;7,099043137;0,20158045;6,081380655;;;
0,201571286;0,014111387;0,206243977;0,018090971;;;0,187127694;7,116859963;0,203150883;5,986441362;;;
0,203859881;0,014399732;0,207110301;0,017649151;;;0,188121811;7,142222477;0,203892186;5,983373515;;;
0,203092411;0,014240676;0,207526326;0,018318471;;;0,18882373;7,158066804;0,205333382;6,024734216;;;
0,204654872;0,014283323;0,208962426;0,017475203;;;0,190339521;7,16157391;0,205646887;6,028270833;;;
0,206087992;0,014265313;0,209279329;0,016834104;;;0,190968081;7,235769003;0,207376108;6,060549822;;;
0,206461117;0,014312099;0,210628152;0,017631311;;;0,192136213;7,189426587;0,207867369;6,151764422;;;
0,207449332;0,014336981;0,211437136;0,018413219;;;0,193331897;7,244048144;0,208969831;6,136254142;;;
0,208974391;0,014396105;0,212254703;0,018524051;;;0,194051668;7,246358787;0,209998101;6,20705283;;;
0,209642798;0,014328099;0,214207083;0,018768448;;;0,195498571;7,206584941;0,21086216;6,166121606;;;
0,209972918;0,014550467;0,21413964;0,018108098;;;0,196073025;7,248162859;0,212165743;6,164102129;;;
0,211279914;0,014439914;0,21564436;0,018176121;;;0,197587833;7,292564418;0,212918654;6,116737617;;;
0,212764114;0,014453955;0,216849506;0,019078379;;;0,197920665;7,308961542;0,213989273;6,099754407;;;
0,212754384;0,014584684;0,217284486;0,01846457;;;0,199388698;7,318689038;0,214926451;6,138740338;;;
0,213998795;0,014426184;0,218083173;0,01748168;;;0,200009927;7,34135399;0,216114581;6,069874379;;;
0,216564909;0,014507241;0,219525516;0,018402927;;;0,201337054;7,434589934;0,216911986;6,137972323;;;
0,216325507;0,014734486;0,220562205;0,019128486;;;0,201943383;7,405860555;0,218330845;6,17660662;;;
0,217231825;0,014704675;0,221298918;0,018322273;;;0,203036249;7,384253556;0,218440071;6,289650265;;;
0,219420746;0,015059645;0,222873911;0,018979248;;;0,204281524;7,395807241;0,220565155;6,253910723;;;
0,219572321;0,014597735;0,223274171;0,018386547;;;0,205022693;7,427273358;0,220790938;6,244527516;;;
0,22064589;0,014696918;0,224000633;0,018485618;;;0,206313774;7,454539962;0,222341046;6,257715294;;;
0,222404629;0,014760831;0,225284129;0,018501388;;;0,206961572;7,474649863;0,222961813;6,19288286;;;
0,222593337;0,014763671;0,227196544;0,018887789;;;0,208444387;7,479286169;0,224554643;6,13144663;;;
0,223444298;0,01469925;0,227703467;0,018877019;;;0,208578989;7,502619242;0,224789545;6,192456633;;;
0,225134164;0,015012087;0,228235379;0,019275493;;;0,21073167;7,533517631;0,226130962;6,22672566;;;
0,225559205;0,014929257;0,229844436;0,018758371;;;0,210935399;7,527042998;0,226800516;6,289270062;;;
0,226434901;0,015025935;0,23076947;0,018382306;;;0,212427065;7,492720525;0,22846517;6,347114677;;;
0,228200734;0,015015673;0,231518134;0,018773737;;;0,212920785;7,492314192;0,228555188;6,40423596;;;
0,228751287;0,015205146;0,232917026;0,017930086;;;0,214518219;7,5304621;0,230624214;6,310229519;;;
0,229056165;0,015226506;0,233783677;0,019506019;;;0,214967683;7,476629439;0,230842531;6,420692009;;;
0,230899513;0,015244455;0,234501213;0,019793613;;;0,216368988;7,535290545;0,232375816;6,406433859;;;
0,231727585;0,015209402;0,235233977;0,018647178;;;0,217112035;7,592697093;0,232869372;6,459685763;;;
0,232266933;0,015262768;0,236453936;0,019188342;;;0,218191192;7,584212367;0,234492794;6,47603425;;;
0,234043479;0,015409632;0,238078222;0,019434351;;;0,219269156;7,629164517;0,234876096;6,489083686;;;
0,234516278;0,015381712;0,238273218;0,019707273;;;0,220148951;7,666135133;0,236493945;6,467277376;;;
0,235449046;0,015390235;0,239424467;0,019653056;;;0,220977917;7,62720663;0,236657247;6,501272591;;;
0,236953199;0,015559138;0,241066754;0,020137729;;;0,222044244;7,635003648;0,238502651;6,551056223;;;
0,237895414;0,015666989;0,241080254;0,020275425;;;0,223533541;7,521979608;0,238606781;6,469671196;;;
0,238472208;0,015666413;0,242502674;0,020278408;;;0,223973408;7,59779013;0,240136802;6,480596538;;;
0,240144998;0,015810535;0,244320616;0,020080093;;;0,225485027;7,611690154;0,240822122;6,579432419;;;
0,240702435;0,015815385;0,244518921;0,020240874;;;0,225986332;7,678711375;0,242372349;6,613914743;;;
0,24155046;0,015789556;0,245863825;0,018856946;;;0,227754474;7,735366557;0,242893428;6,575353575;;;
0,242766365;0,015814947;0,246939704;0,019073101;;;0,227852002;7,747017218;0,244050711;6,670848582;;;
0,243793413;0,015895787;0,247172251;0,020787692;;;0,229215175;7,753535012;0,244912878;6,687892807;;;
0,244558737;0,01617017;0,248760045;0,020608968;;;0,229969904;7,733663279;0,24635084;6,648328167;;;
0,245158926;0,016256209;0,249755457;0,020333778;;;0,231410429;7,79488198;0,246699318;6,676729855;;;
0,246834561;0,016410159;0,250354797;0,021145437;;;0,231951088;7,792425503;0,248149797;6,65695878;;;
0,247416511;0,016478128;0,251971573;0,021095356;;;0,233443514;7,818899655;0,248847947;6,70825059;;;
0,247844785;0,01635732;0,252489656;0,021207481;;;0,234157979;7,834513379;0,250453174;6,67083703;;;
0,249477163;0,016526515;0,253303796;0,021181888;;;0,235231772;7,840598953;0,25076896;6,770416205;;;
0,250857264;0,016677412;0,254095018;0,020223023;;;0,236032069;7,836835478;0,252475888;6,758166539;;;
0,251019448;0,01669544;0,254869282;0,021368673;;;0,237092167;7,868354392;0,253036141;6,718505364;;;
0,252737701;0,01683284;0,256706417;0,021976648;;;0,238206148;7,854305308;0,254101366;6,754256609;;;
0,253678381;0,016734176;0,257673681;0,022152798;;;0,23919192;7,783848435;0,25485;6,730556432;;;
0,254094511;0,016874344;0,257944316;0,022297422;;;0,239944562;7,860521029;0,256192625;6,759253354;;;
0,256061852;0,016995363;0,259852707;0,021883856;;;0,241262108;7,889731717;0,257051647;6,80207223;;;
0,256546229;0,017126848;0,260339677;0,022074257;;;0,242382556;7,894897502;0,25828743;6,785858622;;;
0,257638097;0,017322865;0,261312813;0,022555275;;;0,242974028;7,903296866;0,258920819;6,78167131;;;
0,258459598;0,017494104;0,263038933;0,022502099;;;0,244667917;7,937032043;0,260533184;6,82652422;;;
0,260141164;0,017488893;0,263629645;0,022510273;;;0,244771987;7,967440861;0,260947526;6,908926319;;;
0,260323077;0,017532491;0,264664441;0,022756635;;;0,246585459;7,967041127;0,262484074;6,859438206;;;
0,261455327;0,017590319;0,265886545;0,022225249;;;0,24716635;7,9208524;0,263115227;6,954162529;;;
0,26246959;0,017793428;0,266518682;0,021837823;;;0,248227432;7,947121232;0,264161438;6,931615905;;;
0,263307005;0,01810334;0,267539561;0,022942349;;;0,249166578;8,033075794;0,265064687;6,966398271;;;
0,264707237;0,018286621;0,26900512;0,024069862;;;0,250671744;8,027597946;0,266086608;6,973798876;;;
0,265302986;0,018356408;0,269512266;0,02113195;;;0,250935763;8,036220329;0,267044991;6,990465779;;;
0,266518801;0,018441055;0,270588249;0,022980323;;;0,252746165;8,044868863;0,268127233;7,021047994;;;
0,267471582;0,018093941;0,271518946;0,024048398;;;0,253005862;8,033823249;0,26878801;6,999419772;;;
0,268655807;0,018448292;0,272571683;0,024298629;;;0,254539549;8,004113872;0,270326525;7,023804263;;;
0,268664271;0,018698051;0,273431569;0,023454039;;;0,254869372;8,045508924;0,270874172;7,058694617;;;
0,270894974;0,019049383;0,275001943;0,024531746;;;0,256180704;8,095238192;0,272262454;7,079583518;;;
0,271507204;0,019081452;0,27565816;0,02506331;;;0,256905645;8,055921747;0,273045212;7,059732224;;;
0,272280514;0,019385238;0,276203871;0,025596986;;;0,258322835;8,050763057;0,274229646;7,122798601;;;
0,274146587;0,019160369;0,277622193;0,024924831;;;0,259026676;8,103624309;0,275220096;7,145693583;;;
0,274328917;0,019192443;0,278958201;0,024589881;;;0,260367602;8,123238326;0,276242018;7,097954777;;;
0,275592893;0,019482076;0,2791273;0,025046902;;;0,261223018;8,108854491;0,277085811;7,210259501;;;
0,277263016;0,019993874;0,281400174;0,025488825;;;0,262281835;8,130181365;0,278118372;7,217871887;;;
0,276815683;0,019935885;0,281644553;0,025003904;;;0,263207376;8,156332522;0,27900058;7,186369268;;;
0,278925836;0,020014788;0,282209218;0,026214709;;;0,263812631;8,159591957;0,280086011;7,268136611;;;
0,280151546;0,020338539;0,283690572;0,02651734;;;0,265281796;8,171745815;0,28100729;7,332598184;;;
0,280265063;0,0204687;0,284775078;0,026352152;;;0,266304702;8,212905975;0,282189071;7,23473572;;;
