Ewe/V;BA1_A;Ewe/V;BA2_A;<--CV begin cycle 1;;Ewe/V;BA1_B;Ewe/V;BA2_B;;;<--- CV begin cycle 2
0,538950562;0,07295318;0,534431934;0,082857361;;;0,553249002;9,269182566;0,536302149;10,65792668;;;
0,538045168;0,073447704;0,531229675;0,082590109;;;0,551537931;9,27278099;0,535211623;10,71634732;;;
0,536248505;0,073926349;0,532271564;0,079510372;;;0,550902009;9,224934377;0,534983754;10,69111457;;;
0,535887837;0,073033781;0,529530108;0,080295293;;;0,550111294;9,229041479;0,533372104;10,62351737;;;
0,534476161;0,072760894;0,52956593;0,08223563;;;0,548884809;9,272828594;0,532706976;10,51890995;;;
0,53383249;0,072665015;0,527990401;0,082991386;;;0,548129976;9,266573607;0,531361103;10,54935047;;;
0,532576084;0,071494374;0,527298093;0,082382424;;;0,546630144;9,238555105;0,529973805;10,59095639;;;
0,531990409;0,071532059;0,525776088;0,080564716;;;0,545415342;9,258163536;0,529982328;10,63239714;;;
0,531533241;0,071555631;0,525126994;0,079544932;;;0,54549396;9,254728738;0,528292179;10,55707229;;;
0,529655218;0,071391566;0,524892926;0,080157013;;;0,543635666;9,236213191;0,527789116;10,55687851;;;
0,528618574;0,070623591;0,523246527;0,076173062;;;0,542955101;9,248357906;0,526611507;10,54791154;;;
0,528143823;0,070283713;0,522313356;0,079102868;;;0,542192936;9,253305862;0,525011718;10,56331595;;;
0,526965976;0,069683408;0,520911336;0,079534665;;;0,540510714;9,235598451;0,524989307;10,53311223;;;
0,526424348;0,070087156;0,520589352;0,078532844;;;0,540034771;9,239965423;0,523383021;10,53093646;;;
0,524448395;0,06937588;0,519554496;0,072806197;;;0,538657904;9,26059509;0,522654295;10,52161731;;;
0,524344623;0,068694756;0,518565655;0,074110199;;;0,537663519;9,243813218;0,521394372;10,53948261;;;
0,522211909;0,069374553;0,517184854;0,076425656;;;0,537031531;9,275263041;0,52002281;10,52329629;;;
0,522466421;0,06957682;0,516084552;0,077469967;;;0,535607338;9,281278934;0,519678712;10,522683;;;
0,520476639;0,068432163;0,515743494;0,075291915;;;0,534712493;9,225791878;0,518454492;10,52027949;;;
0,520008922;0,068537812;0,51397723;0,076461978;;;0,534363449;9,193528932;0,517608345;10,51145304;;;
0,518461585;0,067908341;0,514146566;0,0772644;;;0,532518268;9,232013695;0,516699851;10,54343592;;;
0,517294586;0,068889399;0,511982143;0,076706671;;;0,531922579;9,229608665;0,514873266;10,44207685;;;
0,517257094;0,068367989;0,511430383;0,073791292;;;0,530715346;9,228171643;0,51498431;10,45642032;;;
0,515209496;0,068424324;0,510516584;0,074867562;;;0,529627681;9,234776664;0,51356858;10,44273048;;;
0,51501441;0,06767326;0,50962919;0,075723187;;;0,529301167;9,261099214;0,512728751;10,49461949;;;
0,513143241;0,066871037;0,50849402;0,074598683;;;0,527397275;9,210547044;0,511655033;10,46406273;;;
0,512602985;0,06733599;0,507085681;0,074674534;;;0,526911914;9,204434905;0,510288894;10,38937545;;;
0,512570858;0,066885849;0,506664097;0,074196963;;;0,526193321;9,188103372;0,509760559;10,44437549;;;
0,510402441;0,065310116;0,505213559;0,074692138;;;0,524566293;9,210489142;0,508141339;10,45582948;;;
0,51029104;0,065670908;0,504723072;0,073356787;;;0,523953497;9,214027068;0,507564068;10,49439601;;;
0,508615077;0,065525852;0,503324211;0,073967587;;;0,522893012;9,191806509;0,506641865;10,44424838;;;
0,508328974;0,065235201;0,502620995;0,072757634;;;0,521803856;9,217941718;0,505142331;10,43920153;;;
0,506976485;0,064914857;0,501206458;0,073991201;;;0,521336317;9,205206275;0,504810929;10,4316876;;;
0,50502485;0,065097099;0,500555992;0,073139901;;;0,519767463;9,232382273;0,503252268;10,41327705;;;
0,505177617;0,065024004;0,500141978;0,071798656;;;0,518922687;9,224213052;0,502444148;10,45461217;;;
0,503252625;0,065068836;0,498151213;0,072468741;;;0,518146813;9,245901121;0,502001882;10,46555666;;;
0,50313592;0,064147879;0,497815549;0,072114759;;;0,516512811;9,198074688;0,50009644;10,32960021;;;
0,501397669;0,064376879;0,495972812;0,072442945;;;0,516477227;9,221313286;0,499777734;10,4212256;;;
0,500795186;0,063737743;0,49533543;0,069450866;;;0,514673173;9,197251457;0,498193592;10,36537496;;;
0,499267071;0,062733525;0,494874388;0,070053363;;;0,513806999;9,221841222;0,497638732;10,38424545;;;
0,498557955;0,062423879;0,493658096;0,070145862;;;0,513287723;9,229440525;0,496809453;10,39753705;;;
0,498478144;0,062999222;0,493168652;0,069557926;;;0,511399031;9,205645549;0,495292038;10,41195726;;;
0,496254593;0,062760735;0,490879387;0,069418392;;;0,511259913;9,19900017;0,494651318;10,3760711;;;
0,49540022;0,062484722;0,491256088;0,068715738;;;0,51011622;9,209333398;0,493151933;10,35366637;;;
0,494520664;0,061759486;0,488991261;0,06878705;;;0,50872016;9,204109647;0,492706239;10,3963864;;;
0,493694693;0,061301084;0,488956124;0,069716535;;;0,508190095;9,197918226;0,491438508;10,31649923;;;
0,493175179;0,061564704;0,486878663;0,069179055;;;0,506566167;9,205100635;0,49035725;10,36628469;;;
0,491508931;0,061510401;0,486193538;0,068641213;;;0,505919576;9,190639799;0,489915729;10,35950235;;;
0,491017073;0,060576026;0,486144751;0,067250898;;;0,505118251;9,196764724;0,488089889;10,36780145;;;
0,489294261;0,060442554;0,483651072;0,066564843;;;0,503745556;9,216035825;0,487997979;10,34379772;;;
0,489031762;0,059591343;0,484195262;0,066573245;;;0,503222942;9,21339578;0,486422211;10,38238427;;;
0,488518655;0,05921975;0,481785208;0,066607548;;;0,501838565;9,160809726;0,485415161;10,38265559;;;
0,486745238;0,059910123;0,481127471;0,067382728;;;0,500678837;9,168148731;0,484846354;10,31795618;;;
0,485836804;0,058313703;0,480175227;0,065319542;;;0,500439405;9,179537957;0,483118296;10,35738497;;;
0,485430866;0,05880201;0,478987366;0,066478669;;;0,498645931;9,170320652;0,48285374;10,37410814;;;
0,483557045;0,058372949;0,47862947;0,064857599;;;0,497936785;9,170955516;0,481270432;10,36794271;;;
0,483447582;0,057601586;0,47643736;0,062490118;;;0,496807873;9,161413065;0,480716676;10,316064;;;
0,481375486;0,057944298;0,476387411;0,066340029;;;0,495652467;9,16527821;0,479689389;10,33249779;;;
0,481388003;0,05752972;0,475375205;0,067538839;;;0,495361388;9,15060566;0,478094578;10,31431273;;;
0,480401158;0,056838812;0,474020809;0,066934705;;;0,493642688;9,131868985;0,47822699;10,37475964;;;
0,478425473;0,056444167;0,473229796;0,068118442;;;0,492943048;9,132544415;0,476432145;10,37734011;;;
0,47871998;0,056555428;0,471789598;0,065532608;;;0,491856605;9,167155794;0,475715131;10,30904792;;;
0,476058304;0,055939127;0,471709102;0,065895824;;;0,490656674;9,131202283;0,474605322;10,26769913;;;
0,476268113;0,055893481;0,469884545;0,065660608;;;0,489997298;9,143973843;0,473417222;10,23873109;;;
0,474347442;0,056068798;0,469056398;0,065062497;;;0,488646924;9,116570529;0,472879082;10,18464313;;;
0,473551929;0,055862865;0,468779743;0,065138238;;;0,487928241;9,130214329;0,47135964;10,2364748;;;
0,473264068;0,0556225;0,467155337;0,063197544;;;0,486802727;9,144687977;0,4710145;10,21504042;;;
0,471532077;0,054847505;0,46684745;0,06187521;;;0,485636532;9,102919071;0,469390064;10,24507167;;;
0,471300811;0,054479774;0,465130866;0,061419377;;;0,485298336;9,107178031;0,468573451;10,18905395;;;
0,468874633;0,054300346;0,464651287;0,061598093;;;0,483717889;9,115729376;0,467463851;10,04461551;;;
0,468515337;0,054489816;0,46292299;0,058361607;;;0,482912302;9,122533461;0,466335982;10,0792261;;;
0,468000293;0,053276704;0,462190241;0,06115208;;;0,482044011;9,108948987;0,46602571;10,02520244;;;
0,466146201;0,05313943;0,461427718;0,06095928;;;0,48067674;9,099835796;0,464296341;10,04363791;;;
0,465889633;0,052292422;0,460364491;0,061099842;;;0,480567575;9,107619437;0,46399042;10,08578971;;;
0,464433283;0,052280242;0,4596349;0,060688677;;;0,478739977;9,106402151;0,462233782;10,12081661;;;
0,464011371;0,052178717;0,457906693;0,06154309;;;0,478000253;9,110121194;0,461721063;10,15115521;;;
0,462998122;0,052721869;0,457648337;0,058766634;;;0,477113008;9,095236581;0,460668087;10,13017493;;;
0,461734504;0,05306013;0,456942022;0,059773303;;;0,475700915;9,096958731;0,45950681;10,07847038;;;
0,460926741;0,051349625;0,455224425;0,059344637;;;0,475570679;9,082616917;0,458952963;10,10325033;;;
0,459524393;0,051185554;0,455023944;0,058546146;;;0,473480374;9,069017159;0,457113534;10,13545316;;;
0,458695412;0,049834951;0,453291237;0,059868837;;;0,473058313;9,100090135;0,456711173;10,11399788;;;
0,458327591;0,04982751;0,452538908;0,058888913;;;0,471922129;9,096216308;0,455333441;10,06793662;;;
0,456397295;0,05029473;0,451033026;0,057749328;;;0,470715791;9,069566549;0,454490483;10,13491288;;;
0,456268013;0,050330133;0,45059213;0,057714224;;;0,470323712;9,083126795;0,453815043;10,14940361;;;
0,454509467;0,049112494;0,449198723;0,057087193;;;0,468459129;9,082203395;0,452060223;10,12154321;;;
0,454212695;0,048473722;0,448199272;0,057101931;;;0,468178451;9,054892744;0,451877058;10,1261421;;;
0,452943861;0,048157192;0,447846651;0,056182782;;;0,466885;9,066374111;0,450497955;10,09791372;;;
0,451351672;0,047946778;0,446072936;0,056327457;;;0,465765715;9,05926088;0,449346244;9,998524192;;;
0,45100829;0,047814535;0,446101457;0,053646221;;;0,465097934;8,987274186;0,448887587;10,04917243;;;
0,449784011;0,047185456;0,444057733;0,051764309;;;0,463610649;9,035176146;0,447251499;10,05527086;;;
0,448761165;0,046281223;0,44341594;0,052260863;;;0,463288486;9,057927997;0,447025806;10,08637857;;;
0,448247999;0,046594314;0,442947954;0,052704175;;;0,461841494;9,040324555;0,445270181;10,0707904;;;
0,446824431;0,04557188;0,441073596;0,052263697;;;0,460838795;9,027342498;0,44447279;10,04418498;;;
0,446436763;0,048439698;0,441132843;0,050786917;;;0,459834874;9,061139633;0,443399072;10,03597622;;;
0,444700181;0,044758109;0,43924883;0,051407816;;;0,458741039;9,076770456;0,442240536;9,944170153;;;
0,443877637;0,043887167;0,438691974;0,051198814;;;0,458241761;9,048642563;0,441840291;9,937581273;;;
0,443128109;0,043983001;0,437183976;0,051138526;;;0,457001567;9,03596625;0,440217912;9,888110544;;;
0,441149205;0,043475417;0,436397195;0,050525957;;;0,455774039;9,071745107;0,439668417;9,949894956;;;
0,441835791;0,043063869;0,435890973;0,049376395;;;0,455407321;9,063509001;0,438391238;9,940898254;;;
0,439060181;0,042936602;0,433189631;0,049138833;;;0,453504741;9,075123246;0,437489003;9,93660774;;;
0,43891257;0,042312638;0,433953166;0,048324503;;;0,453108132;9,095492346;0,436859757;9,980761655;;;
0,437423766;0,041983321;0,432705343;0,046699679;;;0,451971829;9,10375251;0,435106486;9,920298105;;;
0,436736375;0,041445175;0,430837035;0,045924734;;;0,450801551;9,069000366;0,434648901;9,919271105;;;
0,436309159;0,04091356;0,430719107;0,045623119;;;0,450380743;9,094075781;0,433303982;9,923014081;;;
0,434347302;0,040261706;0,428459287;0,045501562;;;0,448688984;9,132198159;0,432622045;9,850236101;;;
0,433799088;0,04021449;0,42891252;0,044847698;;;0,448305279;9,105636676;0,43122983;9,901194668;;;
0,433734387;0,040346938;0,427635461;0,04419762;;;0,447037518;9,125733406;0,43048507;9,895299972;;;
0,431032717;0,039796753;0,425330073;0,043369532;;;0,445806831;9,107554182;0,429758608;9,88578592;;;
0,430914819;0,038920299;0,425734699;0,043849991;;;0,445316046;9,12438251;0,428212553;9,865269129;;;
0,429887742;0,03849356;0,424273223;0,041925437;;;0,44351086;9,106526075;0,42778793;9,878444027;;;
0,428241521;0,038115943;0,423169017;0,041916059;;;0,443222553;9,123324011;0,426162452;9,87150803;;;
0,427690297;0,037847614;0,422524959;0,041788357;;;0,441999316;9,105936862;0,425800294;9,861028688;;;
0,425923914;0,036911506;0,420778006;0,041478645;;;0,440754831;9,135561675;0,424632251;9,858074274;;;
0,425602078;0,036637456;0,420583844;0,038853855;;;0,440285444;9,16905018;0,423302084;9,788883808;;;
0,425179124;0,036193847;0,419196635;0,039178485;;;0,438374102;9,118491396;0,422997177;9,786253649;;;
0,423603684;0,035871567;0,418030679;0,038986332;;;0,438251376;9,138600215;0,421405703;9,75748764;;;
0,422701955;0,036870696;0,417577535;0,03870965;;;0,436775595;9,110250268;0,421063572;9,793638437;;;
0,422009736;0,034699617;0,416098118;0,039060622;;;0,435860783;9,133940518;0,419367164;9,836624366;;;
0,420667052;0,034545214;0,415598303;0,038189286;;;0,434937537;9,126678774;0,418465793;9,736056006;;;
0,42028302;0,034251438;0,414774448;0,037537914;;;0,433625251;9,132478978;0,417437732;9,787322353;;;
0,419418782;0,033657011;0,413084239;0,037471978;;;0,433113247;9,131436529;0,416089654;9,754679203;;;
0,417534411;0,033158819;0,412908554;0,036496369;;;0,431454509;9,117427328;0,415936083;9,730783563;;;
0,417348921;0,032941152;0,411019534;0,03563835;;;0,430767477;9,123447462;0,414398521;9,765178;;;
0,415838033;0,03226355;0,410427392;0,035524965;;;0,429905713;9,120473801;0,413818061;9,762862804;;;
0,414678752;0,03206251;0,409707457;0,035254725;;;0,428790599;9,10961487;0,412222356;9,701442453;;;
0,414601415;0,031580982;0,40800029;0,034018128;;;0,428224564;9,112767892;0,411762595;9,708603712;;;
0,412690639;0,030882628;0,407943994;0,033812107;;;0,426746845;9,104414939;0,410571426;9,554882193;;;
0,412247121;0,031248272;0,405807197;0,033474733;;;0,425804555;9,124416366;0,4095231;9,53966918;;;
0,410936981;0,0304561;0,405599475;0,032949537;;;0,425108135;9,106064666;0,408981949;9,591361964;;;
0,40925476;0,029882166;0,404943109;0,032426437;;;0,423608094;9,104897;0,407269716;9,565730156;;;
0,40941903;0,029425525;0,402684331;0,032038635;;;0,423176825;9,119851327;0,406882077;9,507885157;;;
0,408225805;0,029102592;0,402886599;0,03144113;;;0,421512604;9,098285065;0,405098766;9,562762033;;;
0,406681001;0,028801369;0,400565684;0,030758039;;;0,420919031;9,093955844;0,404721767;9,52531654;;;
0,406286687;0,028238562;0,39996922;0,029771184;;;0,419882268;9,087591954;0,403400362;9,472140991;;;
0,404323667;0,027701775;0,399648249;0,029475439;;;0,418919712;9,081612681;0,402373046;9,467695147;;;
0,404075593;0,027324757;0,397712529;0,028949192;;;0,418073952;9,093584371;0,401901156;9,503251998;;;
0,402855456;0,027410907;0,397689223;0,028719897;;;0,416302711;9,069196246;0,400123805;9,475422869;;;
0,401101649;0,026588469;0,395894289;0,028248891;;;0,415806711;9,068402884;0,399987191;9,462233251;;;
0,401043952;0,026316314;0,395223141;0,027967605;;;0,414720088;9,068450407;0,39836067;9,540028821;;;
0,399745405;0,02598016;0,394806802;0,026780408;;;0,413773507;9,060340513;0,397625774;9,463959926;;;
0,398647338;0,025508692;0,3929061;0,025499182;;;0,412964702;9,064125894;0,396550864;9,460012851;;;
0,398221105;0,025149799;0,392055601;0,025985316;;;0,411315352;9,013214348;0,395533234;9,495906007;;;
0,396544188;0,024697892;0,391471982;0,025983519;;;0,411189228;9,017049516;0,394888312;9,450252611;;;
0,396174282;0,024159794;0,390090227;0,025070907;;;0,409543812;9,032136021;0,393311679;9,460522235;;;
0,395327359;0,024056087;0,389965355;0,025484322;;;0,408785135;9,048609749;0,392901689;9,432226421;;;
0,393510848;0,023541459;0,387914091;0,024601646;;;0,40814054;9,042546042;0,391533583;9,40979444;;;
0,392964572;0,023030957;0,387468219;0,024386179;;;0,40663752;8,992739446;0,390681088;9,448432413;;;
0,392275542;0,022807072;0,387012899;0,02408047;;;0,406267643;9,017774158;0,389367104;9,445089085;;;
0,3903189;0,022281605;0,38475427;0,023822742;;;0,404670238;8,986787596;0,38854304;9,334910185;;;
0,38995415;0,022058536;0,384467155;0,023238457;;;0,404042691;8,981829221;0,387873858;9,331979096;;;
0,388854921;0,021781777;0,383322775;0,022420359;;;0,402838498;9,005380426;0,386000514;9,337286149;;;
0,387952805;0,021170627;0,382161796;0,022109179;;;0,401705444;8,993606452;0,386009991;9,342222412;;;
0,387084723;0,020847033;0,382139862;0,02138743;;;0,401357681;8,996344177;0,384305149;9,350273068;;;
0,385775238;0,020450269;0,380115896;0,02079315;;;0,399629861;9,018715316;0,383875132;9,333233985;;;
0,385454476;0,020201576;0,379667938;0,020126104;;;0,399223953;8,979964854;0,382092953;9,268163041;;;
0,384489834;0,019949795;0,379338652;0,019960425;;;0,397682667;8,973820629;0,381829143;9,289281773;;;
0,382211059;0,01952307;0,377340734;0,019654743;;;0,396775275;8,991263847;0,380641133;9,191359385;;;
0,382922083;0,019060719;0,376504868;0,01880879;;;0,396068275;8,999554682;0,379408449;9,21061495;;;
0,381188959;0,018525334;0,374957174;0,01864891;;;0,394687086;8,978633207;0,378685236;9,203731104;;;
0,379263133;0,018180704;0,374285281;0,018273131;;;0,394056261;8,984281733;0,377321452;9,171363611;;;
0,379674286;0,017952147;0,374470472;0,01777234;;;0,392556429;8,960508107;0,377153993;9,17126831;;;
0,378077865;0,017491154;0,371772408;0,017363654;;;0,391907752;9,040376105;0,375304163;9,237257085;;;
0,377012819;0,017144749;0,371252418;0,017039836;;;0,390726;8,992605354;0,374752313;9,180606698;;;
0,376201659;0,016831243;0,371183634;0,016353557;;;0,389557689;8,948216674;0,373466849;9,11936931;;;
0,374168068;0,016398362;0,369150758;0,016466989;;;0,389183521;8,934559505;0,372514695;9,078789277;;;
0,373760462;0,016008188;0,368840128;0,01564624;;;0,387589306;8,97659617;0,37172848;9,10175778;;;
0,372856289;0,015896374;0,366897285;0,015330769;;;0,387149394;9,003248587;0,370425463;9,072891001;;;
0,371237755;0,015513331;0,366205484;0,015130165;;;0,385756463;8,973315131;0,3695921;9,094466197;;;
0,370910138;0,014999764;0,365607232;0,014718642;;;0,385167211;8,988798753;0,368255615;9,019953148;;;
0,370215803;0,014684941;0,363415152;0,01372072;;;0,384112507;8,973756563;0,367847919;9,001344985;;;
0,368784785;0,014373102;0,362994224;0,013258451;;;0,382559657;8,943245933;0,366137683;9,034568289;;;
0,368183792;0,014021006;0,362349838;0,012868568;;;0,382160991;8,9189509;0,365931243;9,038647532;;;
0,367207527;0,013627102;0,361459196;0,012748467;;;0,38062185;8,926102298;0,36446774;9,021179212;;;
0,365834862;0,013373275;0,360550642;0,012324281;;;0,379995227;8,912212952;0,363584667;8,987156085;;;
0,365442634;0,013033446;0,359340549;0,01197933;;;0,378703266;8,952223367;0,36237523;8,998287611;;;
0,363630593;0,012766443;0,358416826;0,01145938;;;0,377866924;8,892201932;0,361605346;8,979078262;;;
0,362787277;0,012414354;0,357920021;0,011000016;;;0,376980752;8,916593856;0,360837638;8,977604524;;;
0,362712026;0,012102092;0,355871111;0,010692304;;;0,375425726;8,8980409;0,359296799;8,979904853;;;
0,360743552;0,011736898;0,355771661;0,010331609;;;0,375264525;8,883045435;0,358901918;8,890257099;;;
0,360000581;0,011322855;0,354494482;0,009577104;;;0,373792261;8,874843642;0,357200176;8,937879639;;;
0,359185427;0,011039466;0,35315603;0,009474927;;;0,37313509;8,865139556;0,356929034;8,847475646;;;
0,357253224;0,010782186;0,352769464;0,009339376;;;0,371901304;8,822993956;0,355484724;8,866811361;;;
0,357336253;0,010233911;0,35093227;0,008865954;;;0,370774448;8,89596012;0,354722142;8,798240788;;;
0,355444878;0,01008945;0,350572139;0,008586091;;;0,370261371;8,866903772;0,353136688;8,799186717;;;
0,354630888;0,009660267;0,350157589;0,008273487;;;0,368778437;8,845353542;0,352745086;8,839333975;;;
0,354819268;0,009462223;0,347783893;0,007953732;;;0,368151963;8,864241136;0,351514786;8,784730105;;;
0,352289408;0,009141518;0,347292602;0,007656865;;;0,366550326;8,86307914;0,350577444;8,742969521;;;
0,351464361;0,008916961;0,346858382;0,007159964;;;0,366167307;8,828630084;0,349590838;8,824361416;;;
0,351287365;0,008664905;0,345388442;0,006877813;;;0,364718646;8,832034495;0,348599285;8,787635075;;;
0,348917335;0,008301078;0,344870716;0,006638234;;;0,36392355;8,801945903;0,3475869;8,732109692;;;
0,348828137;0,007965556;0,342615336;0,006244145;;;0,362669617;8,793051408;0,346029192;8,776506731;;;
0,347601712;0,007717314;0,342329204;0,005916383;;;0,361678541;8,861193586;0,346082091;8,766376225;;;
0,346106946;0,007517884;0,341741681;0,005602912;;;0,360934377;8,789219178;0,344359249;8,583465151;;;
0,346049845;0,007171907;0,339533597;0,005312665;;;0,359652877;8,804077312;0,343500435;8,594076064;;;
0,344740748;0,007000877;0,339868426;0,00519042;;;0,359149426;8,825541406;0,342580199;8,609338589;;;
0,343154997;0,006798089;0,33873409;0,004658712;;;0,357580692;8,772141133;0,34153074;8,603295936;;;
0,34300977;0,006454382;0,336979508;0,004527317;;;0,357091904;8,744372206;0,34105742;8,566011856;;;
0,341634899;0,006238504;0,336768657;0,004368247;;;0,355891973;8,678928561;0,339377999;8,62073023;;;
0,340162575;0,005974848;0,334609687;0,004121503;;;0,354878575;8,711819294;0,338668406;8,543812031;;;
0,340497524;0,005728296;0,334374368;0,003821714;;;0,354046524;8,744587113;0,337605238;8,559842465;;;
0,338145494;0,005499881;0,333402365;0,003507574;;;0,352753311;8,758081608;0,336584419;8,554138564;;;
0,337397039;0,005342619;0,331827611;0,003243713;;;0,352250874;8,727543307;0,335485309;8,472879734;;;
0,337702304;0,005110439;0,331098914;0,003125193;;;0,350319505;8,729407909;0,334526867;8,356280043;;;
0,335724443;0,004891366;0,33057484;0,002817695;;;0,350077718;8,718235407;0,333780348;8,374847103;;;
0,334423721;0,004707528;0,329037517;0,002539825;;;0,348699868;8,699814819;0,33201924;8,323356986;;;
0,334669679;0,004538939;0,328577667;0,002484739;;;0,347894281;8,690477953;0,331927449;8,335450345;;;
0,332115024;0,004310305;0,327483773;0,002341035;;;0,346804738;8,691358004;0,330359876;8,35854936;;;
0,331769496;0,004116066;0,32631886;0,002196747;;;0,345397949;8,650519412;0,329646111;8,39197152;;;
0,331477791;0,003954739;0,325796694;0,001946674;;;0,345380962;8,655097477;0,328149825;8,33974696;;;
0,328859717;0,003706398;0,32427302;0,001748087;;;0,343816549;8,642581697;0,327731431;8,358666412;;;
0,328660518;0,003530195;0,323087871;0,001552564;;;0,343118936;8,649474996;0,326719195;8,372930674;;;
0,328432471;0,003365819;0,323717058;0,001358631;;;0,342009157;8,613153931;0,325438917;8,353736092;;;
0,326119632;0,003178955;0,321551591;0,001222907;;;0,340594023;8,625527436;0,324800372;8,304883452;;;
0,325670213;0,003021112;0,320480853;0,001096449;;;0,340447724;8,629323114;0,323334873;8,306547534;;;
0,32475245;0,002813322;0,319831729;0,000916343;;;0,338751614;8,622728627;0,323227823;8,281234287;;;
0,322925836;0,002641694;0,317880124;0,000706183;;;0,338170856;8,593757268;0,321357548;8,282257623;;;
0,322822005;0,002479681;0,317242563;0,000485938;;;0,336544812;8,565848022;0,320849419;8,268741677;;;
0,321952969;0,002279472;0,317184359;0,000286691;;;0,336130172;8,50505815;0,319362521;8,288805096;;;
0,320218623;0,00210029;0,314964414;6,1153E-05;;;0,335099995;8,516910993;0,318548292;8,285836099;;;
0,319805145;0,001908049;0,314142019;-6,711E-05;;;0,333768666;8,495502107;0,317599475;8,229542335;;;
0,319033504;0,001741459;0,313459009;-0,000246898;;;0,333190918;8,513682628;0,316429317;8,269523759;;;
0,317306787;0,001572359;0,311853588;-0,000454345;;;0,331529915;8,51094991;0,315672159;8,183272482;;;
0,316853315;0,001357605;0,311282247;-0,000565142;;;0,331083566;8,510520573;0,314228803;8,205329404;;;
0,316489518;0,001171247;0,310934424;-0,0007436;;;0,329722583;8,510823086;0,313820064;8,229351187;;;
0,314592093;0,001000564;0,308844864;-0,000985873;;;0,328725159;8,509135247;0,311994463;8,167900771;;;
0,313465446;0,000849813;0,308374941;-0,001189833;;;0,328104258;8,514998964;0,312036037;8,151772029;;;
0,313753664;0,000710311;0,307919592;-0,001264833;;;0,326635867;8,541223481;0,310368925;8,150275639;;;
0,311687469;0,000565823;0,307287455;-0,001369345;;;0,326625288;8,478685042;0,309504896;8,115637073;;;
0,310520649;0,000398508;0,306753695;-0,001368913;;;0,324630439;8,491302914;0,308371753;8,152131299;;;
0,310247183;0,000247392;0,304142356;-0,001666419;;;0,324143797;8,434575634;0,307713032;8,061957894;;;
0,308305472;0,00012089;0,306111932;-0,00165322;;;0,322826236;8,497588399;0,306704968;8,125243298;;;
0,307227224;-1,33858E-06;0,30542779;-0,001834095;;;0,321909428;8,469875767;0,305281818;8,090319159;;;
0,305815369;-0,000102304;0,30397284;-0,001894786;;;0,321080387;8,447146415;0,304790378;8,082486577;;;
0,307294011;-9,85781E-05;0,303376645;-0,002077535;;;0,31973204;8,487292967;0,302957445;8,043090307;;;
0,308181286;-0,00010247;0,302375942;-0,002117856;;;0,319371641;8,43179526;0,302998632;8,065780938;;;
0,307152838;-0,000195275;0,301027805;-0,002364898;;;0,317673564;8,48182648;0,30136463;8,018461189;;;
0,304956764;-0,000186259;0,299818575;-0,002500557;;;0,317262441;8,404458121;0,300727129;8,019041655;;;
0,306285799;-0,000293508;0,300325632;-0,002610105;;;0,315495253;8,421068623;0,299577117;7,991130795;;;
0,304480761;-0,000405717;0,29805541;-0,002846857;;;0,31465888;8,488291733;0,298454642;7,900657839;;;
0,303943276;-0,000545233;0,29728651;-0,002956744;;;0,314052582;8,333833385;0,298021406;7,93333314;;;
0,302389592;-0,000671605;0,296912789;-0,00302878;;;0,31273073;8,326993092;0,296439439;7,946651913;;;
0,301360101;-0,000777218;0,295286179;-0,003148243;;;0,312195271;8,30066272;0,295591116;7,908886724;;;
0,301006377;-0,000873543;0,293427765;-0,00334568;;;0,310246319;8,318212331;0,294441223;7,877714105;;;
0,300562829;-0,000982373;0,29407528;-0,003361185;;;0,309948266;8,342045075;0,294018745;7,883842678;;;
0,298430234;-0,001104332;0,291648746;-0,003533549;;;0,308892399;8,276286767;0,291826636;7,846350655;;;
0,297735959;-0,001196086;0,290493548;-0,003602401;;;0,307905614;8,319471939;0,291883856;7,851064179;;;
0,297508985;-0,001279642;0,290586621;-0,003645717;;;0,306917697;8,334746855;0,290232897;7,83607061;;;
0,296035677;-0,001407173;0,289659828;-0,003671469;;;0,30581215;8,305610547;0,289520085;7,81780647;;;
0,294460326;-0,001537724;0,287335604;-0,003767055;;;0,305268347;8,272212207;0,288521647;7,807738648;;;
0,29479441;-0,001652326;0,287165195;-0,003919454;;;0,303656042;8,318907082;0,287568599;7,77284091;;;
0,293088883;-0,001754513;0,286406904;-0,004025239;;;0,302965045;8,256153885;0,286997825;7,75662168;;;
0,291494131;-0,001854666;0,284917921;-0,004083157;;;0,301547706;8,309892642;0,285418779;7,725943171;;;
0,291685432;-0,001968828;0,284575999;-0,004223382;;;0,300912768;8,256490281;0,284790933;7,725149489;;;
0,289487004;-0,002085272;0,283336937;-0,00429835;;;0,299729913;8,207589387;0,283495784;7,724799665;;;
0,288361371;-0,002128196;0,282048225;-0,00437271;;;0,29869312;8,24638001;0,282695293;7,729959566;;;
0,289019525;-0,002285745;0,281650245;-0,004378574;;;0,298098445;8,218072128;0,281470835;7,723821597;;;
0,286430985;-0,002416341;0,279842436;-0,004676018;;;0,296651721;8,199580663;0,280595362;7,667481577;;;
0,285758436;-0,00253845;0,279056638;-0,004772546;;;0,296414107;8,162287945;0,27962628;7,640670677;;;
0,285223663;-0,002639101;0,279663473;-0,004930738;;;0,29443264;8,140270229;0,278184116;7,628727551;;;
0,284396768;-0,002752632;0,277311295;-0,005031648;;;0,294130832;8,192980275;0,277938277;7,569634311;;;
0,282421023;-0,002895997;0,275957137;-0,0050633;;;0,292918205;8,180266833;0,276301295;7,572580193;;;
