Ewe/V;BA1_C;Ewe/V;BA2_C;<--CV_beggining
0,318400294;14,95466112;-0,139374003;4,729201542;
0,318806559;14,95465856;-0,140768558;4,736872859;
0,319377929;14,97019309;-0,14240329;4,752035464;
0,31998837;14,98751954;-0,142318979;4,775636975;
0,320370048;15,0024022;-0,143933013;4,627800038;
0,320880175;14,99746107;-0,14474152;4,61255949;
0,32142055;14,98535631;-0,145888105;4,670160551;
0,321859419;15,00487749;-0,146943629;4,683840077;
0,322376996;15,02285684;-0,147434786;4,671922998;
0,322950512;15,0626419;-0,149219111;4,609965258;
0,323323756;15,06598731;-0,149867371;4,575371735;
0,323954552;15,07285845;-0,150741383;4,612604662;
0,324375153;15,02514068;-0,151706755;4,546130268;
0,324819654;15,01040601;-0,152374014;4,548132359;
0,32553494;15,02479371;-0,15435563;4,552617442;
0,325922936;15,03197917;-0,154755607;4,492128028;
0,326277286;15,05820826;-0,155473724;4,48374385;
0,327018052;15,07323155;-0,157088324;4,427684514;
0,327470243;15,08499408;-0,156850249;4,479429722;
0,327818871;15,08904778;-0,15978919;4,438794504;
0,328399777;15,06507379;-0,159401849;4,435627065;
0,328790605;15,06653761;-0,160801247;4,424878614;
0,32935068;15,06931691;-0,161995828;4,382523629;
0,329985708;15,08948059;-0,161859944;4,279141918;
0,330195576;15,11627022;-0,164273337;4,322719287;
0,330729038;15,10284017;-0,164618179;4,288017346;
0,33143267;15,07661821;-0,165606767;4,201561816;
0,331705064;15,11953238;-0,166855633;4,205255458;
0,332274616;15,11250572;-0,167304099;4,237270917;
0,332917839;15,11259638;-0,168990821;4,258835452;
0,333210588;15,12914093;-0,169882476;4,197701717;
0,333694279;15,12153722;-0,170245782;4,167309074;
0,334427685;15,13460301;-0,171709612;4,147986728;
0,334781855;15,15890082;-0,172341973;4,127194303;
0,335258871;15,1637839;-0,173934266;4,113119865;
0,335796356;15,1871927;-0,174837708;4,107334714;
0,336309463;15,11840944;-0,175734505;4,054097024;
0,3368119;15,16138876;-0,176841304;4,035468655;
0,337353438;15,15029835;-0,177552745;4,036555231;
0,33782956;15,13537885;-0,178893656;4,050311459;
0,33822301;15,16584526;-0,179860041;4,020900675;
0,338905871;15,17276896;-0,18050079;3,952723775;
0,339354277;15,19390256;-0,182165697;3,927036036;
0,339799643;15,19607655;-0,18249622;3,957024679;
0,340342283;15,20084416;-0,184157208;3,93363249;
0,340642273;15,19533539;-0,184739858;3,923503378;
0,341185004;15,20791964;-0,18526499;3,933612103;
0,341917276;15,24739047;-0,187073335;3,921861131;
0,342210442;15,24383046;-0,187280566;3,888170591;
0,342793077;15,22460379;-0,18974939;3,888693553;
0,343203187;15,21144843;-0,188939691;3,83445713;
0,343719989;15,23291209;-0,190813109;3,83479269;
0,34424153;15,27198245;-0,191889629;3,837038373;
0,344768107;15,22964827;-0,192616522;3,824281973;
0,345174581;15,22807043;-0,194282398;3,77469635;
0,345832646;15,26389305;-0,193979681;3,802843362;
0,346124858;15,24702853;-0,196456715;3,74315584;
0,346622467;15,2651739;-0,19645308;3,7598665;
0,347369969;15,24280462;-0,198109478;3,689515428;
0,347926348;15,27912604;-0,198858768;3,678682514;
0,34830609;15,28188374;-0,199245632;3,644434285;
0,348830938;15,25558141;-0,201615512;3,65104096;
0,349283338;15,27020845;-0,201160073;3,599902032;
0,349731833;15,27402074;-0,203185529;3,618471874;
0,350272685;15,29222822;-0,203738987;3,602558172;
0,35083437;15,28009159;-0,204512641;3,596928533;
0,351311505;15,2977075;-0,20636484;3,583166516;
0,351878792;15,30529547;-0,206139952;3,547102548;
0,352326781;15,30694353;-0,208256289;3,560273854;
0,352710903;15,28486242;-0,209232166;3,507333573;
0,353479415;15,31027648;-0,209223792;3,485271956;
0,353769898;15,33145757;-0,211209953;3,457182386;
0,354266107;15,32655819;-0,21110782;3,460634771;
0,35483411;15,34064175;-0,213691995;3,455325402;
0,355228603;15,33505947;-0,213600352;3,397749997;
0,355458856;15,30618723;-0,214502454;3,351872139;
0,356353402;15,31928559;-0,21595265;3,366967618;
0,356794506;15,35124884;-0,216379061;3,37698592;
0,35708189;15,36662426;-0,218733042;3,34610219;
0,35783428;15,32705245;-0,218460292;3,373964749;
0,358276248;15,34194124;-0,219856456;3,292606651;
0,358647704;15,36066442;-0,220873937;3,314925099;
0,359251827;15,34015869;-0,221457273;3,242674789;
0,35981676;15,34512007;-0,223314777;3,263782915;
0,360058993;15,33744997;-0,223434642;3,269410768;
0,360801697;15,35472155;-0,2251468;3,243920676;
0,361224651;15,36641664;-0,225700572;3,250845003;
0,361700058;15,37078183;-0,226642594;3,18152298;
0,362315834;15,37839617;-0,227945283;3,140424854;
0,362856537;15,35000915;-0,228469342;3,166145677;
0,363199979;15,37978992;-0,229857937;3,164665336;
0,363840193;15,38623694;-0,231029734;3,096768721;
0,364309996;15,37806665;-0,231385514;3,083676675;
0,364710599;15,37864007;-0,23352465;3,092616191;
0,365269333;15,36679132;-0,23344034;3,066123954;
0,365913719;15,38880598;-0,235079333;3,061855753;
0,366267055;15,39651271;-0,236411512;3,020137164;
0,366878778;15,40493576;-0,235956639;3,014562785;
0,367334664;15,3948536;-0,238149226;2,999316189;
0,367669731;15,4059707;-0,238497347;2,980632289;
0,36835748;15,40698311;-0,240416348;2,987919609;
0,36883679;15,4029446;-0,240907356;2,945294426;
0,369256318;15,40179345;-0,241201386;2,964512557;
0,369784445;15,41019716;-0,243001819;2,932526179;
0,370292366;15,37660271;-0,243364424;2,943811602;
0,370652795;15,40242366;-0,24561654;2,925903748;
0,371207207;15,40278693;-0,245765075;2,861486733;
0,371783286;15,41784044;-0,246367604;2,836524106;
0,372290373;15,41734622;-0,24830173;2,814437521;
0,37267223;15,3939703;-0,248060688;2,77327998;
0,373165488;15,39636262;-0,250126064;2,775877319;
0,373636007;15,42421828;-0,250854909;2,758433932;
0,374262393;15,43081285;-0,251546592;2,743762497;
0,374761641;15,43341412;-0,253572524;2,74271518;
0,375324696;15,41120914;-0,253535628;2,711448294;
0,375786066;15,42753913;-0,255192727;2,674126418;
0,376259059;15,43557471;-0,255714029;2,702349703;
0,376777083;15,41512224;-0,256846488;2,64927733;
0,377337992;15,41245531;-0,258049637;2,662674297;
0,377736837;15,41722541;-0,258452564;2,639449488;
0,378244311;15,42713607;-0,260098428;2,633716601;
0,378814667;15,41812192;-0,261021882;2,576839592;
0,379282445;15,42955692;-0,261122644;2,5888826;
0,379787952;15,4469514;-0,26320067;2,596550807;
0,380225778;15,42291069;-0,263103217;2,560296756;
0,380910754;15,40800495;-0,264938444;2,536785476;
0,381310493;15,41999137;-0,265957922;2,534146639;
0,381764233;15,41705512;-0,266382247;2,528557557;
0,382208526;15,42985964;-0,268742025;2,493320302;
0,382703364;15,4140443;-0,267867416;2,497352722;
0,383246094;15,42189915;-0,26986593;2,474858836;
0,383763522;15,4295522;-0,271058381;2,486803372;
0,384208858;15,40172352;-0,271456391;2,414057285;
0,384832263;15,4016408;-0,27320081;2,422570148;
0,385150462;15,43390782;-0,273281872;2,390370279;
0,385708928;15,4113676;-0,274987698;2,406380339;
0,386191547;15,40339941;-0,276476026;2,374444099;
0,386718243;15,38426776;-0,27618742;2,372683491;
0,387147635;15,4044429;-0,27786994;2,365534202;
0,387769133;15,39503393;-0,278233826;2,315429752;
0,388240516;15,407288;-0,279622525;2,319438087;
0,388763011;15,39215763;-0,280936807;2,300993653;
0,389294386;15,38984589;-0,281508923;2,287576986;
0,389949411;15,3956045;-0,282922685;2,240102338;
0,390209317;15,39201167;-0,283739537;2,226749895;
0,390847594;15,38248272;-0,284901619;2,23692402;
0,391415745;15,35117007;-0,285939664;2,229321248;
0,391749769;15,37165525;-0,286649346;2,217388464;
0,392237484;15,35829958;-0,288344562;2,183289465;
0,392861843;15,34707855;-0,288674504;2,166522111;
0,39325726;15,35593719;-0,289276838;2,138344241;
0,393779993;15,36997788;-0,291646928;2,137782397;
0,394444436;15,36930652;-0,29122144;2,084184999;
0,394822061;15,36290627;-0,293190449;2,115724259;
0,39522475;15,35412208;-0,293383658;2,095950994;
0,395885408;15,31712318;-0,294410825;2,07826532;
0,396393239;15,34424377;-0,296348542;2,087343331;
0,396727085;15,32851335;-0,296215862;2,049350166;
0,397435188;15,32320803;-0,298361987;2,019755089;
0,397732317;15,33731262;-0,298392117;1,998197292;
0,398465425;15,29115904;-0,29970178;1,978390705;
0,39893961;15,28694782;-0,300771117;1,959970724;
0,399408311;15,29820123;-0,301422477;1,933799962;
0,399853051;15,29454155;-0,303369105;1,924809444;
0,400324047;15,29886317;-0,303237796;1,894055562;
0,400809795;15,30507691;-0,304908365;1,89896094;
0,401389569;15,30146922;-0,305996776;1,871256309;
0,40181607;15,28531559;-0,306113958;1,860659071;
0,402452022;15,27684339;-0,308204323;1,836769514;
0,402793199;15,27040836;-0,308188468;1,829736134;
0,403279752;15,25693224;-0,31019339;1,826313063;
0,4037866;15,25747398;-0,310886115;1,793279622;
0,404424697;15,26174014;-0,311171591;1,770636696;
0,404858232;15,24537226;-0,313319653;1,763717337;
0,405365169;15,23891762;-0,313665569;1,7531027;
0,40583998;15,22351952;-0,315444469;1,755492302;
0,406241864;15,21767698;-0,315543175;1,72349515;
0,406792134;15,22428404;-0,31661582;1,712068763;
0,407325268;15,22077324;-0,318119913;1,7143356;
0,407755733;15,21962812;-0,318805158;1,701747174;
0,40831548;15,19885813;-0,319588095;1,684660699;
0,408761978;15,20334399;-0,320826143;1,659879671;
0,409085244;15,19051363;-0,321594119;1,656447952;
0,409836531;15,18017932;-0,323345512;1,651627536;
0,410360605;15,17925249;-0,323691398;1,642805189;
0,410836369;15,15976181;-0,325008929;1,630186395;
0,411315739;15,18145619;-0,325495839;1,601366145;
0,411715627;15,1928163;-0,326572597;1,586245452;
0,412245274;15,16764973;-0,328165948;1,581967422;
0,412753165;15,19113975;-0,32825163;1,548498807;
0,413273007;15,1835794;-0,330425531;1,515810365;
0,41371575;15,19072172;-0,330366313;1,499026188;
0,414299935;15,18746938;-0,331382394;1,507515164;
0,414735913;15,18539964;-0,333123207;1,48753101;
0,41525805;15,19325209;-0,33332175;1,474157648;
0,415713012;15,1752178;-0,335478246;1,469817234;
0,41625607;15,17952355;-0,335667104;1,469800679;
0,41684556;15,19603799;-0,336339623;1,414759227;
0,417258888;15,16685367;-0,338275641;1,419841137;
0,417789757;15,18572235;-0,338374168;1,431852691;
0,41821605;15,18006065;-0,339920968;1,414439437;
0,418735683;15,18664478;-0,340999782;1,405986281;
0,419308126;15,19388307;-0,341417789;1,39450655;
0,419855505;15,19367337;-0,343209326;1,378635216;
0,420336336;15,17057382;-0,343692213;1,337693894;
0,420753837;15,17942599;-0,344894141;1,299669473;
0,421180576;15,17786472;-0,346036613;1,306080157;
0,421644628;15,18247439;-0,346408993;1,299402887;
0,422173917;15,18394884;-0,348093778;1,300127854;
0,422722101;15,19474897;-0,348672777;1,285232312;
0,423385262;15,19238224;-0,349294454;1,275009733;
0,423772246;15,17523756;-0,351656765;1,245916921;
0,424176663;15,18167857;-0,351202875;1,248909394;
0,424784929;15,17056054;-0,353318125;1,227360049;
0,425284177;15,18777525;-0,353619426;1,221405605;
0,425608635;15,19640734;-0,354444742;1,198441298;
0,426181227;15,19124076;-0,356213957;1,170111665;
0,426758617;15,18170531;-0,356094331;1,155102586;
0,427165926;15,14822248;-0,358268917;1,152774069;
0,427705705;15,14591493;-0,359133601;1,147975131;
0,428331941;15,16607113;-0,359409451;1,129672365;
0,428777307;15,15888662;-0,361617029;1,105455149;
0,429435372;15,16334499;-0,36113435;1,0909388;
0,429853261;15,17602926;-0,362764686;1,071295226;
0,430154651;15,18816062;-0,364159852;1,07377111;
0,430678219;15,1732039;-0,364311963;1,06619266;
0,4313429;15,16327267;-0,365994006;1,05805975;
0,431667417;15,16067763;-0,366904169;1,031969684;
0,432230383;15,16241062;-0,367629737;1,018042488;
0,43282181;15,16028413;-0,369291067;1,012752673;
0,433242857;15,16479597;-0,369926453;0,972223124;
0,43372184;15,1656139;-0,370905668;0,980194852;
0,434348255;15,16570059;-0,372765273;0,983382;
0,43466112;15,17143025;-0,371911377;0,947568924;
0,435210139;15,14028292;-0,374729931;0,942734851;
0,435760587;15,16194635;-0,374866456;0,932219957;
0,436131984;15,17040218;-0,375535101;0,910971968;
0,43658644;15,16246244;-0,377437145;0,908781267;
0,437302083;15,1560636;-0,377664208;0,897810879;
0,437780976;15,15036095;-0,378922284;0,893730584;
0,438166797;15,16003406;-0,380201191;0,873836196;
0,438756317;15,15874598;-0,380428702;0,875817639;
0,439227104;15,15637495;-0,382125944;0,855795654;
0,43965885;15,15536615;-0,382769912;0,849508109;
0,440143049;15,15193075;-0,383557051;0,830323933;
0,440749586;15,17341635;-0,38473773;0,825174376;
0,441171587;15,16101419;-0,385905772;0,800312732;
0,441728026;15,16046156;-0,386937469;0,803198342;
0,442157686;15,15754002;-0,388346702;0,790622374;
0,442851871;15,15942346;-0,388149381;0,771686778;
0,443253428;15,14550635;-0,390313327;0,758001003;
0,443762541;15,15813326;-0,390799373;0,746238522;
0,444359332;15,16365127;-0,391810358;0,742668803;
0,444760084;15,14357855;-0,393592477;0,723873195;
0,445210695;15,15632937;-0,393741012;0,715913498;
0,44580543;15,16099356;-0,394505829;0,721950745;
0,446404338;15,16010117;-0,396651924;0,685842831;
0,446799815;15,15009227;-0,396567792;0,690489509;
0,447268695;15,14869683;-0,398299396;0,678845151;
0,447881162;15,12203863;-0,398773581;0,659718079;
0,448369682;15,10334375;-0,399338335;0,645833206;
0,448697507;15,12549134;-0,401154101;0,651982421;
0,449408829;15,13038454;-0,401916981;0,639723892;
0,449814796;15,14208945;-0,402440846;0,633693349;
0,450218916;15,13828;-0,40441823;0,612714848;
0,450874984;15,11494516;-0,404513687;0,602899791;
0,451478481;15,13779922;-0,406469911;0,602688833;
0,451707363;15,12016084;-0,406374156;0,576275756;
0,45218125;15,12585403;-0,407665431;0,560557913;
0,453024685;15,11786421;-0,409093291;0,555409159;
0,453244597;15,13303662;-0,409159571;0,551270484;
0,453717232;15,13686247;-0,411591589;0,542286739;
0,454330862;15,12594444;-0,41127339;0,535980552;
0,454895228;15,12356989;-0,412665129;0,528490758;
0,455190778;15,12585971;-0,414533138;0,521899313;
0,455919147;15,11772764;-0,414152741;0,511928132;
0,456309438;15,12870926;-0,41596958;0,497845829;
0,45678857;15,131486;-0,416880906;0,485702541;
0,457228482;15,11143924;-0,417600125;0,487473919;
0,457799971;15,11352668;-0,418855697;0,465564151;
0,458257914;15,10183406;-0,419598699;0,452506563;
0,458765566;15,0937743;-0,42122072;0,440079905;
0,459259599;15,10677078;-0,422510564;0,440068989;
0,459792078;15,11075558;-0,42244488;0,421065474;
0,460249752;15,09267411;-0,423884451;0,41262955;
0,46081388;15,10392009;-0,424915582;0,407310755;
0,461281598;15,10022577;-0,425776988;0,40024764;
0,461842149;15,07944576;-0,427445561;0,39050991;
0,462209105;15,0833088;-0,427029818;0,381247605;
0,462773144;15,0695406;-0,429359615;0,374316811;
0,463401675;15,08043636;-0,429835707;0,364299702;
0,463796973;15,06786725;-0,430806339;0,358388658;
0,464301676;15,06596797;-0,432151139;0,351718288;
0,464870721;15,06055103;-0,432344556;0,336470166;
0,465308875;15,0587767;-0,434570014;0,327200681;
0,465672612;15,05949873;-0,435047537;0,319117742;
0,466199577;15,05857401;-0,435508966;0,312636911;
0,46680373;15,05100972;-0,437351614;0,306748569;
0,467262715;15,04301915;-0,437504441;0,294094375;
0,46777612;15,0387312;-0,438984782;0,281361401;
0,468358904;15,03070518;-0,44015649;0,28141788;
0,468706697;15,03360813;-0,440942615;0,268694647;
0,469246179;15,03153964;-0,441877127;0,266388562;
0,46985364;15,01627728;-0,442781001;0,254401777;
0,47028929;15,01815877;-0,443856686;0,248934064;
0,470642388;15,01263682;-0,445736438;0,236099092;
0,471307278;15,0154802;-0,445546746;0,230621546;
0,471601099;15,01334732;-0,446758002;0,22070192;
0,472167194;15,00049251;-0,447944015;0,213865889;
0,472773254;14,98792695;-0,448137909;0,208285204;
0,473313957;14,9972477;-0,450531393;0,201503812;
0,47350058;14,98987518;-0,450322628;0,194385427;
0,474225789;14,99403699;-0,451605976;0,184688016;
0,474665791;14,99089821;-0,453712851;0,18094254;
0,475010335;14,98227694;-0,453438163;0,170519421;
0,475645274;14,97248676;-0,454741776;0,163257736;
0,476270795;14,98844032;-0,45627293;0,159370875;
0,476593137;14,97294578;-0,456241846;0,154761152;
0,477129519;14,9651167;-0,458301842;0,146688846;
0,477571785;14,95909585;-0,458847046;0,134573291;
0,478166223;14,97247062;-0,460059732;0,128699153;
0,47862196;14,9549746;-0,461406887;0,122240008;
0,479148984;14,97077578;-0,461355001;0,113835543;
0,479627073;14,94821877;-0,463112175;0,110838779;
0,480236858;14,94371705;-0,464226961;0,102987732;
0,480616361;14,9334147;-0,464657336;0,092214368;
0,481308639;14,93932297;-0,466088057;0,088905956;
0,481725186;14,93569946;-0,466555208;0,083677052;
0,482190698;14,93169661;-0,468580157;0,073851379;
0,482658178;14,93813936;-0,469439626;0,068619874;
0,483255059;14,93543891;-0,469489455;0,061594693;
0,48369509;14,89971326;-0,471644908;0,055269749;
0,484204769;14,93023239;-0,471879482;0,05168716;
0,484745651;14,92365657;-0,473166287;0,047754824;
0,485312879;14,91151297;-0,474271655;0,044553224;
0,485611856;14,92144264;-0,474312544;0,037777547;
0,486256421;14,88121437;-0,476402879;0,028107;
0,486757815;14,90426688;-0,477139056;0,023279464;
0,48708424;14,90333306;-0,477608919;0,015871823;
0,487614393;14,90655917;-0,479694575;0,009883606;
0,488270611;14,88356363;-0,47974357;0,00553016;
0,48857066;14,89596058;-0,480937779;-0,000565563;
0,489049911;14,88675163;-0,480403125;-0,002154126;
0,489678383;14,88644485;-0,480951667;-0,003815188;
0,49013561;14,87880693;-0,482789069;-0,00784367;
0,490585983;14,87819733;-0,483845621;-0,01160336;
0,491238058;14,86145905;-0,483699232;-0,019206471;
0,491566837;14,86802676;-0,485389203;-0,024101331;
0,492279828;14,87027511;-0,486100942;-0,028467833;
0,492534608;14,85549362;-0,487683088;-0,030872246;
0,493087947;14,85825954;-0,488490999;-0,040021441;
0,493788451;14,85640932;-0,48909986;-0,042972871;
0,494248599;14,83720253;-0,490607172;-0,045763849;
0,4947249;14,84603535;-0,49153772;-0,052152706;
0,49529928;14,8358445;-0,492032081;-0,055466579;
0,495750755;14,83217679;-0,493906558;-0,062659873;
0,496069193;14,83630831;-0,493787676;-0,068204846;
0,496722162;14,82695013;-0,495377183;-0,071536732;
0,497270077;14,82231427;-0,496547997;-0,075668358;
0,497590601;14,81472037;-0,496706933;-0,081564064;
0,498258144;14,81267344;-0,49906528;-0,080832354;
0,4988783;14,79785421;-0,499088556;-0,083732166;
0,499259055;14,79577687;-0,499926746;-0,084637756;
0,499612838;14,79830926;-0,501933753;-0,091191183;
0,500363588;14,79325771;-0,502721965;-0,09851085;
0,500804782;14,78593847;-0,502972305;-0,100648029;
0,501308918;14,78700761;-0,504640996;-0,107112481;
0,501712024;14,75633253;-0,504829824;-0,106951158;
0,50232178;14,76561649;-0,506749988;-0,107251479;
0,502787232;14,77106078;-0,50769639;-0,108944708;
0,503277838;14,75927585;-0,507729113;-0,115222989;
0,50388217;14,75905799;-0,510088086;-0,119114086;
0,504239619;14,73380484;-0,510972083;-0,121255309;
0,504663587;14,73736978;-0,510778964;-0,1211737;
0,505209625;14,73954519;-0,512513161;-0,12639426;
0,505863488;14,73433071;-0,513020456;-0,130552875;
0,50632894;14,73968007;-0,514923692;-0,130648958;
0,50668329;14,72714437;-0,515500724;-0,132994472;
0,507154107;14,72063399;-0,515840173;-0,134198985;
0,507721007;14,71139557;-0,517920196;-0,135627202;
0,508313477;14,7048573;-0,518357515;-0,13865193;
0,508711159;14,7065812;-0,519149601;-0,140549552;
0,509261429;14,69486267;-0,520858943;-0,140752924;
0,509755433;14,69440027;-0,520817578;-0,144109867;
0,51016891;14,69817558;-0,522956252;-0,14482249;
0,510542214;14,68715884;-0,523255408;-0,145069974;
0,51127243;14,67116152;-0,524247169;-0,146169272;
0,511671543;14,6886406;-0,526437819;-0,149946818;
0,512194812;14,67090596;-0,52559346;-0,146360207;
0,512634754;14,66816103;-0,526944697;-0,154681924;
0,513060153;14,6656502;-0,528838515;-0,152774269;
0,513512671;14,64191966;-0,528867245;-0,151261209;
0,51421839;14,64933144;-0,530592084;-0,153168808;
0,514689744;14,65398731;-0,53124696;-0,1507824;
0,515129089;14,64392588;-0,532184601;-0,152811047;
0,515624464;14,63867761;-0,534348488;-0,159158603;
0,516067803;14,63253708;-0,534194469;-0,158296129;
0,516517818;14,64024935;-0,53540504;-0,158456065;
0,517059982;14,63188156;-0,536694646;-0,158731503;
0,517645955;14,62583615;-0,536922574;-0,161171718;
0,518159389;14,61463043;-0,538715899;-0,157971051;
0,518632293;14,61732655;-0,539570153;-0,160697527;
0,519105017;14,61317736;-0,53950727;-0,159591883;
0,519667566;14,60619967;-0,542046726;-0,15870469;
0,520188272;14,60083261;-0,542405427;-0,159600528;
0,520641267;14,59775506;-0,543297529;-0,16040202;
0,521126747;14,59199418;-0,544801533;-0,164044031;
0,521715999;14,58729753;-0,544867575;-0,161028158;
0,522274554;14,58425898;-0,546373844;-0,162835408;
0,522650063;14,58317165;-0,547671378;-0,159994744;
0,523120761;14,56948934;-0,54789418;-0,161937553;
0,523761094;14,572643;-0,549388766;-0,16046777;
0,52429229;14,57344982;-0,550683081;-0,160928857;
0,5246948;14,55749793;-0,551490784;-0,162382689;
0,525339425;14,55372685;-0,553270459;-0,163421341;
0,525593281;14,5590513;-0,553116858;-0,164375754;
0,526103854;14,55380674;-0,554126501;-0,164012927;
0,526912808;14,54408506;-0,556015909;-0,163412429;
0,527234375;14,5505808;-0,556338131;-0,163295196;
0,527546704;14,54859445;-0,557355762;-0,164111436;
0,528254926;14,54443715;-0,55828917;-0,166507788;
0,528854191;14,54053293;-0,559092462;-0,16145369;
0,529195011;14,5292787;-0,560705781;-0,162129573;
0,529658616;14,53620162;-0,56127429;-0,158593837;
0,530433834;14,5222422;-0,561839819;-0,1635765;
0,530757725;14,52662643;-0,563809156;-0,16370084;
0,531080365;14,52257991;-0,564431429;-0,161582505;
0,531812608;14,51570833;-0,565015912;-0,159432412;
0,532374799;14,50787455;-0,566987872;-0,162172419;
0,53258276;14,50994532;-0,566923261;-0,167555553;
0,533211112;14,51238988;-0,568477333;-0,163944142;
0,533798218;14,50208587;-0,569920182;-0,16612158;
0,534165323;14,49986357;-0,569811165;-0,161181676;
0,534662366;14,49757816;-0,571625113;-0,162579917;
0,535262644;14,49471945;-0,572424769;-0,162482419;
0,53569299;14,49981971;-0,57294178;-0,162777759;
0,536140323;14,47286161;-0,575075805;-0,165946229;
0,536568761;14,49442688;-0,575243533;-0,161298908;
0,537195146;14,48731885;-0,576312721;-0,163831217;
0,537692428;14,48429316;-0,577926219;-0,163511196;
0,538190424;14,47974949;-0,578199267;-0,16347582;
0,538688958;14,46698559;-0,579449594;-0,161034793;
0,539354563;14,47211719;-0,58051455;-0,160303979;
0,539577305;14,47512129;-0,580260038;-0,166621426;
0,540127695;14,45964824;-0,583245158;-0,164774233;
0,540853679;14,47317184;-0,583674967;-0,16605497;
0,54129076;14,45654013;-0,583704531;-0,162814038;
0,541635156;14,44520438;-0,585627377;-0,164597885;
0,542320788;14,45497003;-0,586254537;-0,159880146;
0,542741597;14,43511399;-0,587346375;-0,166072254;
0,543145835;14,43872737;-0,588273466;-0,163309151;
0,543794394;14,44013521;-0,589353502;-0,166628005;
0,54431951;14,43318578;-0,590359092;-0,165348559;
0,544773161;14,43142296;-0,591772139;-0,164677531;
0,545179248;14,42395618;-0,591501892;-0,165620199;
0,545687079;14,4253196;-0,593426287;-0,16584653;
0,546210468;14,41610601;-0,594547272;-0,166411352;
0,546661079;14,42439221;-0,594965756;-0,164785096;
0,547232687;14,41073069;-0,596886396;-0,16235281;
0,547753215;14,41348929;-0,597285271;-0,162327804;
0,548304319;14,4129388;-0,597980082;-0,168035437;
0,548628986;14,41804065;-0,599924564;-0,168789262;
0,549206436;14,40442306;-0,600341737;-0,165678391;
0,549716592;14,40009991;-0,600366831;-0,166471911;
0,550175786;14,40517902;-0,600280881;-0,164774024;
0,550626993;14,39946419;-0,601791859;-0,166061279;
0,551450729;14,39296569;-0,601082861;-0,165555909;
0,551588058;14,3782715;;;
0,552079558;14,39438984;;;
0,552615106;14,39345612;;;
0,55327028;14,38715246;;;
0,553642213;14,36629173;;;
0,554165065;14,38872545;;;
0,554600716;14,37935349;;;
0,555079818;14,37964813;;;
0,555652261;14,37633718;;;
0,556199431;14,35569056;;;
0,556786656;14,36989283;;;
0,557069659;14,36022913;;;
0,557576418;14,37237447;;;
0,558196485;14,35861066;;;
0,558706701;14,35842274;;;
0,55926013;14,3618234;;;
0,559675574;14,35831249;;;
0,560263693;14,35340499;;;
0,560665727;14,34918779;;;
0,561208308;14,34159219;;;
0,561574399;14,34840004;;;
0,562226295;14,34171578;;;
0,562650323;14,33673532;;;
0,563141942;14,32742921;;;
0,563632965;14,32657409;;;
0,564144373;14,32804089;;;
0,56447351;14,32024314;;;
0,565144777;14,31590216;;;
0,565609813;14,32428192;;;
0,566031873;14,31867488;;;
0,566582263;14,30233393;;;
0,566993833;14,30549606;;;
0,567497313;14,29937422;;;
0,568215907;14,30683948;;;
0,568521798;14,28109763;;;
0,569010973;14,288878;;;
0,569614291;14,2863555;;;
0,569944382;14,28387522;;;
0,570467949;14,28629251;;;
0,571157753;14,27142466;;;
0,571545184;14,27316035;;;
0,572180808;14,2691196;;;
0,572647393;14,26342054;;;
0,573127925;14,26257127;;;
0,573596179;14,26337452;;;
0,574124217;14,25754756;;;
0,574745595;14,25883627;;;
0,57515353;14,23731493;;;
0,575567126;14,25199411;;;
0,576267898;14,2493367;;;
0,576778591;14,24148205;;;
0,577074528;14,24162017;;;
0,57764715;14,2281365;;;
0,578316271;14,23534876;;;
0,578650057;14,22513359;;;
0,579241097;14,23327421;;;
0,579783022;14,23590436;;;
0,580257237;14,23190888;;;
0,580596447;14,21637752;;;
0,581258893;14,22726231;;;
0,58165431;14,21027464;;;
0,58219099;14,20767418;;;
0,582645893;14,21439771;;;
0,583113194;14,20261438;;;
0,583736479;14,17350372;;;
0,584299147;14,18828682;;;
0,584543228;14,19916807;;;
0,585174263;14,20036765;;;
0,585585594;14,19081631;;;
0,586149395;14,19508206;;;
0,58667624;14,18504228;;;
0,587103605;14,1826087;;;
0,587566853;14,18617367;;;
0,588082194;14,15927288;;;
0,58868742;14,17296795;;;
0,589211047;14,16216998;;;
0,589503944;14,15392038;;;
0,590063155;14,16551237;;;
0,590618849;14,15820957;;;
0,591015637;14,1429799;;;
0,591443777;14,15139928;;;
0,592058897;14,14401183;;;
0,592677474;14,13870265;;;
0,593047678;14,14354177;;;
0,593572438;14,13125843;;;
0,594061255;14,14141979;;;
0,594591498;14,12605366;;;
0,59506619;14,1111454;;;
0,595511734;14,12095222;;;
0,596150935;14,11522982;;;
0,596592069;14,10974286;;;
0,597108245;14,10037686;;;
0,597642481;14,1002551;;;
0,59818846;14,09739645;;;
0,598604143;14,09413068;;;
0,599110186;14,10176829;;;
0,599879622;14,10268704;;;
0,599020779;14,08492842;;;
0,598568082;14,08087661;;;
0,598158777;14,0634066;;;
0,597533405;14,06371546;;;
0,597207546;14,0480395;;;
0,596629679;14,05024994;;;
0,596054435;14,05613966;;;
0,595390856;14,04720534;;;
0,595092833;14,03784835;;;
0,594597876;14,0317938;;;
0,594230592;14,04340687;;;
0,593600392;14,03047217;;;
0,593154967;14,03534853;;;
0,592567563;14,01706841;;;
0,592112839;14,02911145;;;
0,591737211;14,0259093;;;
