Ewe/V;BA1_C;Ewe/V;BA2_C;<--CV_beggining
-0,181282192;4,120738364;0,337466329;14,15955629;
-0,180632144;4,136745904;0,339711994;14,14394901;
-0,180248246;4,139913961;0,340525776;14,21337918;
-0,179468274;4,138495006;0,340796769;14,26642135;
-0,179015264;4,158100296;0,343185276;14,24149673;
-0,178693101;4,171569245;0,342999607;14,20369658;
-0,178269997;4,172963731;0,344493181;14,21245263;
-0,177745417;4,174751222;0,34553501;14,16025946;
-0,177291498;4,193068642;0,346037984;14,14632092;
-0,176815495;4,200517269;0,347964317;14,17569695;
-0,176023871;4,225981497;0,348192364;14,20626825;
-0,175616205;4,226673267;0,349454761;14,09733664;
-0,175120473;4,242658503;0,350437075;14,14776212;
-0,174469531;4,248920548;0,351273805;14,17389311;
-0,174193725;4,219338656;0,352692366;14,12884897;
-0,173699826;4,251766529;0,353015959;14,19550602;
-0,173168778;4,270537139;0,354327083;14,17821621;
-0,172666237;4,300592237;0,35521397;14,03214095;
-0,172156364;4,287711513;0,356343776;14,13972307;
-0,171663284;4,292321181;0,35777691;14,12106028;
-0,171130106;4,306455897;0,358114004;14,18324829;
-0,170731738;4,295040293;0,359463662;14,16053403;
-0,170044288;4,328564693;0,360504329;13,99041633;
-0,169640452;4,333946475;0,361173689;14,08540378;
-0,169168815;4,314748134;0,363122463;14,07402988;
-0,168677911;4,34061488;0,36282438;14,14246804;
-0,168245286;4,347928746;0,364696711;14,14700735;
-0,167770281;4,356943657;0,365680128;14,07578302;
-0,167137548;4,376954379;0,366264671;14,23343653;
-0,166751787;4,386879369;0,36785689;14,16428039;
-0,166186661;4,39043787;0,367634475;14,06636726;
-0,165681913;4,413804884;0,369428039;14,09775211;
-0,165128618;4,409538943;0,370619297;14,17789523;
-0,164684728;4,394146855;0,370989621;14,20813652;
-0,164135203;4,414964866;0,373059243;14,13498524;
-0,16359964;4,448616865;0,373188168;14,20608584;
-0,163169429;4,428205051;0,374176264;14,14899264;
-0,162559912;4,452298453;0,375766456;14,17998532;
-0,162314624;4,45564703;0,376037985;14,18796441;
-0,161762476;4,473415452;0,377779901;14,18781606;
-0,161305949;4,482582092;0,378078878;14,17902474;
-0,160743937;4,483953217;0,378886372;14,18473215;
-0,160224244;4,505656113;0,380860537;14,20833418;
-0,159607321;4,501713266;0,380674899;14,12597877;
-0,159090057;4,522390402;0,382421017;14,15936006;
-0,15863502;4,52754094;0,383476555;14,23203265;
-0,158153892;4,528406444;0,383422434;14,1569055;
-0,157489091;4,547152526;0,386374742;14,18364574;
-0,157310158;4,573631718;0,385832638;14,24270578;
-0,15663895;4,567124321;0,387221247;14,21232165;
-0,156195879;4,564971451;0,38874653;14,12696624;
-0,155755773;4,560255548;0,38890481;14,16523953;
-0,155285284;4,573464918;0,391076148;14,15776798;
-0,154802829;4,567018499;0,391402006;14,10945417;
-0,15417169;4,584511454;0,391871959;14,22738371;
-0,153642029;4,596705849;0,393781394;14,23973307;
-0,153018743;4,60473705;0,393789917;14,08329829;
-0,152603999;4,619613094;0,395779938;14,1312941;
-0,152202159;4,644083842;0,396656275;14,15138332;
-0,151625514;4,660795744;0,397136807;14,13341849;
-0,15116331;4,679344454;0,398758739;14,14395714;
-0,150740311;4,672922497;0,398554116;14,18018655;
-0,150147542;4,670214666;0,400364071;14,07827131;
-0,14975208;4,67153553;0,401539266;14,01883049;
-0,14918296;4,702650925;0,402181119;14,1105237;
-0,148712099;4,706070808;0,403411657;14,07403745;
-0,148184404;4,727593865;0,403725654;14,06482717;
-0,147752687;4,718313705;0,405292422;14,04065357;
-0,147153929;4,735484609;0,406223863;14,13734216;
-0,146549553;4,76889727;0,407129943;14,08550747;
-0,146200836;4,773514175;0,408878088;14,06079292;
-0,14577128;4,779830836;0,408848375;14,06998728;
-0,145102397;4,783641042;0,411061287;14,00842162;
-0,144767463;4,792701311;0,410936117;13,99638653;
-0,144113213;4,788929404;0,412160277;14,05009294;
-0,143682778;4,815387673;0,413982749;14,00154555;
-0,143195331;4,831490694;0,413875759;14,00655766;
-0,142693982;4,833193272;0,415666342;13,98786096;
-0,142263174;4,825681705;0,416086346;14,06536119;
-0,141655877;4,837926672;0,41717571;14,05155817;
-0,14122352;4,875592156;0,419011116;14,02605831;
-0,140564099;4,887525944;0,418358564;14,02758913;
-0,140140966;4,863217052;0,420284092;14,05601647;
-0,139694527;4,894204546;0,421572983;13,98608076;
-0,139078826;4,85810098;0,422182947;13,97287358;
-0,138758451;4,858812707;0,423844188;14,00374316;
-0,138289794;4,875809695;0,42397058;14,0106762;
-0,137560695;4,909460311;0,425577641;13,91997862;
-0,137344047;4,912296548;0,426766813;13,99666919;
-0,1367843;4,931040611;0,426796496;13,97656143;
-0,136351883;4,935905614;0,428547919;13,9681709;
-0,135753229;4,938631464;0,428988218;13,95954457;
-0,135110795;4,967008791;0,430300444;13,91587056;
-0,134723485;4,962632325;0,431785583;13,97459718;
-0,134129837;4,987801963;0,431726158;13,93646859;
-0,133695483;5,000972176;0,433931619;13,98809479;
-0,133101583;5,000481061;0,433880448;13,92682745;
-0,132677585;5,018011946;0,435387105;13,95998512;
-0,132164538;5,010987314;0,436534107;13,84774841;
-0,131555885;5,023857863;0,436793745;13,95879798;
-0,131139293;5,033467683;0,439216703;13,94006391;
-0,130808324;5,051818018;0,439363986;13,94547926;
-0,130149215;5,051584828;0,43998155;13,90518778;
-0,129807577;5,076265856;0,441863447;13,85631301;
-0,12928167;5,083859781;0,442183793;13,91526034;
-0,128654286;5,097730735;0,44352892;13,88269389;
-0,128241792;5,103785253;0,444614917;13,89929731;
-0,127743885;5,107296227;0,444272518;13,89883417;
-0,127206147;5,100213184;0,446612835;13,92274354;
-0,12671195;5,119558103;0,447070032;13,86657;
-0,126223385;5,154405514;0,448359966;13,87088303;
-0,125657171;5,116211214;0,449544936;13,84468317;
-0,125200182;5,14188391;0,450007349;13,86839304;
-0,12465024;5,151148545;0,451331407;13,83288894;
-0,124234602;5,174561283;0,452199101;13,83136102;
-0,123601452;5,179211401;0,453451902;13,82843097;
-0,123250768;5,179150077;0,454555184;13,83247997;
-0,122653969;5,207797152;0,454928577;13,84134259;
-0,122099578;5,218249057;0,456941247;13,77031609;
-0,121744335;5,220120308;0,456713974;13,83069538;
-0,121250242;5,220564698;0,458251953;13,82138012;
-0,120659739;5,248705167;0,459970713;13,7397;
-0,12020912;5,262111727;0,459793568;13,81193994;
-0,119597651;5,230089001;0,461824834;13,70958279;
-0,119095914;5,256050887;0,461716861;13,81185455;
-0,118724838;5,280005469;0,463264793;13,77038478;
-0,118288249;5,262150532;0,464928001;13,77777694;
-0,117609918;5,309875899;0,464452714;13,76533916;
-0,117423363;5,29465917;0,466461807;13,73743371;
-0,116962872;5,32359181;0,467385888;13,66948309;
-0,116051279;5,337222677;0,468450814;13,75321862;
-0,11567267;5,335976458;0,47015357;13,71696766;
-0,115276322;5,357498161;0,469533026;13,7088708;
-0,114691027;5,362640896;0,471393675;13,70698897;
-0,114065595;5,364795263;0,472525626;13,72165343;
-0,113812238;5,36413518;0,473029494;13,67513914;
-0,113111459;5,398933657;0,474568754;13,69241334;
-0,112771921;5,419780044;0,475226998;13,69645399;
-0,112337798;5,427625172;0,476017833;13,65708477;
-0,111709021;5,437135256;0,478016466;13,63776577;
-0,111367032;5,425103148;0,478044838;13,71822066;
-0,110935919;5,44865691;0,47966823;13,70736902;
-0,110122129;5,463409635;0,480015397;13,65772719;
-0,109659649;5,463245432;0,480876416;13,69149822;
-0,109185636;5,465292231;0,482965231;13,70005897;
-0,108636603;5,463251357;0,483063847;13,62937256;
-0,108126812;5,476552864;0,484978676;13,64612076;
-0,107728206;5,491558092;0,485330939;13,64092296;
-0,10723494;5,502210163;0,485912204;13,64452347;
-0,10668043;5,488711275;0,487965941;13,61053897;
-0,106283233;5,518830207;0,488412201;13,66450484;
-0,105662942;5,536502089;0,489346087;13,62158327;
-0,105185688;5,543452455;0,490504622;13,68519948;
-0,10476841;5,580925663;0,491069943;13,63268232;
-0,10426677;5,549134809;0,493020833;13,54108424;
-0,103576489;5,574942053;0,493201166;13,61978167;
-0,103257485;5,608742413;0,494080573;13,5972975;
-0,102621458;5,608476033;0,495471179;13,62631408;
-0,102161214;5,629730644;0,495788485;13,64012115;
-0,101684213;5,628378572;0,497426331;13,58996692;
-0,101222008;5,631843491;0,498864919;13,62676882;
-0,100628346;5,643334828;0,498519093;13,6454943;
-0,100185215;5,668873161;0,501430392;13,6211536;
-0,099660553;5,663297158;0,501060784;13,62230808;
-0,099147238;5,679764002;0,5022856;13,56163773;
-0,098714665;5,678411364;0,503978074;13,57602975;
-0,098498508;5,685207416;0,503372312;13,59197254;
-0,097666293;5,694839169;0,505312383;13,57699542;
-0,097319268;5,744983199;0,506222725;13,58309092;
-0,096850134;5,722456107;0,506993294;13,59925299;
-0,09614072;5,740107005;0,509078503;13,55977298;
-0,095759958;5,742848807;0,509107232;13,55607817;
-0,095114522;5,729893932;0,510725856;13,56998672;
-0,094721086;5,669578099;0,511088789;13,57468891;
-0,094249234;5,719649835;0,512339652;13,61516336;
-0,093846366;5,71525489;0,513603985;13,5566068;
-0,093288697;5,750506701;0,513625979;13,50424523;
-0,092704721;5,751629946;0,51572144;13,5440098;
-0,092378139;5,770805249;0,516230583;13,57479075;
-0,091924474;5,785062879;0,51725322;13,53967728;
-0,091226645;5,785316105;0,518257856;13,54492897;
-0,090846561;5,815636643;0,519262135;13,4951764;
-0,090172976;5,8179136;0,520527005;13,53876715;
-0,089802891;5,830174463;0,521104038;13,54786548;
-0,089269884;5,84162957;0,522177994;13,52490351;
-0,088690102;5,857015455;0,523629963;13,51964097;
-0,08803694;5,866857669;0,523715436;13,52341567;
-0,087713555;5,869965343;0,5258587;13,48476156;
-0,087263219;5,906299488;0,525987029;13,51490434;
-0,086770222;5,936929928;0,526670337;13,50648263;
-0,086157449;5,909220528;0,529219389;13,48621488;
-0,085856132;5,927460098;0,529215455;13,46340411;
-0,085176609;5,958502904;0,530542254;13,47826637;
-0,084720008;5,967086102;0,531103432;13,45000449;
-0,084347501;5,960257726;0,532216251;13,44683518;
-0,083670132;5,971095819;0,5341236;13,45507252;
-0,083216712;5,966091081;0,533396542;13,46993181;
-0,082807168;5,985995068;0,535409331;13,41849009;
-0,082159296;6,019422476;0,536618948;13,46894095;
-0,081736289;5,976536825;0,536827683;13,44731497;
-0,081176825;5,995907997;0,538938701;13,4168408;
-0,080667801;6,005868529;0,539419532;13,45475578;
-0,080128193;6,02801647;0,540454626;13,44651481;
-0,079585575;6,04447611;0,541442811;13,38613315;
-0,079292864;6,038094996;0,541754127;13,43851224;
-0,078620799;6,078047115;0,543521464;13,43134185;
-0,078317523;6,073072225;0,544687212;13,44887837;
-0,077870183;6,104713246;0,54477644;13,37752557;
-0,077268787;6,102591659;0,547218442;13,42564892;
-0,076973118;6,124117374;0,546494961;13,43770871;
-0,076476283;6,091912045;0,548615515;13,43847281;
-0,075642854;6,111664541;0,549590886;13,41923117;
-0,075266369;6,145623041;0,549534261;13,39926712;
-0,074791372;6,145390553;0,552094936;13,39345348;
-0,074222147;6,13982395;0,552517295;13,43725631;
-0,073748276;6,160177685;0,552926779;13,40113001;
-0,073126264;6,175978311;0,554694116;13,40737912;
-0,072694257;6,214666399;0,554898798;13,3741302;
-0,072178155;6,176305951;0,55635196;13,38702335;
-0,071785174;6,217503516;0,557348251;13,37892598;
-0,071161553;6,196245778;0,5580495;13,38835435;
-0,070857294;6,196210808;0,559459388;13,39251418;
-0,070405655;6,188655852;0,560152054;13,24291478;
-0,069844991;6,23797788;0,561131537;13,3484915;
-0,069209903;6,258356051;0,562783957;13,36242317;
-0,06878788;6,260055908;0,562799573;13,33736677;
-0,068210199;6,289819744;0,564848304;13,35717626;
-0,067776732;6,292225084;0,565148532;13,36743106;
-0,067262106;6,299870491;0,56595999;13,3468631;
-0,066624016;6,268776372;0,567892909;13,4022968;
-0,06620656;6,3304081;0,568529427;13,29032756;
-0,065811083;6,33480178;0,56868428;13,33254284;
-0,065247931;6,32738987;0,571010649;13,31501526;
-0,064734966;6,359805447;0,571226895;13,31199482;
-0,064151958;6,371809581;0,572581828;13,35352177;
-0,063829452;6,360364701;0,573466182;13,30392069;
-0,063216798;6,370712603;0,574198484;13,32096162;
-0,062704898;6,378235299;0,575665593;13,28130784;
-0,062347509;6,402412247;0,576639533;13,28283084;
-0,061663639;6,401916938;0,57701391;13,31675588;
-0,061344545;6,407874883;0,578705728;13,27439469;
-0,060786013;6,430149891;0,578951061;13,25914222;
-0,060202919;6,439223208;0,580928385;13,31688775;
-0,059751239;6,468971092;0,581876695;13,30948852;
-0,059375957;6,452021538;0,581987023;13,29815388;
-0,058713257;6,487125811;0,583385468;13,24212078;
-0,05830615;6,51027464;0,584794044;13,26742921;
-0,057721958;6,516636141;0,584894538;13,28000635;
-0,05719623;6,527336707;0,586678028;13,26779479;
-0,056671631;6,536210226;0,587274313;13,26492643;
-0,056246199;6,546417357;0,588324904;13,27416394;
-0,055654787;6,548868203;0,589715242;13,27630579;
-0,055148419;6,568679947;0,590244412;13,27775453;
-0,054948755;6,535645229;0,591553628;13,28389659;
-0,054265935;6,57637318;0,592268586;13,26536685;
-0,053767897;6,58260861;0,592930436;13,27791682;
-0,053331986;6,607264904;0,59517318;13,24500039;
-0,052957542;6,594833547;0,595392942;13,2138959;
-0,052412018;6,608465365;0,596292377;13,21300814;
-0,05195041;6,622906187;0,597840726;13,27816394;
-0,05118509;6,595407496;0,59808141;13,22112556;
-0,050784558;6,620956068;0,598859727;13,30112254;
-0,05019927;6,642790651;0,597938716;13,19275503;
-0,049766675;6,677745926;0,597504854;13,26076864;
-0,049212523;6,685373014;0,596598923;13,22325953;
-0,048660811;6,709681643;0,594692767;13,20562945;
-0,048158355;6,703675268;0,594635367;13,19878177;
-0,047809709;6,705498213;0,593437731;13,20768902;
-0,047178935;6,727142676;0,591618061;13,2183163;
-0,046857532;6,696034829;0,59178704;13,1741428;
-0,046238482;6,704968571;0,590000927;13,16541206;
-0,045778416;6,726144669;0,588928044;13,12675563;
-0,045317244;6,7524785;0,588412821;13,15474799;
-0,044814702;6,756810661;0,58701396;13,16418822;
-0,044273142;6,755861062;0,585958838;13,13917922;
-0,043775972;6,748044322;0,585870087;13,15511465;
-0,043239307;6,780914616;0,584025979;13,13202363;
-0,042776097;6,782258703;0,583278775;13,12743062;
-0,04233427;6,797191419;0,582704127;13,17498916;
-0,041706525;6,829988771;0,581101298;13,15998704;
-0,041351233;6,8396697;0,580062866;13,13187784;
-0,04084143;6,863914974;0,579918504;13,13250309;
-0,040374931;6,86832011;0,57823503;13,09235068;
-0,039863944;6,847157143;0,577532828;13,13859957;
-0,039236229;6,876253713;0,575884163;13,09410149;
-0,038638484;6,879527179;0,574971199;13,1076818;
-0,03818886;6,89941701;0,57497716;13,03353494;
-0,037703272;6,930709566;0,572717428;13,08697731;
-0,037298568;6,915646604;0,571718276;13,06741378;
-0,036661308;6,927967004;0,571686089;13,05604342;
-0,036349434;6,954363427;0,569916725;13,08965536;
-0,035866983;6,955678016;0,569014192;13,09162349;
-0,035242707;6,979233577;0,56869781;13,08752611;
-0,034851443;6,973961878;0,56704855;13,07240468;
-0,034447338;6,952493872;0,566520214;13,04954239;
-0,033941232;6,987476253;0,565413833;13,09363998;
-0,033470217;7,015770301;0,564111054;13,01032496;
-0,032681145;7,026686037;0,563034296;13,06900843;
-0,032404877;7,021341103;0,562319279;13,05161548;
-0,031785682;7,048258603;0,560770512;13,04763147;
-0,031212039;7,061752831;0,560921609;13,05181643;
-0,030842395;7,073337887;0,55918777;13,02873197;
-0,030188857;7,088814958;0,558000088;13,02582162;
-0,029742714;7,106464203;0,557655931;13,00169657;
-0,029262606;7,088128385;0,556026638;13,03039899;
-0,02873015;7,100513951;0,554599166;13,02281028;
-0,028271079;7,126299046;0,55475992;13,01582738;
-0,027886597;7,120054213;0,553064406;13,02533224;
-0,027198412;7,144388921;0,551999629;12,98649191;
-0,026724311;7,162553424;0,551716566;13,01254004;
-0,026304694;7,173858624;0,549276471;12,97902762;
-0,02577778;7,16557177;0,549284995;13,04902334;
-0,025191359;7,167966961;0,548817337;12,98966437;
-0,024833146;7,197793791;0,54703176;12,9368867;
-0,024126293;7,198422551;0,546289921;12,9802943;
-0,023779368;7,232103041;0,545773566;12,98751793;
-0,02324173;7,257888043;0,543996096;12,99868097;
-0,02281604;7,246719137;0,542925894;13,01260921;
-0,022383196;7,23482482;0,542508364;12,95957606;
-0,021828409;7,259739726;0,540947795;12,94903168;
-0,021413203;7,250908923;0,540681601;12,96746763;
-0,020900268;7,259389926;0,539164662;12,91569268;
-0,020376518;7,285041307;0,538188934;12,96898124;
-0,019864285;7,285003158;0,537547946;12,9468882;
-0,019287625;7,313745974;0,536597311;12,94992573;
-0,018915461;7,346896555;0,535145104;12,94918262;
-0,018513568;7,343743933;0,534248829;12,95569095;
-0,017785629;7,347170895;0,533307791;12,90283021;
-0,017222535;7,366084322;0,531655073;12,92672351;
-0,01681211;7,360965333;0,531633496;12,92209849;
-0,01622683;7,373618936;0,530232489;12,9067414;
-0,015823906;7,41071411;0,529168665;12,92397667;
-0,01535536;7,38412959;0,528716564;12,93563485;
-0,014632579;7,42257262;0,527347386;12,90747457;
-0,014210448;7,421526582;0,525839865;12,92146716;
-0,013791896;7,452446527;0,525977492;12,92573859;
-0,013169628;7,472651387;0,523767591;12,9030484;
-0,012801599;7,429835902;0,523030519;12,91696183;
-0,012268523;7,467323288;0,52276957;12,91474988;
-0,011801935;7,479367196;0,520889997;12,88634009;
-0,011330243;7,488599286;0,520129204;12,86306426;
-0,010840232;7,486519284;0,519926369;12,88343017;
-0,010300702;7,53040611;0,51779002;12,86993769;
-0,009854469;7,570684322;0,517425418;12,90684899;
-0,009353117;7,52764393;0,516666532;12,86646253;
-0,008871437;7,561393434;0,515074313;12,86362922;
-0,008254479;7,579187826;0,513821185;12,8741472;
-0,007831813;7,567428757;0,513605118;12,8630416;
-0,007267506;7,562453531;0,511782944;12,85432251;
-0,006860434;7,561464389;0,511472821;12,82674568;
-0,006342257;7,564507223;0,51090312;12,86997517;
-0,005728159;7,593649509;0,508930087;12,78405884;
-0,005202367;7,6311448;0,508786798;12,88047852;
-0,004791035;7,659496026;0,507761478;12,85351541;
-0,004163775;7,668103065;0,505314708;12,85055517;
-0,00382735;7,666253862;0,50550884;12,86154797;
-0,003410554;7,676009563;0,504387677;12,84203802;
-0,00281084;7,699493496;0,502789915;12,86881747;
-0,002436683;7,729773226;0,502316415;12,82406691;
-0,001758271;7,743321945;0,501689851;12,82685231;
-0,001497403;7,751539066;0,499740064;12,8043664;
-0,000850678;7,717946844;0,499873072;12,85308488;
-0,000415957;7,748103516;0,498363167;12,84918528;
7,8296E-05;7,772185874;0,496616036;12,83018535;
0,000668367;7,794487871;0,496630788;12,80520685;
0,001284349;7,792500109;0,495487779;12,81950845;
0,001688489;7,813362952;0,494109184;12,79726733;
0,002267422;7,818703425;0,493468523;12,80183232;
0,002634106;7,795632831;0,492488146;12,8179398;
0,003202394;7,824610193;0,490971357;12,74284738;
0,003591503;7,840270263;0,490471542;12,7976445;
0,004212745;7,816495857;0,488819927;12,79896853;
0,004694954;7,835688067;0,48832342;12,78671813;
0,005166862;7,86258593;0,487448096;12,74538127;
0,005620601;7,900759201;0,486123353;12,76774918;
0,006166416;7,91076835;0,484980345;12,80211275;
0,006685993;7,893548464;0,484360218;12,78381452;
0,007066499;7,876515863;0,483209521;12,72573025;
0,007642189;7,898746509;0,481932998;12,73600767;
0,008133058;7,915290365;0,48197332;12,79262347;
0,008686411;7,924569003;0,480161518;12,71229576;
0,009038301;7,931219145;0,478876799;12,78391029;
0,00965347;7,962283159;0,478947401;12,74845651;
0,010142146;7,9991772;0,477226108;12,68616425;
0,010610554;7,998725163;0,476036936;12,7294037;
0,011131275;8,022800516;0,475416571;12,7252174;
0,011564794;7,98915011;0,474170953;12,73748409;
0,012089244;8,026797384;0,473261714;12,68507637;
0,012666416;8,035332043;0,472821593;12,72008782;
0,013220886;8,041891156;0,470351994;12,7377657;
0,013593972;8,038555863;0,470519513;12,72779596;
0,014295683;8,058618755;0,46938026;12,70146238;
0,014650001;8,098100512;0,468158066;12,67186429;
0,015093167;8,0973448;0,467717916;12,72133478;
0,015799917;8,078036797;0,466004908;12,69778877;
0,016077757;8,09244957;0,46492818;12,68830521;
0,016538054;8,129457232;0,46473062;12,71964288;
0,017186405;8,140967449;0,463256121;12,70823969;
0,017588496;8,096774244;0,462395757;12,67332467;
0,018016797;8,101427057;0,461256742;12,67760775;
0,018361444;8,133173035;0,459640801;12,62496131;
0,019147716;8,164838093;0,459598333;12,66495512;
0,019664118;8,153489516;0,458629906;12,66148993;
0,019979212;8,191108403;0,456730932;12,70396565;
0,020772111;8,215838093;0,456736356;12,69557223;
0,021106184;8,194798992;0,45541656;12,67024558;
0,021486789;8,207545594;0,454027981;12,66994245;
0,022336774;8,248111571;0,453621477;12,67914073;
0,02273755;8,233115124;0,451827824;12,63073104;
0,023088405;8,254184997;0,451454252;12,69823574;
0,023753364;8,268667098;0,45044449;12,63574358;
0,024120139;8,29180834;0,448678195;12,70005743;
0,024647845;8,307798232;0,448246002;12,6598477;
0,025185339;8,323880386;0,447120875;12,65288728;
0,02567441;8,323044021;0,445979536;12,66877981;
0,026080159;8,329429709;0,445996404;12,67807497;
0,026665296;8,374186945;0,444214284;12,63817304;
0,027119223;8,355706996;0,442802489;12,62999557;
0,027733957;8,37734799;0,443073809;12,65473807;
0,028061738;8,384391313;0,44125405;12,67782586;
0,028634151;8,388121809;0,439716309;12,60492499;
0,029158978;8,415015389;0,439578533;12,6369532;
0,029568037;8,434513387;0,438093245;12,66757512;
0,030060852;8,447762927;0,437406898;12,56413171;
0,030485965;8,429940235;0,436050355;12,63485975;
0,030917725;8,464594324;0,435028553;12,57045743;
0,031552739;8,484993972;0,434394002;12,66348655;
0,032111119;8,483862613;0,433827668;12,58019139;
0,032514315;8,477606698;0,431845009;12,62497883;
0,033120804;8,501037189;0,431680769;12,56496795;
0,033465069;8,523510523;0,42996946;12,61179747;
0,034289248;8,532705234;0,429258645;12,58796257;
0,034652758;8,548737405;0,42851612;12,61296874;
0,035186946;8,550590352;0,426946044;12,57151945;
0,035823844;8,566119656;0,425653368;12,65197993;
0,036195248;8,5831298;0,425501198;12,60371624;
0,036492933;8,5834311;0,42381832;12,61886706;
0,037226472;8,617720334;0,423255473;12,59728504;
0,037732452;8,599986122;0,422758996;12,54721903;
0,038045056;8,591739376;0,420706332;12,53303582;
0,038737077;8,614989609;0,420606583;12,55109212;
0,039140247;8,668194754;0,419594437;12,58567405;
0,03953363;8,661168781;0,417463362;12,56136115;
0,04017169;8,675639884;0,418032944;12,53196495;
0,040631749;8,686901379;0,416316628;12,57173914;
0,041032564;8,697737273;0,414743364;12,60150879;
0,04158387;8,746968392;0,414724112;12,59892645;
0,042054541;8,723327982;0,412899703;12,47220432;
0,042549826;8,721020596;0,412274808;12,56193351;
0,042995974;8,7517222;0,411383748;12,5501192;
0,04367112;8,767376958;0,41002804;12,54358128;
0,044122938;8,768373666;0,40940845;12,53807781;
0,044607323;8,785050797;0,40834552;12,5573005;
0,045169316;8,791569851;0,406947225;12,44413902;
0,045562688;8,818083153;0,406793565;12,53245628;
0,04588601;8,794130268;0,405160129;12,53668327;
0,046782605;8,816202509;0,403674722;12,49536407;
0,047112711;8,82540425;0,403772295;12,53025265;
0,047663879;8,863399503;0,401997507;12,51135968;
0,048226479;8,870276232;0,401138276;12,47072307;
0,04865925;8,88937551;0,400738358;12,52787131;
0,049087588;8,858323888;0,399017692;12,51923226;
0,049683165;8,908236281;0,398310125;12,44797207;
0,050093595;8,941320342;0,397577047;12,48984506;
0,050561137;8,925297037;0,395540267;12,48929447;
0,051118612;8,95193005;0,395738333;12,4697136;
0,051617928;8,951103381;0,394573867;12,42163685;
0,051975321;8,990462833;0,392793775;12,42177155;
0,052405793;9,002047013;0,392283618;12,46459056;
0,053109698;8,960283448;0,391258806;12,54839714;
0,053501613;8,954809102;0,38975504;12,4341512;
0,053828832;9,000969199;0,389754504;12,46341784;
0,054559946;9,000380671;0,387647688;12,5072167;
0,054981712;8,999066168;0,387083352;12,43305698;
0,055592746;8,971128354;0,386408657;12,36715339;
0,056213994;9,009451382;0,385330915;12,41850145;
0,056623023;9,047366256;0,38438037;12,41241016;
0,057115011;9,092863163;0,38359642;12,40872321;
0,057611134;9,077626788;0,381836772;12,40778192;
0,058020361;9,083175786;0,382162213;12,42306261;
0,058626823;9,101604466;0,380127519;12,4398025;
0,059180252;9,111379895;0,378946841;12,34118611;
0,059532084;9,139656977;0,378904402;12,41834204;
0,060106628;9,163134764;0,377206415;12,41557478;
0,060652573;9,152378444;0,376269251;12,36764101;
0,061081979;9,183665032;0,375327379;12,43001104;
0,061626799;9,211962558;0,374142319;12,3713093;
0,06211568;9,229535482;0,373139739;12,21651238;
0,062613979;9,178184034;0,373105943;12,38819864;
0,063165195;9,142209821;0,370193928;12,32202562;
0,063619114;9,177270471;0,36988312;12,32118875;
0,064067587;9,225585498;0,369944602;12,33986459;
0,064591147;9,215745405;0,367917448;12,36030791;
0,064943314;9,260566874;0,367095262;12,30428977;
0,065570697;9,264275795;0,366754711;12,35948013;
0,065975711;9,283052132;0,365095794;12,29280672;
0,066552624;9,278625001;0,364372134;12,29204622;
0,067144886;9,305994601;0,363014162;12,30201724;
0,067543179;9,353729291;0,362132698;12,34161464;
0,067841589;9,370050686;0,361599058;12,33300574;
0,068652719;9,36313781;0,360241413;12,33238846;
0,068948992;9,397012834;0,359401077;12,33857728;
0,0693959;9,405604762;0,358807981;12,32759048;
0,069929205;9,422326827;0,35674265;12,27731636;
0,070454456;9,400303787;0,356616408;12,3001273;
0,071067497;9,391500834;0,355260581;12,24083235;
0,07167837;9,42109757;0,353952646;12,26946934;
0,072182611;9,442082361;0,353320271;12,25464393;
0,072643042;9,428398225;0,352185309;12,28470885;
0,073053263;9,42571562;0,351304621;12,32396168;
0,073469557;9,469071554;0,35037449;12,25007611;
0,074032612;9,45105721;0,348980516;12,25375;
0,074628532;9,48170303;0,347951621;12,27246214;
0,075095162;9,517574201;0,347766966;12,27017646;
0,075591102;9,515293468;0,345830619;12,28571585;
0,076022848;9,521784348;0,345930725;12,24906851;
0,076569572;9,51764766;0,344164401;12,25499934;
0,077046826;9,555644087;0,34288305;12,32833663;
0,077569433;9,53189434;0,343001723;12,26213017;
0,078219242;9,592981727;0,340710431;12,3016595;
0,078509681;9,603177933;0,339800149;12,19852631;
0,079048268;9,619292785;0,339674979;12,14998216;
0,079702318;9,598294563;0,338214219;12,22011935;
0,080236793;9,642833121;0,33752045;12,21417119;
0,080484934;9,625118593;0,336351216;12,22182876;
0,08116626;9,632050034;0,334989339;12,18253695;
0,081620164;9,604781525;0,334541619;12,16136947;
0,082047597;9,625531227;0,333549589;12,16830082;
0,082630545;9,634118116;0,332005203;12,16776691;
0,082956016;9,665622263;0,331653029;12,02466548;
0,08358033;9,683849108;0,329521805;12,17065243;
0,084124207;9,708011348;0,329907775;12,17330131;
0,084582143;9,720517274;0,328655124;12,19409598;
0,084954329;9,685796782;0,326928109;12,21326046;
0,085566238;9,735369632;0,326293647;12,1773884;
0,085905306;9,762392345;0,325438678;12,10024073;
0,086545549;9,759762443;0,32400316;12,04352457;
0,087080084;9,776687149;0,32378909;11,99283898;
0,087571733;9,772136453;0,321969777;11,89343025;
0,087931328;9,809133348;0,321134955;11,94683572;
0,088534795;9,839165684;0,320491999;11,98281032;
0,088982761;9,861091451;0,318925828;11,88094771;
0,08949808;9,812378965;0,318583608;11,86477253;
0,090119265;9,788118761;0,317036897;11,95124491;
